	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
VARIABLES	fig3_panelA	fig3_panelB	fig3_panelC	fig3_panelD	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high	text_1930_val_tot	fig3_rev	text_ratio_pdv_h	text_ratio_pdv_m	text_ratio_pdv_hm	t2_landvalue_a	text_tot_cost	t2_landvalue_b	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high
																								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)																				
control_farms_a_1940		8.8528869015	1.26871e+02	4.24823e+01								106.802**				42.482								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(34.097)				(23.706)								
control_farms_a_1945		-2.36506e+01	9.11185e+01	1.51907e+01								0.779				15.191								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(25.208)				(23.155)								
control_farms_a_1950		-5.08870e+01	3.89281e+01	-3.62590e+01								0.626				-34.876								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(33.866)				(26.608)								
control_farms_a_1954		-5.44842e+01	2.52401e+01	-4.69235e+01								55.397				-48.306								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(39.940)				(28.932)								
control_farms_a_1959		-3.98717e+01	4.98057e+01	-1.86648e+01								-18.275				-20.415								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(36.640)				(32.502)								
control_farms_a_1964		-3.06925e+01	3.72643e+01	-2.26306e+01								-26.080				-21.902								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(39.973)				(34.699)								
control_farms_a_1969		9.4321420947	3.42812e+01	-1.54255e+01								-120.175**				-14.405								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(41.340)				(34.145)								
o.control_farms_a_1974		-	-	-								-				-								
																								
control_farms_a_1978		3.35688e+01	6.55527e+01	1.77366e+01								-132.534*				17.170								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(56.327)				(36.299)								
control_farms_a_1982		5.62261e+01	4.82225e+01	-1.05959e+01								-151.080*				-12.396								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(60.069)				(38.907)								
control_farms_a_1987		1.11780e+02	1.7216524454	-6.00870e+01								-155.291*				-60.799								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(62.745)				(43.255)								
control_farms_a_1992		7.66696e+01	-2.43172e+00	-5.94549e+01								-139.512*				-56.376								
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)								(65.636)				(39.319)								
o.control_farms_a_1997		-	-	-								-				-								
																								
control_avsize_1910		-0.0000607244	0.0000037639	-0.0000000000																				
		(0.0000121323)	(0.0000439192)	(0.0000349787)																				
control_avsize_1920		-0.0000836209	-0.0000859971	-0.0000000000																				
		(0.0000121323)	(0.0000439192)	(0.0000349787)																				
control_avsize_1925		-0.0000934387	-0.0000595617	-0.0000000000																				
		(0.0000121323)	(0.0000439192)	(0.0000349787)																				
control_avsize_1930		-0.0000817034	-0.0000625203	0.0000000000																				
		(0.0000121323)	(0.0000439192)	(0.0000349787)																				
control_avsize_1940		-0.0000931454	0.0000093067	0.0000516646								-0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1945		-0.0000902891	-0.0000121202	0.0000337207								-0.000*				0.000								
