msa	msacode	year	quarter	index_msa
"Jackson, MI"	27100	1983	2	-
"Jackson, MI"	27100	1983	3	-
"Jackson, MI"	27100	1983	4	-
"Jackson, MI"	27100	1984	1	-
"Jackson, MI"	27100	1984	2	-
"Jackson, MI"	27100	1984	3	-
"Jackson, MI"	27100	1984	4	-
"Jackson, MI"	27100	1985	1	-
"Jackson, MI"	27100	1985	2	-
"Jackson, MI"	27100	1985	3	-
"Jackson, MI"	27100	1985	4	-
"Jackson, MI"	27100	1986	1	-
"Jackson, MI"	27100	1986	2	-
"Jackson, MI"	27100	1986	3	59.67
"Jackson, MI"	27100	1986	4	59.24
"Jackson, MI"	27100	1987	1	59.69
"Jackson, MI"	27100	1987	2	59.14
"Jackson, MI"	27100	1987	3	63.41
"Jackson, MI"	27100	1987	4	62.3
"Jackson, MI"	27100	1988	1	64.71
"Jackson, MI"	27100	1988	2	68.24
"Jackson, MI"	27100	1988	3	66.32
"Jackson, MI"	27100	1988	4	69
"Jackson, MI"	27100	1989	1	70.19
"Jackson, MI"	27100	1989	2	71.85
"Jackson, MI"	27100	1989	3	77.19
"Jackson, MI"	27100	1989	4	74.81
"Jackson, MI"	27100	1990	1	77.77
"Jackson, MI"	27100	1990	2	80.27
"Jackson, MI"	27100	1990	3	79.97
"Jackson, MI"	27100	1990	4	80.76
"Jackson, MI"	27100	1991	1	81.39
"Jackson, MI"	27100	1991	2	83.26
"Jackson, MI"	27100	1991	3	83.55
"Jackson, MI"	27100	1991	4	84.69
"Jackson, MI"	27100	1992	1	87.03
"Jackson, MI"	27100	1992	2	88.03
"Jackson, MI"	27100	1992	3	88.5
"Jackson, MI"	27100	1992	4	89.2
"Jackson, MI"	27100	1993	1	89.59
"Jackson, MI"	27100	1993	2	90.35
"Jackson, MI"	27100	1993	3	91.43
"Jackson, MI"	27100	1993	4	92.08
"Jackson, MI"	27100	1994	1	93.78
"Jackson, MI"	27100	1994	2	95.76
"Jackson, MI"	27100	1994	3	97.83
"Jackson, MI"	27100	1994	4	96.52
"Jackson, MI"	27100	1995	1	100
"Jackson, MI"	27100	1995	2	102.45
"Jackson, MI"	27100	1995	3	103.22
"Jackson, MI"	27100	1995	4	107.88
"Jackson, MI"	27100	1996	1	108.08
"Jackson, MI"	27100	1996	2	111.36
"Jackson, MI"	27100	1996	3	114.1
"Jackson, MI"	27100	1996	4	114.96
"Jackson, MI"	27100	1997	1	117.36
"Jackson, MI"	27100	1997	2	117.76
"Jackson, MI"	27100	1997	3	121.7
"Jackson, MI"	27100	1997	4	123.48
"Jackson, MI"	27100	1998	1	126.18
"Jackson, MI"	27100	1998	2	128.06
"Jackson, MI"	27100	1998	3	129.99
"Jackson, MI"	27100	1998	4	131.57
"Jackson, MI"	27100	1999	1	133.16
"Jackson, MI"	27100	1999	2	136.03
"Jackson, MI"	27100	1999	3	137.64
"Jackson, MI"	27100	1999	4	138.96
"Jackson, MI"	27100	2000	1	145.74
"Jackson, MI"	27100	2000	2	145.26
"Jackson, MI"	27100	2000	3	147.44
"Jackson, MI"	27100	2000	4	149.57
"Jackson, MI"	27100	2001	1	152.97
"Jackson, MI"	27100	2001	2	154.75
"Jackson, MI"	27100	2001	3	156.47
"Jackson, MI"	27100	2001	4	158.66
"Jackson, MI"	27100	2002	1	159.87
"Jackson, MI"	27100	2002	2	163.13
"Jackson, MI"	27100	2002	3	164.53
"Jackson, MI"	27100	2002	4	165.48
"Jackson, MI"	27100	2003	1	165.65
"Jackson, MI"	27100	2003	2	168.01
"Jackson, MI"	27100	2003	3	170.6
"Jackson, MI"	27100	2003	4	173.89
"Jackson, MI"	27100	2004	1	173.03
"Jackson, MI"	27100	2004	2	176.18
"Jackson, MI"	27100	2004	3	180.2
"Jackson, MI"	27100	2004	4	182.02
"Jackson, MI"	27100	2005	1	182.61
"Jackson, MI"	27100	2005	2	186.42
"Jackson, MI"	27100	2005	3	186.77
"Jackson, MI"	27100	2005	4	189.98
"Jackson, MI"	27100	2006	1	187.46
"Jackson, MI"	27100	2006	2	186.46
"Jackson, MI"	27100	2006	3	184.89
"Jackson, MI"	27100	2006	4	185.96
"Jackson, MI"	27100	2007	1	187.34
"Jackson, MI"	27100	2007	2	181.69
"Jackson, MI"	27100	2007	3	177.41
"Jackson, MI"	27100	2007	4	176.22
"Jackson, MS"	27140	1975	1	-
"Jackson, MS"	27140	1975	2	-
"Jackson, MS"	27140	1975	3	-
"Jackson, MS"	27140	1975	4	-
"Jackson, MS"	27140	1976	1	-
"Jackson, MS"	27140	1976	2	-
"Jackson, MS"	27140	1976	3	-
"Jackson, MS"	27140	1976	4	-
"Jackson, MS"	27140	1977	1	-
"Jackson, MS"	27140	1977	2	-
"Jackson, MS"	27140	1977	3	-
"Jackson, MS"	27140	1977	4	-
"Jackson, MS"	27140	1978	1	-
"Jackson, MS"	27140	1978	2	-
"Jackson, MS"	27140	1978	3	-
"Jackson, MS"	27140	1978	4	-
"Jackson, MS"	27140	1979	1	-
"Jackson, MS"	27140	1979	2	-
"Jackson, MS"	27140	1979	3	-
"Jackson, MS"	27140	1979	4	-
"Jackson, MS"	27140	1980	1	-
"Jackson, MS"	27140	1980	2	-
"Jackson, MS"	27140	1980	3	-
"Jackson, MS"	27140	1980	4	-
"Jackson, MS"	27140	1981	1	-
"Jackson, MS"	27140	1981	2	-
"Jackson, MS"	27140	1981	3	-
"Jackson, MS"	27140	1981	4	-
"Jackson, MS"	27140	1982	1	-
"Jackson, MS"	27140	1982	2	80.55
"Jackson, MS"	27140	1982	3	79.16
"Jackson, MS"	27140	1982	4	76.14
"Jackson, MS"	27140	1983	1	82.08
"Jackson, MS"	27140	1983	2	81.06
"Jackson, MS"	27140	1983	3	77.34
"Jackson, MS"	27140	1983	4	83.03
"Jackson, MS"	27140	1984	1	82.2
"Jackson, MS"	27140	1984	2	83.45
"Jackson, MS"	27140	1984	3	82.56
"Jackson, MS"	27140	1984	4	83.4
"Jackson, MS"	27140	1985	1	87.99
"Jackson, MS"	27140	1985	2	86.81
"Jackson, MS"	27140	1985	3	88.27
"Jackson, MS"	27140	1985	4	87.26
"Jackson, MS"	27140	1986	1	89.42
"Jackson, MS"	27140	1986	2	90.95
"Jackson, MS"	27140	1986	3	88.45
"Jackson, MS"	27140	1986	4	88.14
"Jackson, MS"	27140	1987	1	89.68
"Jackson, MS"	27140	1987	2	89.06
"Jackson, MS"	27140	1987	3	87.77
"Jackson, MS"	27140	1987	4	84.6
"Jackson, MS"	27140	1988	1	88.06
"Jackson, MS"	27140	1988	2	86.38
"Jackson, MS"	27140	1988	3	85.3
"Jackson, MS"	27140	1988	4	86.66
"Jackson, MS"	27140	1989	1	86.78
"Jackson, MS"	27140	1989	2	87.66
"Jackson, MS"	27140	1989	3	88.38
"Jackson, MS"	27140	1989	4	86.98
"Jackson, MS"	27140	1990	1	89.15
"Jackson, MS"	27140	1990	2	85.11
"Jackson, MS"	27140	1990	3	87.75
"Jackson, MS"	27140	1990	4	87.49
"Jackson, MS"	27140	1991	1	88.67
"Jackson, MS"	27140	1991	2	88.37
"Jackson, MS"	27140	1991	3	89.47
"Jackson, MS"	27140	1991	4	90.79
"Jackson, MS"	27140	1992	1	92.4
"Jackson, MS"	27140	1992	2	92.05
"Jackson, MS"	27140	1992	3	93.05
"Jackson, MS"	27140	1992	4	92.99
"Jackson, MS"	27140	1993	1	93.54
"Jackson, MS"	27140	1993	2	94.94
"Jackson, MS"	27140	1993	3	96.17
"Jackson, MS"	27140	1993	4	96.9
"Jackson, MS"	27140	1994	1	97.63
"Jackson, MS"	27140	1994	2	98.27
"Jackson, MS"	27140	1994	3	98.98
"Jackson, MS"	27140	1994	4	99.06
"Jackson, MS"	27140	1995	1	100
"Jackson, MS"	27140	1995	2	101.53
"Jackson, MS"	27140	1995	3	103.83
"Jackson, MS"	27140	1995	4	104.65
"Jackson, MS"	27140	1996	1	104.9
"Jackson, MS"	27140	1996	2	105.7
"Jackson, MS"	27140	1996	3	106.84
"Jackson, MS"	27140	1996	4	106.98
"Jackson, MS"	27140	1997	1	107.36
"Jackson, MS"	27140	1997	2	108.7
"Jackson, MS"	27140	1997	3	108.61
"Jackson, MS"	27140	1997	4	110.42
"Jackson, MS"	27140	1998	1	112.68
"Jackson, MS"	27140	1998	2	113.22
"Jackson, MS"	27140	1998	3	114.38
"Jackson, MS"	27140	1998	4	115.09
"Jackson, MS"	27140	1999	1	116.96
"Jackson, MS"	27140	1999	2	117.27
"Jackson, MS"	27140	1999	3	117.89
"Jackson, MS"	27140	1999	4	116.84
"Jackson, MS"	27140	2000	1	118.98
"Jackson, MS"	27140	2000	2	119.28
"Jackson, MS"	27140	2000	3	121.53
"Jackson, MS"	27140	2000	4	122.48
"Jackson, MS"	27140	2001	1	124.92
"Jackson, MS"	27140	2001	2	125.63
"Jackson, MS"	27140	2001	3	126.94
"Jackson, MS"	27140	2001	4	127.79
"Jackson, MS"	27140	2002	1	128.47
"Jackson, MS"	27140	2002	2	128.62
"Jackson, MS"	27140	2002	3	130.76
"Jackson, MS"	27140	2002	4	132.07
"Jackson, MS"	27140	2003	1	132.83
"Jackson, MS"	27140	2003	2	134.3
"Jackson, MS"	27140	2003	3	134.77
"Jackson, MS"	27140	2003	4	136.59
"Jackson, MS"	27140	2004	1	138.06
"Jackson, MS"	27140	2004	2	139.48
"Jackson, MS"	27140	2004	3	142.15
"Jackson, MS"	27140	2004	4	144.23
"Jackson, MS"	27140	2005	1	145.73
"Jackson, MS"	27140	2005	2	148.31
"Jackson, MS"	27140	2005	3	152.13
"Jackson, MS"	27140	2005	4	151.4
"Jackson, MS"	27140	2006	1	156.22
"Jackson, MS"	27140	2006	2	157.78
"Jackson, MS"	27140	2006	3	160.36
"Jackson, MS"	27140	2006	4	163.5
"Jackson, MS"	27140	2007	1	165.53
"Jackson, MS"	27140	2007	2	165.36
"Jackson, MS"	27140	2007	3	167.44
"Jackson, MS"	27140	2007	4	166.93
"Jackson, TN"	27180	1975	1	-
"Jackson, TN"	27180	1975	2	-
"Jackson, TN"	27180	1975	3	-
"Jackson, TN"	27180	1975	4	-
"Jackson, TN"	27180	1976	1	-
"Jackson, TN"	27180	1976	2	-
"Jackson, TN"	27180	1976	3	-
"Jackson, TN"	27180	1976	4	-
"Jackson, TN"	27180	1977	1	-
"Jackson, TN"	27180	1977	2	-
"Jackson, TN"	27180	1977	3	-
"Jackson, TN"	27180	1977	4	-
"Jackson, TN"	27180	1978	1	-
"Jackson, TN"	27180	1978	2	-
"Jackson, TN"	27180	1978	3	-
"Jackson, TN"	27180	1978	4	-
"Jackson, TN"	27180	1979	1	-
"Jackson, TN"	27180	1979	2	-
"Jackson, TN"	27180	1979	3	-
"Jackson, TN"	27180	1979	4	-
"Jackson, TN"	27180	1980	1	-
"Jackson, TN"	27180	1980	2	-
"Jackson, TN"	27180	1980	3	-
"Jackson, TN"	27180	1980	4	-
"Jackson, TN"	27180	1981	1	-
"Jackson, TN"	27180	1981	2	-
"Jackson, TN"	27180	1981	3	-
"Jackson, TN"	27180	1981	4	-
"Jackson, TN"	27180	1982	1	-
"Jackson, TN"	27180	1982	2	-
"Jackson, TN"	27180	1982	3	-
"Jackson, TN"	27180	1982	4	-
"Jackson, TN"	27180	1983	1	-
"Jackson, TN"	27180	1983	2	-
"Jackson, TN"	27180	1983	3	-
"Jackson, TN"	27180	1983	4	-
"Jackson, TN"	27180	1984	1	-
"Jackson, TN"	27180	1984	2	-
"Jackson, TN"	27180	1984	3	-
"Jackson, TN"	27180	1984	4	-
"Jackson, TN"	27180	1985	1	-
"Jackson, TN"	27180	1985	2	-
"Jackson, TN"	27180	1985	3	-
"Jackson, TN"	27180	1985	4	-
"Jackson, TN"	27180	1986	1	-
"Jackson, TN"	27180	1986	2	-
"Jackson, TN"	27180	1986	3	-
"Jackson, TN"	27180	1986	4	-
"Jackson, TN"	27180	1987	1	-
"Jackson, TN"	27180	1987	2	-
"Jackson, TN"	27180	1987	3	-
"Jackson, TN"	27180	1987	4	-
"Jackson, TN"	27180	1988	1	-
"Jackson, TN"	27180	1988	2	-
"Jackson, TN"	27180	1988	3	-
"Jackson, TN"	27180	1988	4	-
"Jackson, TN"	27180	1989	1	-
"Jackson, TN"	27180	1989	2	-
"Jackson, TN"	27180	1989	3	-
"Jackson, TN"	27180	1989	4	-
"Jackson, TN"	27180	1990	1	-
"Jackson, TN"	27180	1990	2	84.56
"Jackson, TN"	27180	1990	3	85.14
"Jackson, TN"	27180	1990	4	87.48
"Jackson, TN"	27180	1991	1	88.09
"Jackson, TN"	27180	1991	2	88.39
"Jackson, TN"	27180	1991	3	88.07
"Jackson, TN"	27180	1991	4	88.54
"Jackson, TN"	27180	1992	1	89.22
"Jackson, TN"	27180	1992	2	89.89
"Jackson, TN"	27180	1992	3	91.93
"Jackson, TN"	27180	1992	4	90.52
"Jackson, TN"	27180	1993	1	93.75
"Jackson, TN"	27180	1993	2	94.67
"Jackson, TN"	27180	1993	3	96.55
"Jackson, TN"	27180	1993	4	95.8
"Jackson, TN"	27180	1994	1	98.09
"Jackson, TN"	27180	1994	2	98.01
"Jackson, TN"	27180	1994	3	96.96
"Jackson, TN"	27180	1994	4	99.6
"Jackson, TN"	27180	1995	1	100
"Jackson, TN"	27180	1995	2	102.63
"Jackson, TN"	27180	1995	3	103.94
"Jackson, TN"	27180	1995	4	105.94
"Jackson, TN"	27180	1996	1	107.61
"Jackson, TN"	27180	1996	2	106.18
"Jackson, TN"	27180	1996	3	107.06
"Jackson, TN"	27180	1996	4	108.2
"Jackson, TN"	27180	1997	1	107.37
"Jackson, TN"	27180	1997	2	110.01
"Jackson, TN"	27180	1997	3	111.31
"Jackson, TN"	27180	1997	4	112.77
"Jackson, TN"	27180	1998	1	115.53
"Jackson, TN"	27180	1998	2	116.12
"Jackson, TN"	27180	1998	3	115.86
"Jackson, TN"	27180	1998	4	115.68
"Jackson, TN"	27180	1999	1	116.83
"Jackson, TN"	27180	1999	2	118.61
"Jackson, TN"	27180	1999	3	117.73
"Jackson, TN"	27180	1999	4	118.79
"Jackson, TN"	27180	2000	1	119.16
"Jackson, TN"	27180	2000	2	119.51
"Jackson, TN"	27180	2000	3	119.98
"Jackson, TN"	27180	2000	4	119.79
"Jackson, TN"	27180	2001	1	124.37
"Jackson, TN"	27180	2001	2	122.65
"Jackson, TN"	27180	2001	3	123.75
"Jackson, TN"	27180	2001	4	124.93
"Jackson, TN"	27180	2002	1	126.29
"Jackson, TN"	27180	2002	2	125.93
"Jackson, TN"	27180	2002	3	127.11
"Jackson, TN"	27180	2002	4	128.32
"Jackson, TN"	27180	2003	1	129.28
"Jackson, TN"	27180	2003	2	127.87
"Jackson, TN"	27180	2003	3	129.12
"Jackson, TN"	27180	2003	4	129.16
"Jackson, TN"	27180	2004	1	130.61
"Jackson, TN"	27180	2004	2	129.91
"Jackson, TN"	27180	2004	3	133.68
"Jackson, TN"	27180	2004	4	131.72
"Jackson, TN"	27180	2005	1	132.31
"Jackson, TN"	27180	2005	2	135.61
"Jackson, TN"	27180	2005	3	139.82
"Jackson, TN"	27180	2005	4	140.23
"Jackson, TN"	27180	2006	1	142.02
"Jackson, TN"	27180	2006	2	141.71
"Jackson, TN"	27180	2006	3	144.04
"Jackson, TN"	27180	2006	4	149.57
"Jackson, TN"	27180	2007	1	146.21
"Jackson, TN"	27180	2007	2	147.85
"Jackson, TN"	27180	2007	3	146.7
"Jackson, TN"	27180	2007	4	145.56
"Jacksonville, FL"	27260	1975	1	-
"Jacksonville, FL"	27260	1975	2	-
"Jacksonville, FL"	27260	1975	3	-
"Jacksonville, FL"	27260	1975	4	-
"Jacksonville, FL"	27260	1976	1	-
"Jacksonville, FL"	27260	1976	2	-
"Jacksonville, FL"	27260	1976	3	-
"Jacksonville, FL"	27260	1976	4	-
"Jacksonville, FL"	27260	1977	1	-
"Jacksonville, FL"	27260	1977	2	-
"Jacksonville, FL"	27260	1977	3	-
"Jacksonville, FL"	27260	1977	4	-
"Jacksonville, FL"	27260	1978	1	-
"Jacksonville, FL"	27260	1978	2	-
"Jacksonville, FL"	27260	1978	3	52.7
"Jacksonville, FL"	27260	1978	4	51.22
"Jacksonville, FL"	27260	1979	1	54.68
"Jacksonville, FL"	27260	1979	2	56.6
"Jacksonville, FL"	27260	1979	3	56.25
"Jacksonville, FL"	27260	1979	4	55.12
"Jacksonville, FL"	27260	1980	1	58.05
"Jacksonville, FL"	27260	1980	2	56.77
"Jacksonville, FL"	27260	1980	3	62.79
"Jacksonville, FL"	27260	1980	4	62.03
"Jacksonville, FL"	27260	1981	1	63.03
"Jacksonville, FL"	27260	1981	2	63.95
"Jacksonville, FL"	27260	1981	3	64.61
"Jacksonville, FL"	27260	1981	4	66.15
"Jacksonville, FL"	27260	1982	1	69.07
"Jacksonville, FL"	27260	1982	2	72.08
"Jacksonville, FL"	27260	1982	3	72.92
"Jacksonville, FL"	27260	1982	4	74.63
"Jacksonville, FL"	27260	1983	1	71.75
"Jacksonville, FL"	27260	1983	2	74.75
"Jacksonville, FL"	27260	1983	3	76.25
"Jacksonville, FL"	27260	1983	4	79.14
"Jacksonville, FL"	27260	1984	1	76.5
"Jacksonville, FL"	27260	1984	2	78.77
"Jacksonville, FL"	27260	1984	3	80.91
"Jacksonville, FL"	27260	1984	4	78.89
"Jacksonville, FL"	27260	1985	1	81.45
"Jacksonville, FL"	27260	1985	2	82.6
"Jacksonville, FL"	27260	1985	3	83.06
"Jacksonville, FL"	27260	1985	4	84.91
"Jacksonville, FL"	27260	1986	1	84.68
"Jacksonville, FL"	27260	1986	2	86.12
"Jacksonville, FL"	27260	1986	3	87.2
"Jacksonville, FL"	27260	1986	4	87.63
"Jacksonville, FL"	27260	1987	1	88.46
"Jacksonville, FL"	27260	1987	2	89.65
"Jacksonville, FL"	27260	1987	3	88.58
"Jacksonville, FL"	27260	1987	4	88.85
"Jacksonville, FL"	27260	1988	1	89.81
"Jacksonville, FL"	27260	1988	2	91.51
"Jacksonville, FL"	27260	1988	3	91.54
"Jacksonville, FL"	27260	1988	4	91.15
"Jacksonville, FL"	27260	1989	1	91.2
"Jacksonville, FL"	27260	1989	2	91.47
"Jacksonville, FL"	27260	1989	3	92.2
"Jacksonville, FL"	27260	1989	4	91.67
"Jacksonville, FL"	27260	1990	1	91.31
"Jacksonville, FL"	27260	1990	2	92.59
"Jacksonville, FL"	27260	1990	3	91.84
"Jacksonville, FL"	27260	1990	4	92.38
"Jacksonville, FL"	27260	1991	1	92.25
"Jacksonville, FL"	27260	1991	2	93.26
"Jacksonville, FL"	27260	1991	3	93.18
"Jacksonville, FL"	27260	1991	4	93.59
"Jacksonville, FL"	27260	1992	1	95.09
"Jacksonville, FL"	27260	1992	2	95.17
"Jacksonville, FL"	27260	1992	3	96.82
"Jacksonville, FL"	27260	1992	4	96.87
"Jacksonville, FL"	27260	1993	1	96.8
"Jacksonville, FL"	27260	1993	2	98.34
"Jacksonville, FL"	27260	1993	3	98.85
"Jacksonville, FL"	27260	1993	4	99.68
"Jacksonville, FL"	27260	1994	1	98.75
"Jacksonville, FL"	27260	1994	2	99.05
"Jacksonville, FL"	27260	1994	3	99.83
"Jacksonville, FL"	27260	1994	4	99.99
"Jacksonville, FL"	27260	1995	1	100
"Jacksonville, FL"	27260	1995	2	100.77
"Jacksonville, FL"	27260	1995	3	103.5
"Jacksonville, FL"	27260	1995	4	102.22
"Jacksonville, FL"	27260	1996	1	104.49
"Jacksonville, FL"	27260	1996	2	106.06
"Jacksonville, FL"	27260	1996	3	106.43
"Jacksonville, FL"	27260	1996	4	106.66
"Jacksonville, FL"	27260	1997	1	108.1
"Jacksonville, FL"	27260	1997	2	107.75
"Jacksonville, FL"	27260	1997	3	109.95
"Jacksonville, FL"	27260	1997	4	112
"Jacksonville, FL"	27260	1998	1	115.03
"Jacksonville, FL"	27260	1998	2	115.14
"Jacksonville, FL"	27260	1998	3	116.87
"Jacksonville, FL"	27260	1998	4	118.94
"Jacksonville, FL"	27260	1999	1	119.95
"Jacksonville, FL"	27260	1999	2	122.62
"Jacksonville, FL"	27260	1999	3	124.69
"Jacksonville, FL"	27260	1999	4	126.74
"Jacksonville, FL"	27260	2000	1	128.93
"Jacksonville, FL"	27260	2000	2	130.63
"Jacksonville, FL"	27260	2000	3	133.45
"Jacksonville, FL"	27260	2000	4	135.85
"Jacksonville, FL"	27260	2001	1	140.12
"Jacksonville, FL"	27260	2001	2	143.01
"Jacksonville, FL"	27260	2001	3	144.73
"Jacksonville, FL"	27260	2001	4	148.29
"Jacksonville, FL"	27260	2002	1	150.02
"Jacksonville, FL"	27260	2002	2	154.37
"Jacksonville, FL"	27260	2002	3	157.22
"Jacksonville, FL"	27260	2002	4	160.37
"Jacksonville, FL"	27260	2003	1	162.74
"Jacksonville, FL"	27260	2003	2	165.69
"Jacksonville, FL"	27260	2003	3	168.43
"Jacksonville, FL"	27260	2003	4	175.45
"Jacksonville, FL"	27260	2004	1	178.89
"Jacksonville, FL"	27260	2004	2	184.5
"Jacksonville, FL"	27260	2004	3	193.2
"Jacksonville, FL"	27260	2004	4	200.59
"Jacksonville, FL"	27260	2005	1	206.98
"Jacksonville, FL"	27260	2005	2	219.2
"Jacksonville, FL"	27260	2005	3	231.01
"Jacksonville, FL"	27260	2005	4	239.41
"Jacksonville, FL"	27260	2006	1	250.7
"Jacksonville, FL"	27260	2006	2	258.51
"Jacksonville, FL"	27260	2006	3	264.46
"Jacksonville, FL"	27260	2006	4	269.36
"Jacksonville, FL"	27260	2007	1	270.77
"Jacksonville, FL"	27260	2007	2	272.63
"Jacksonville, FL"	27260	2007	3	270.52
"Jacksonville, FL"	27260	2007	4	266.68
"Jacksonville, NC"	27340	1975	1	-
"Jacksonville, NC"	27340	1975	2	-
"Jacksonville, NC"	27340	1975	3	-
"Jacksonville, NC"	27340	1975	4	-
"Jacksonville, NC"	27340	1976	1	-
"Jacksonville, NC"	27340	1976	2	-
"Jacksonville, NC"	27340	1976	3	-
"Jacksonville, NC"	27340	1976	4	-
"Jacksonville, NC"	27340	1977	1	-
"Jacksonville, NC"	27340	1977	2	-
"Jacksonville, NC"	27340	1977	3	-
"Jacksonville, NC"	27340	1977	4	-
"Jacksonville, NC"	27340	1978	1	-
"Jacksonville, NC"	27340	1978	2	-
"Jacksonville, NC"	27340	1978	3	-
"Jacksonville, NC"	27340	1978	4	-
"Jacksonville, NC"	27340	1979	1	-
"Jacksonville, NC"	27340	1979	2	-
"Jacksonville, NC"	27340	1979	3	-
"Jacksonville, NC"	27340	1979	4	-
"Jacksonville, NC"	27340	1980	1	-
"Jacksonville, NC"	27340	1980	2	-
"Jacksonville, NC"	27340	1980	3	-
"Jacksonville, NC"	27340	1980	4	-
"Jacksonville, NC"	27340	1981	1	-
"Jacksonville, NC"	27340	1981	2	-
"Jacksonville, NC"	27340	1981	3	-
"Jacksonville, NC"	27340	1981	4	-
"Jacksonville, NC"	27340	1982	1	-
"Jacksonville, NC"	27340	1982	2	-
"Jacksonville, NC"	27340	1982	3	-
"Jacksonville, NC"	27340	1982	4	-
"Jacksonville, NC"	27340	1983	1	-
"Jacksonville, NC"	27340	1983	2	-
"Jacksonville, NC"	27340	1983	3	-
"Jacksonville, NC"	27340	1983	4	-
"Jacksonville, NC"	27340	1984	1	-
"Jacksonville, NC"	27340	1984	2	-
"Jacksonville, NC"	27340	1984	3	-
"Jacksonville, NC"	27340	1984	4	-
"Jacksonville, NC"	27340	1985	1	-
"Jacksonville, NC"	27340	1985	2	-
"Jacksonville, NC"	27340	1985	3	-
"Jacksonville, NC"	27340	1985	4	-
"Jacksonville, NC"	27340	1986	1	-
"Jacksonville, NC"	27340	1986	2	-
"Jacksonville, NC"	27340	1986	3	-
"Jacksonville, NC"	27340	1986	4	-
"Jacksonville, NC"	27340	1987	1	-
"Jacksonville, NC"	27340	1987	2	-
"Jacksonville, NC"	27340	1987	3	-
"Jacksonville, NC"	27340	1987	4	-
"Jacksonville, NC"	27340	1988	1	-
"Jacksonville, NC"	27340	1988	2	-
"Jacksonville, NC"	27340	1988	3	-
"Jacksonville, NC"	27340	1988	4	-
"Jacksonville, NC"	27340	1989	1	-
"Jacksonville, NC"	27340	1989	2	-
"Jacksonville, NC"	27340	1989	3	-
"Jacksonville, NC"	27340	1989	4	-
"Jacksonville, NC"	27340	1990	1	-
"Jacksonville, NC"	27340	1990	2	-
"Jacksonville, NC"	27340	1990	3	-
"Jacksonville, NC"	27340	1990	4	-
"Jacksonville, NC"	27340	1991	1	-
"Jacksonville, NC"	27340	1991	2	-
"Jacksonville, NC"	27340	1991	3	-
"Jacksonville, NC"	27340	1991	4	-
"Jacksonville, NC"	27340	1992	1	-
"Jacksonville, NC"	27340	1992	2	-
"Jacksonville, NC"	27340	1992	3	-
"Jacksonville, NC"	27340	1992	4	-
"Jacksonville, NC"	27340	1993	1	-
"Jacksonville, NC"	27340	1993	2	-
"Jacksonville, NC"	27340	1993	3	-
"Jacksonville, NC"	27340	1993	4	103.68
"Jacksonville, NC"	27340	1994	1	98.75
"Jacksonville, NC"	27340	1994	2	100.24
"Jacksonville, NC"	27340	1994	3	108.25
"Jacksonville, NC"	27340	1994	4	105.31
"Jacksonville, NC"	27340	1995	1	100
"Jacksonville, NC"	27340	1995	2	100.51
"Jacksonville, NC"	27340	1995	3	106.21
"Jacksonville, NC"	27340	1995	4	106.73
"Jacksonville, NC"	27340	1996	1	105.06
"Jacksonville, NC"	27340	1996	2	105.95
"Jacksonville, NC"	27340	1996	3	112.26
"Jacksonville, NC"	27340	1996	4	111.1
"Jacksonville, NC"	27340	1997	1	108.01
"Jacksonville, NC"	27340	1997	2	113.29
"Jacksonville, NC"	27340	1997	3	115.94
"Jacksonville, NC"	27340	1997	4	113.84
"Jacksonville, NC"	27340	1998	1	117.56
"Jacksonville, NC"	27340	1998	2	118.47
"Jacksonville, NC"	27340	1998	3	120.22
"Jacksonville, NC"	27340	1998	4	122.01
"Jacksonville, NC"	27340	1999	1	119.99
"Jacksonville, NC"	27340	1999	2	121.88
"Jacksonville, NC"	27340	1999	3	124.28
"Jacksonville, NC"	27340	1999	4	124.21
"Jacksonville, NC"	27340	2000	1	124.74
"Jacksonville, NC"	27340	2000	2	126.58
"Jacksonville, NC"	27340	2000	3	128.57
"Jacksonville, NC"	27340	2000	4	126.05
"Jacksonville, NC"	27340	2001	1	134.23
"Jacksonville, NC"	27340	2001	2	132.53
"Jacksonville, NC"	27340	2001	3	134.82
"Jacksonville, NC"	27340	2001	4	136.19
"Jacksonville, NC"	27340	2002	1	136.02
"Jacksonville, NC"	27340	2002	2	136.73
"Jacksonville, NC"	27340	2002	3	138.72
"Jacksonville, NC"	27340	2002	4	136.89
"Jacksonville, NC"	27340	2003	1	142.52
"Jacksonville, NC"	27340	2003	2	143.11
"Jacksonville, NC"	27340	2003	3	143.58
"Jacksonville, NC"	27340	2003	4	149.17
"Jacksonville, NC"	27340	2004	1	149.18
"Jacksonville, NC"	27340	2004	2	152.24
"Jacksonville, NC"	27340	2004	3	154.55
"Jacksonville, NC"	27340	2004	4	159.06
"Jacksonville, NC"	27340	2005	1	159.45
"Jacksonville, NC"	27340	2005	2	169.5
"Jacksonville, NC"	27340	2005	3	171.1
"Jacksonville, NC"	27340	2005	4	181.73
"Jacksonville, NC"	27340	2006	1	184.4
"Jacksonville, NC"	27340	2006	2	190.67
"Jacksonville, NC"	27340	2006	3	199.76
"Jacksonville, NC"	27340	2006	4	207.69
"Jacksonville, NC"	27340	2007	1	212.57
"Jacksonville, NC"	27340	2007	2	217.39
"Jacksonville, NC"	27340	2007	3	218.49
"Jacksonville, NC"	27340	2007	4	220.25
"Janesville, WI"	27500	1975	1	-
"Janesville, WI"	27500	1975	2	-
