msa	msacode	year	quarter	index_msa
"Bloomington, IN"	14020	1998	3	116.35
"Bloomington, IN"	14020	1998	4	117
"Bloomington, IN"	14020	1999	1	119.03
"Bloomington, IN"	14020	1999	2	117.96
"Bloomington, IN"	14020	1999	3	119.52
"Bloomington, IN"	14020	1999	4	117.75
"Bloomington, IN"	14020	2000	1	119.65
"Bloomington, IN"	14020	2000	2	121.16
"Bloomington, IN"	14020	2000	3	121.92
"Bloomington, IN"	14020	2000	4	122.36
"Bloomington, IN"	14020	2001	1	125.23
"Bloomington, IN"	14020	2001	2	126.5
"Bloomington, IN"	14020	2001	3	127.06
"Bloomington, IN"	14020	2001	4	128.02
"Bloomington, IN"	14020	2002	1	128.81
"Bloomington, IN"	14020	2002	2	130.52
"Bloomington, IN"	14020	2002	3	131.32
"Bloomington, IN"	14020	2002	4	132.14
"Bloomington, IN"	14020	2003	1	133.29
"Bloomington, IN"	14020	2003	2	134.82
"Bloomington, IN"	14020	2003	3	136.95
"Bloomington, IN"	14020	2003	4	139.25
"Bloomington, IN"	14020	2004	1	139.35
"Bloomington, IN"	14020	2004	2	144.82
"Bloomington, IN"	14020	2004	3	144.63
"Bloomington, IN"	14020	2004	4	146.73
"Bloomington, IN"	14020	2005	1	151.6
"Bloomington, IN"	14020	2005	2	151.95
"Bloomington, IN"	14020	2005	3	154.8
"Bloomington, IN"	14020	2005	4	151.75
"Bloomington, IN"	14020	2006	1	156.75
"Bloomington, IN"	14020	2006	2	157.2
"Bloomington, IN"	14020	2006	3	161.07
"Bloomington, IN"	14020	2006	4	161.89
"Bloomington, IN"	14020	2007	1	164.06
"Bloomington, IN"	14020	2007	2	164
"Bloomington, IN"	14020	2007	3	163.68
"Bloomington, IN"	14020	2007	4	165.25
"Bloomington-Normal, IL"	14060	1975	1	-
"Bloomington-Normal, IL"	14060	1975	2	-
"Bloomington-Normal, IL"	14060	1975	3	-
"Bloomington-Normal, IL"	14060	1975	4	-
"Bloomington-Normal, IL"	14060	1976	1	-
"Bloomington-Normal, IL"	14060	1976	2	-
"Bloomington-Normal, IL"	14060	1976	3	-
"Bloomington-Normal, IL"	14060	1976	4	-
"Bloomington-Normal, IL"	14060	1977	1	-
"Bloomington-Normal, IL"	14060	1977	2	-
"Bloomington-Normal, IL"	14060	1977	3	-
"Bloomington-Normal, IL"	14060	1977	4	-
"Bloomington-Normal, IL"	14060	1978	1	-
"Bloomington-Normal, IL"	14060	1978	2	-
"Bloomington-Normal, IL"	14060	1978	3	-
"Bloomington-Normal, IL"	14060	1978	4	-
"Bloomington-Normal, IL"	14060	1979	1	-
"Bloomington-Normal, IL"	14060	1979	2	-
"Bloomington-Normal, IL"	14060	1979	3	-
"Bloomington-Normal, IL"	14060	1979	4	-
"Bloomington-Normal, IL"	14060	1980	1	-
"Bloomington-Normal, IL"	14060	1980	2	-
"Bloomington-Normal, IL"	14060	1980	3	-
"Bloomington-Normal, IL"	14060	1980	4	-
"Bloomington-Normal, IL"	14060	1981	1	-
"Bloomington-Normal, IL"	14060	1981	2	-
"Bloomington-Normal, IL"	14060	1981	3	-
"Bloomington-Normal, IL"	14060	1981	4	-
"Bloomington-Normal, IL"	14060	1982	1	-
"Bloomington-Normal, IL"	14060	1982	2	-
"Bloomington-Normal, IL"	14060	1982	3	-
"Bloomington-Normal, IL"	14060	1982	4	-
"Bloomington-Normal, IL"	14060	1983	1	-
"Bloomington-Normal, IL"	14060	1983	2	-
"Bloomington-Normal, IL"	14060	1983	3	-
"Bloomington-Normal, IL"	14060	1983	4	-
"Bloomington-Normal, IL"	14060	1984	1	-
"Bloomington-Normal, IL"	14060	1984	2	-
"Bloomington-Normal, IL"	14060	1984	3	-
"Bloomington-Normal, IL"	14060	1984	4	-
"Bloomington-Normal, IL"	14060	1985	1	67.71
"Bloomington-Normal, IL"	14060	1985	2	65.49
"Bloomington-Normal, IL"	14060	1985	3	66.09
"Bloomington-Normal, IL"	14060	1985	4	67.07
"Bloomington-Normal, IL"	14060	1986	1	68.71
"Bloomington-Normal, IL"	14060	1986	2	69.62
"Bloomington-Normal, IL"	14060	1986	3	70.26
"Bloomington-Normal, IL"	14060	1986	4	70.89
"Bloomington-Normal, IL"	14060	1987	1	72.32
"Bloomington-Normal, IL"	14060	1987	2	73.61
"Bloomington-Normal, IL"	14060	1987	3	73.91
"Bloomington-Normal, IL"	14060	1987	4	74.38
"Bloomington-Normal, IL"	14060	1988	1	74.55
"Bloomington-Normal, IL"	14060	1988	2	76.06
"Bloomington-Normal, IL"	14060	1988	3	74.08
"Bloomington-Normal, IL"	14060	1988	4	77.62
"Bloomington-Normal, IL"	14060	1989	1	76.1
"Bloomington-Normal, IL"	14060	1989	2	77.22
"Bloomington-Normal, IL"	14060	1989	3	76.8
"Bloomington-Normal, IL"	14060	1989	4	77.82
"Bloomington-Normal, IL"	14060	1990	1	78.37
"Bloomington-Normal, IL"	14060	1990	2	78.52
"Bloomington-Normal, IL"	14060	1990	3	80.05
"Bloomington-Normal, IL"	14060	1990	4	79.66
"Bloomington-Normal, IL"	14060	1991	1	80.77
"Bloomington-Normal, IL"	14060	1991	2	81.31
"Bloomington-Normal, IL"	14060	1991	3	81.81
"Bloomington-Normal, IL"	14060	1991	4	82.24
"Bloomington-Normal, IL"	14060	1992	1	83.2
"Bloomington-Normal, IL"	14060	1992	2	84.41
"Bloomington-Normal, IL"	14060	1992	3	85.33
"Bloomington-Normal, IL"	14060	1992	4	86.26
"Bloomington-Normal, IL"	14060	1993	1	86.76
"Bloomington-Normal, IL"	14060	1993	2	87.71
"Bloomington-Normal, IL"	14060	1993	3	89.38
"Bloomington-Normal, IL"	14060	1993	4	91.09
"Bloomington-Normal, IL"	14060	1994	1	93.53
"Bloomington-Normal, IL"	14060	1994	2	96.46
"Bloomington-Normal, IL"	14060	1994	3	98.74
"Bloomington-Normal, IL"	14060	1994	4	98.99
"Bloomington-Normal, IL"	14060	1995	1	100
"Bloomington-Normal, IL"	14060	1995	2	102
"Bloomington-Normal, IL"	14060	1995	3	103.65
"Bloomington-Normal, IL"	14060	1995	4	103.39
"Bloomington-Normal, IL"	14060	1996	1	104.33
"Bloomington-Normal, IL"	14060	1996	2	105.76
"Bloomington-Normal, IL"	14060	1996	3	106.87
"Bloomington-Normal, IL"	14060	1996	4	107.69
"Bloomington-Normal, IL"	14060	1997	1	106.92
"Bloomington-Normal, IL"	14060	1997	2	108.23
"Bloomington-Normal, IL"	14060	1997	3	109.18
"Bloomington-Normal, IL"	14060	1997	4	110.7
"Bloomington-Normal, IL"	14060	1998	1	111.17
"Bloomington-Normal, IL"	14060	1998	2	111.78
"Bloomington-Normal, IL"	14060	1998	3	113.08
"Bloomington-Normal, IL"	14060	1998	4	113.71
"Bloomington-Normal, IL"	14060	1999	1	115.34
"Bloomington-Normal, IL"	14060	1999	2	116.2
"Bloomington-Normal, IL"	14060	1999	3	116.55
"Bloomington-Normal, IL"	14060	1999	4	117.06
"Bloomington-Normal, IL"	14060	2000	1	117.64
"Bloomington-Normal, IL"	14060	2000	2	119.34
"Bloomington-Normal, IL"	14060	2000	3	120.04
"Bloomington-Normal, IL"	14060	2000	4	121.22
"Bloomington-Normal, IL"	14060	2001	1	122.63
"Bloomington-Normal, IL"	14060	2001	2	123.36
"Bloomington-Normal, IL"	14060	2001	3	124.54
"Bloomington-Normal, IL"	14060	2001	4	125.22
"Bloomington-Normal, IL"	14060	2002	1	125.95
"Bloomington-Normal, IL"	14060	2002	2	126.86
"Bloomington-Normal, IL"	14060	2002	3	127.92
"Bloomington-Normal, IL"	14060	2002	4	128.96
"Bloomington-Normal, IL"	14060	2003	1	129.22
"Bloomington-Normal, IL"	14060	2003	2	129.92
"Bloomington-Normal, IL"	14060	2003	3	131.07
"Bloomington-Normal, IL"	14060	2003	4	133.13
"Bloomington-Normal, IL"	14060	2004	1	134.29
"Bloomington-Normal, IL"	14060	2004	2	135.47
"Bloomington-Normal, IL"	14060	2004	3	136.54
"Bloomington-Normal, IL"	14060	2004	4	139.16
"Bloomington-Normal, IL"	14060	2005	1	138.72
"Bloomington-Normal, IL"	14060	2005	2	141.88
"Bloomington-Normal, IL"	14060	2005	3	141.94
"Bloomington-Normal, IL"	14060	2005	4	142.65
"Bloomington-Normal, IL"	14060	2006	1	144.49
"Bloomington-Normal, IL"	14060	2006	2	146.08
"Bloomington-Normal, IL"	14060	2006	3	146.95
"Bloomington-Normal, IL"	14060	2006	4	148.67
"Bloomington-Normal, IL"	14060	2007	1	151.59
"Bloomington-Normal, IL"	14060	2007	2	150.18
"Bloomington-Normal, IL"	14060	2007	3	151.22
"Bloomington-Normal, IL"	14060	2007	4	152.04
"Boise City-Nampa, ID"	14260	1975	1	-
"Boise City-Nampa, ID"	14260	1975	2	-
"Boise City-Nampa, ID"	14260	1975	3	-
"Boise City-Nampa, ID"	14260	1975	4	-
"Boise City-Nampa, ID"	14260	1976	1	-
"Boise City-Nampa, ID"	14260	1976	2	-
"Boise City-Nampa, ID"	14260	1976	3	-
"Boise City-Nampa, ID"	14260	1976	4	-
"Boise City-Nampa, ID"	14260	1977	1	-
"Boise City-Nampa, ID"	14260	1977	2	-
"Boise City-Nampa, ID"	14260	1977	3	-
"Boise City-Nampa, ID"	14260	1977	4	-
"Boise City-Nampa, ID"	14260	1978	1	-
"Boise City-Nampa, ID"	14260	1978	2	-
"Boise City-Nampa, ID"	14260	1978	3	-
"Boise City-Nampa, ID"	14260	1978	4	-
"Boise City-Nampa, ID"	14260	1979	1	-
"Boise City-Nampa, ID"	14260	1979	2	-
"Boise City-Nampa, ID"	14260	1979	3	-
"Boise City-Nampa, ID"	14260	1979	4	60.04
"Boise City-Nampa, ID"	14260	1980	1	59.86
"Boise City-Nampa, ID"	14260	1980	2	57.17
"Boise City-Nampa, ID"	14260	1980	3	60.85
"Boise City-Nampa, ID"	14260	1980	4	60.7
"Boise City-Nampa, ID"	14260	1981	1	67.99
"Boise City-Nampa, ID"	14260	1981	2	63.69
"Boise City-Nampa, ID"	14260	1981	3	62.18
"Boise City-Nampa, ID"	14260	1981	4	72.47
"Boise City-Nampa, ID"	14260	1982	1	60.24
"Boise City-Nampa, ID"	14260	1982	2	64.16
"Boise City-Nampa, ID"	14260	1982	3	63.58
"Boise City-Nampa, ID"	14260	1982	4	64.84
"Boise City-Nampa, ID"	14260	1983	1	64.44
"Boise City-Nampa, ID"	14260	1983	2	62.72
"Boise City-Nampa, ID"	14260	1983	3	62.58
"Boise City-Nampa, ID"	14260	1983	4	66.48
"Boise City-Nampa, ID"	14260	1984	1	62.89
"Boise City-Nampa, ID"	14260	1984	2	64.5
"Boise City-Nampa, ID"	14260	1984	3	64.23
"Boise City-Nampa, ID"	14260	1984	4	66.39
"Boise City-Nampa, ID"	14260	1985	1	65.07
"Boise City-Nampa, ID"	14260	1985	2	65.21
"Boise City-Nampa, ID"	14260	1985	3	67.63
"Boise City-Nampa, ID"	14260	1985	4	65.8
"Boise City-Nampa, ID"	14260	1986	1	67.05
"Boise City-Nampa, ID"	14260	1986	2	66.39
"Boise City-Nampa, ID"	14260	1986	3	66.67
"Boise City-Nampa, ID"	14260	1986	4	66.19
"Boise City-Nampa, ID"	14260	1987	1	66.04
"Boise City-Nampa, ID"	14260	1987	2	65.71
"Boise City-Nampa, ID"	14260	1987	3	63.99
"Boise City-Nampa, ID"	14260	1987	4	63.92
"Boise City-Nampa, ID"	14260	1988	1	65.64
"Boise City-Nampa, ID"	14260	1988	2	65.63
"Boise City-Nampa, ID"	14260	1988	3	65.22
"Boise City-Nampa, ID"	14260	1988	4	64.27
"Boise City-Nampa, ID"	14260	1989	1	66.23
"Boise City-Nampa, ID"	14260	1989	2	67.48
"Boise City-Nampa, ID"	14260	1989	3	68.99
"Boise City-Nampa, ID"	14260	1989	4	70.04
"Boise City-Nampa, ID"	14260	1990	1	69.68
"Boise City-Nampa, ID"	14260	1990	2	73.16
"Boise City-Nampa, ID"	14260	1990	3	73.92
"Boise City-Nampa, ID"	14260	1990	4	73.76
"Boise City-Nampa, ID"	14260	1991	1	76.18
"Boise City-Nampa, ID"	14260	1991	2	75.94
"Boise City-Nampa, ID"	14260	1991	3	77.1
"Boise City-Nampa, ID"	14260	1991	4	78.69
"Boise City-Nampa, ID"	14260	1992	1	79.95
"Boise City-Nampa, ID"	14260	1992	2	80.67
"Boise City-Nampa, ID"	14260	1992	3	82.39
"Boise City-Nampa, ID"	14260	1992	4	84.68
"Boise City-Nampa, ID"	14260	1993	1	85.46
"Boise City-Nampa, ID"	14260	1993	2	88.44
"Boise City-Nampa, ID"	14260	1993	3	91.33
"Boise City-Nampa, ID"	14260	1993	4	93.43
"Boise City-Nampa, ID"	14260	1994	1	93.88
"Boise City-Nampa, ID"	14260	1994	2	98.23
"Boise City-Nampa, ID"	14260	1994	3	99.56
"Boise City-Nampa, ID"	14260	1994	4	100.1
"Boise City-Nampa, ID"	14260	1995	1	100
"Boise City-Nampa, ID"	14260	1995	2	102.12
"Boise City-Nampa, ID"	14260	1995	3	105.02
"Boise City-Nampa, ID"	14260	1995	4	105.06
"Boise City-Nampa, ID"	14260	1996	1	106.95
"Boise City-Nampa, ID"	14260	1996	2	105.57
"Boise City-Nampa, ID"	14260	1996	3	105.36
"Boise City-Nampa, ID"	14260	1996	4	106.18
"Boise City-Nampa, ID"	14260	1997	1	107.37
"Boise City-Nampa, ID"	14260	1997	2	108.02
"Boise City-Nampa, ID"	14260	1997	3	110.37
"Boise City-Nampa, ID"	14260	1997	4	110.23
"Boise City-Nampa, ID"	14260	1998	1	112.2
"Boise City-Nampa, ID"	14260	1998	2	112.28
"Boise City-Nampa, ID"	14260	1998	3	112.85
"Boise City-Nampa, ID"	14260	1998	4	113.16
"Boise City-Nampa, ID"	14260	1999	1	115.51
"Boise City-Nampa, ID"	14260	1999	2	115.78
"Boise City-Nampa, ID"	14260	1999	3	115.31
"Boise City-Nampa, ID"	14260	1999	4	115.38
"Boise City-Nampa, ID"	14260	2000	1	117.52
"Boise City-Nampa, ID"	14260	2000	2	117.29
"Boise City-Nampa, ID"	14260	2000	3	119.46
"Boise City-Nampa, ID"	14260	2000	4	120.12
"Boise City-Nampa, ID"	14260	2001	1	123.15
"Boise City-Nampa, ID"	14260	2001	2	125.14
"Boise City-Nampa, ID"	14260	2001	3	126.71
"Boise City-Nampa, ID"	14260	2001	4	127.95
"Boise City-Nampa, ID"	14260	2002	1	128.26
"Boise City-Nampa, ID"	14260	2002	2	129.56
"Boise City-Nampa, ID"	14260	2002	3	131.66
"Boise City-Nampa, ID"	14260	2002	4	132.45
"Boise City-Nampa, ID"	14260	2003	1	134.21
"Boise City-Nampa, ID"	14260	2003	2	134.4
"Boise City-Nampa, ID"	14260	2003	3	135.49
"Boise City-Nampa, ID"	14260	2003	4	137.22
"Boise City-Nampa, ID"	14260	2004	1	139.36
"Boise City-Nampa, ID"	14260	2004	2	140.92
"Boise City-Nampa, ID"	14260	2004	3	145.75
"Boise City-Nampa, ID"	14260	2004	4	147.61
"Boise City-Nampa, ID"	14260	2005	1	149.72
"Boise City-Nampa, ID"	14260	2005	2	157.07
"Boise City-Nampa, ID"	14260	2005	3	167.8
"Boise City-Nampa, ID"	14260	2005	4	180.83
"Boise City-Nampa, ID"	14260	2006	1	190.62
"Boise City-Nampa, ID"	14260	2006	2	202.16
"Boise City-Nampa, ID"	14260	2006	3	209.9
"Boise City-Nampa, ID"	14260	2006	4	215.12
"Boise City-Nampa, ID"	14260	2007	1	218.07
"Boise City-Nampa, ID"	14260	2007	2	219.07
"Boise City-Nampa, ID"	14260	2007	3	219.22
"Boise City-Nampa, ID"	14260	2007	4	218.86
"Boston-Quincy, MA  (MSAD)"	14484	1975	1	-
"Boston-Quincy, MA  (MSAD)"	14484	1975	2	-
"Boston-Quincy, MA  (MSAD)"	14484	1975	3	-
"Boston-Quincy, MA  (MSAD)"	14484	1975	4	-
"Boston-Quincy, MA  (MSAD)"	14484	1976	1	-
"Boston-Quincy, MA  (MSAD)"	14484	1976	2	-
"Boston-Quincy, MA  (MSAD)"	14484	1976	3	-
"Boston-Quincy, MA  (MSAD)"	14484	1976	4	-
"Boston-Quincy, MA  (MSAD)"	14484	1977	1	-
"Boston-Quincy, MA  (MSAD)"	14484	1977	2	-
"Boston-Quincy, MA  (MSAD)"	14484	1977	3	-
"Boston-Quincy, MA  (MSAD)"	14484	1977	4	-
"Boston-Quincy, MA  (MSAD)"	14484	1978	1	24.88
"Boston-Quincy, MA  (MSAD)"	14484	1978	2	26.46
"Boston-Quincy, MA  (MSAD)"	14484	1978	3	30.37
"Boston-Quincy, MA  (MSAD)"	14484	1978	4	29.78
"Boston-Quincy, MA  (MSAD)"	14484	1979	1	32.24
"Boston-Quincy, MA  (MSAD)"	14484	1979	2	31.83
"Boston-Quincy, MA  (MSAD)"	14484	1979	3	32.65
"Boston-Quincy, MA  (MSAD)"	14484	1979	4	33.49
"Boston-Quincy, MA  (MSAD)"	14484	1980	1	34.27
"Boston-Quincy, MA  (MSAD)"	14484	1980	2	35.85
"Boston-Quincy, MA  (MSAD)"	14484	1980	3	37.46
"Boston-Quincy, MA  (MSAD)"	14484	1980	4	38.09
"Boston-Quincy, MA  (MSAD)"	14484	1981	1	39.73
"Boston-Quincy, MA  (MSAD)"	14484	1981	2	41.44
"Boston-Quincy, MA  (MSAD)"	14484	1981	3	42.81
"Boston-Quincy, MA  (MSAD)"	14484	1981	4	42.99
"Boston-Quincy, MA  (MSAD)"	14484	1982	1	43.48
"Boston-Quincy, MA  (MSAD)"	14484	1982	2	42.67
"Boston-Quincy, MA  (MSAD)"	14484	1982	3	44.22
"Boston-Quincy, MA  (MSAD)"	14484	1982	4	44.3
"Boston-Quincy, MA  (MSAD)"	14484	1983	1	45.64
"Boston-Quincy, MA  (MSAD)"	14484	1983	2	47.95
"Boston-Quincy, MA  (MSAD)"	14484	1983	3	50.16
"Boston-Quincy, MA  (MSAD)"	14484	1983	4	52.71
"Boston-Quincy, MA  (MSAD)"	14484	1984	1	53.86
"Boston-Quincy, MA  (MSAD)"	14484	1984	2	57.7
"Boston-Quincy, MA  (MSAD)"	14484	1984	3	61.55
"Boston-Quincy, MA  (MSAD)"	14484	1984	4	63.63
"Boston-Quincy, MA  (MSAD)"	14484	1985	1	67.27
"Boston-Quincy, MA  (MSAD)"	14484	1985	2	72.23
"Boston-Quincy, MA  (MSAD)"	14484	1985	3	77.48
"Boston-Quincy, MA  (MSAD)"	14484	1985	4	82.63
"Boston-Quincy, MA  (MSAD)"	14484	1986	1	86.2
"Boston-Quincy, MA  (MSAD)"	14484	1986	2	90.06
"Boston-Quincy, MA  (MSAD)"	14484	1986	3	94.52
"Boston-Quincy, MA  (MSAD)"	14484	1986	4	99.53
"Boston-Quincy, MA  (MSAD)"	14484	1987	1	102.92
"Boston-Quincy, MA  (MSAD)"	14484	1987	2	105.02
"Boston-Quincy, MA  (MSAD)"	14484	1987	3	108.49
"Boston-Quincy, MA  (MSAD)"	14484	1987	4	109.25
"Boston-Quincy, MA  (MSAD)"	14484	1988	1	109.77
"Boston-Quincy, MA  (MSAD)"	14484	1988	2	112.36
"Boston-Quincy, MA  (MSAD)"	14484	1988	3	111.65
"Boston-Quincy, MA  (MSAD)"	14484	1988	4	112.85
"Boston-Quincy, MA  (MSAD)"	14484	1989	1	111.35
"Boston-Quincy, MA  (MSAD)"	14484	1989	2	111.02
"Boston-Quincy, MA  (MSAD)"	14484	1989	3	112.58
"Boston-Quincy, MA  (MSAD)"	14484	1989	4	112.54
"Boston-Quincy, MA  (MSAD)"	14484	1990	1	111.22
"Boston-Quincy, MA  (MSAD)"	14484	1990	2	108.14
"Boston-Quincy, MA  (MSAD)"	14484	1990	3	106.81
"Boston-Quincy, MA  (MSAD)"	14484	1990	4	103.37
"Boston-Quincy, MA  (MSAD)"	14484	1991	1	102.32
"Boston-Quincy, MA  (MSAD)"	14484	1991	2	101.02
"Boston-Quincy, MA  (MSAD)"	14484	1991	3	100.34
"Boston-Quincy, MA  (MSAD)"	14484	1991	4	100.84
"Boston-Quincy, MA  (MSAD)"	14484	1992	1	100.4
"Boston-Quincy, MA  (MSAD)"	14484	1992	2	99.26
"Boston-Quincy, MA  (MSAD)"	14484	1992	3	100
"Boston-Quincy, MA  (MSAD)"	14484	1992	4	100.14
"Boston-Quincy, MA  (MSAD)"	14484	1993	1	99.63
"Boston-Quincy, MA  (MSAD)"	14484	1993	2	100.34
"Boston-Quincy, MA  (MSAD)"	14484	1993	3	100.59
"Boston-Quincy, MA  (MSAD)"	14484	1993	4	101.07
"Boston-Quincy, MA  (MSAD)"	14484	1994	1	101.4
"Boston-Quincy, MA  (MSAD)"	14484	1994	2	100.31
"Boston-Quincy, MA  (MSAD)"	14484	1994	3	100.24
"Boston-Quincy, MA  (MSAD)"	14484	1994	4	99.67
"Boston-Quincy, MA  (MSAD)"	14484	1995	1	100
"Boston-Quincy, MA  (MSAD)"	14484	1995	2	102.31
"Boston-Quincy, MA  (MSAD)"	14484	1995	3	104.18
"Boston-Quincy, MA  (MSAD)"	14484	1995	4	104.81
"Boston-Quincy, MA  (MSAD)"	14484	1996	1	106.46
"Boston-Quincy, MA  (MSAD)"	14484	1996	2	106.52
"Boston-Quincy, MA  (MSAD)"	14484	1996	3	107.03
"Boston-Quincy, MA  (MSAD)"	14484	1996	4	108.65
"Boston-Quincy, MA  (MSAD)"	14484	1997	1	109.54
"Boston-Quincy, MA  (MSAD)"	14484	1997	2	111.28
"Boston-Quincy, MA  (MSAD)"	14484	1997	3	113.15
"Boston-Quincy, MA  (MSAD)"	14484	1997	4	115.19
"Boston-Quincy, MA  (MSAD)"	14484	1998	1	116.83
"Boston-Quincy, MA  (MSAD)"	14484	1998	2	119.54
"Boston-Quincy, MA  (MSAD)"	14484	1998	3	122.8
"Boston-Quincy, MA  (MSAD)"	14484	1998	4	125.17
"Boston-Quincy, MA  (MSAD)"	14484	1999	1	128.13
"Boston-Quincy, MA  (MSAD)"	14484	1999	2	132.34
"Boston-Quincy, MA  (MSAD)"	14484	1999	3	138.54
"Boston-Quincy, MA  (MSAD)"	14484	1999	4	142.27
"Boston-Quincy, MA  (MSAD)"	14484	2000	1	148.21
"Boston-Quincy, MA  (MSAD)"	14484	2000	2	153.4
"Boston-Quincy, MA  (MSAD)"	14484	2000	3	159.49
"Boston-Quincy, MA  (MSAD)"	14484	2000	4	163.46
"Boston-Quincy, MA  (MSAD)"	14484	2001	1	168.32
"Boston-Quincy, MA  (MSAD)"	14484	2001	2	173.46
"Boston-Quincy, MA  (MSAD)"	14484	2001	3	179.09
"Boston-Quincy, MA  (MSAD)"	14484	2001	4	183.26
"Boston-Quincy, MA  (MSAD)"	14484	2002	1	189.4
"Boston-Quincy, MA  (MSAD)"	14484	2002	2	196.57
"Boston-Quincy, MA  (MSAD)"	14484	2002	3	202.97
"Boston-Quincy, MA  (MSAD)"	14484	2002	4	208.04
"Boston-Quincy, MA  (MSAD)"	14484	2003	1	212.64
"Boston-Quincy, MA  (MSAD)"	14484	2003	2	216.55
"Boston-Quincy, MA  (MSAD)"	14484	2003	3	220.47
"Boston-Quincy, MA  (MSAD)"	14484	2003	4	230.91
"Boston-Quincy, MA  (MSAD)"	14484	2004	1	234.65
"Boston-Quincy, MA  (MSAD)"	14484	2004	2	240.07
"Boston-Quincy, MA  (MSAD)"	14484	2004	3	251.71
"Boston-Quincy, MA  (MSAD)"	14484	2004	4	256.16
"Boston-Quincy, MA  (MSAD)"	14484	2005	1	261.45
"Boston-Quincy, MA  (MSAD)"	14484	2005	2	267.3
"Boston-Quincy, MA  (MSAD)"	14484	2005	3	270.53
"Boston-Quincy, MA  (MSAD)"	14484	2005	4	273.49
"Boston-Quincy, MA  (MSAD)"	14484	2006	1	274.95
"Boston-Quincy, MA  (MSAD)"	14484	2006	2	271.23
"Boston-Quincy, MA  (MSAD)"	14484	2006	3	270.23
"Boston-Quincy, MA  (MSAD)"	14484	2006	4	271.8
"Boston-Quincy, MA  (MSAD)"	14484	2007	1	270.17
"Boston-Quincy, MA  (MSAD)"	14484	2007	2	265.71
"Boston-Quincy, MA  (MSAD)"	14484	2007	3	261.48
"Boston-Quincy, MA  (MSAD)"	14484	2007	4	264.11
"Boulder, CO"	14500	1975	1	-
"Boulder, CO"	14500	1975	2	-
"Boulder, CO"	14500	1975	3	-
"Boulder, CO"	14500	1975	4	-
"Boulder, CO"	14500	1976	1	-
"Boulder, CO"	14500	1976	2	-
"Boulder, CO"	14500	1976	3	-
"Boulder, CO"	14500	1976	4	-
"Boulder, CO"	14500	1977	1	-
"Boulder, CO"	14500	1977	2	-
"Boulder, CO"	14500	1977	3	-
"Boulder, CO"	14500	1977	4	-
"Boulder, CO"	14500	1978	1	-
"Boulder, CO"	14500	1978	2	36.6
"Boulder, CO"	14500	1978	3	38.08
"Boulder, CO"	14500	1978	4	39.51
"Boulder, CO"	14500	1979	1	41.6
"Boulder, CO"	14500	1979	2	41.77
"Boulder, CO"	14500	1979	3	43.76
"Boulder, CO"	14500	1979	4	43.67
"Boulder, CO"	14500	1980	1	46.15
"Boulder, CO"	14500	1980	2	44.66
"Boulder, CO"	14500	1980	3	46.14
"Boulder, CO"	14500	1980	4	47.83
"Boulder, CO"	14500	1981	1	46.62
"Boulder, CO"	14500	1981	2	45.18
"Boulder, CO"	14500	1981	3	51.95
"Boulder, CO"	14500	1981	4	51.88
"Boulder, CO"	14500	1982	1	56.69
"Boulder, CO"	14500	1982	2	57.87
"Boulder, CO"	14500	1982	3	55.43
"Boulder, CO"	14500	1982	4	56.06
"Boulder, CO"	14500	1983	1	55.75
"Boulder, CO"	14500	1983	2	55.15
"Boulder, CO"	14500	1983	3	55.18
"Boulder, CO"	14500	1983	4	53.22
"Boulder, CO"	14500	1984	1	57.48
"Boulder, CO"	14500	1984	2	57.5
"Boulder, CO"	14500	1984	3	57.57
"Boulder, CO"	14500	1984	4	57.59
"Boulder, CO"	14500	1985	1	58.99
"Boulder, CO"	14500	1985	2	58.5
"Boulder, CO"	14500	1985	3	58.74
"Boulder, CO"	14500	1985	4	57.79
"Boulder, CO"	14500	1986	1	60.58
"Boulder, CO"	14500	1986	2	60.91
"Boulder, CO"	14500	1986	3	60.93
"Boulder, CO"	14500	1986	4	60.21
"Boulder, CO"	14500	1987	1	61.98
"Boulder, CO"	14500	1987	2	61.92
"Boulder, CO"	14500	1987	3	60.68
"Boulder, CO"	14500	1987	4	60.6
"Boulder, CO"	14500	1988	1	60.93
"Boulder, CO"	14500	1988	2	61.03
"Boulder, CO"	14500	1988	3	61.15
"Boulder, CO"	14500	1988	4	62.35
"Boulder, CO"	14500	1989	1	61.76
"Boulder, CO"	14500	1989	2	62.61
"Boulder, CO"	14500	1989	3	63.53
"Boulder, CO"	14500	1989	4	63.83
"Boulder, CO"	14500	1990	1	64.72
"Boulder, CO"	14500	1990	2	64.42
"Boulder, CO"	14500	1990	3	64.88
"Boulder, CO"	14500	1990	4	65.46
"Boulder, CO"	14500	1991	1	67.02
"Boulder, CO"	14500	1991	2	67.19
"Boulder, CO"	14500	1991	3	68.79
"Boulder, CO"	14500	1991	4	70.07
"Boulder, CO"	14500	1992	1	71.41
"Boulder, CO"	14500	1992	2	74.51
"Boulder, CO"	14500	1992	3	76.07
"Boulder, CO"	14500	1992	4	78.47
"Boulder, CO"	14500	1993	1	80.72
"Boulder, CO"	14500	1993	2	83.23
"Boulder, CO"	14500	1993	3	85.99
"Boulder, CO"	14500	1993	4	88.4
"Boulder, CO"	14500	1994	1	92.94
"Boulder, CO"	14500	1994	2	96.75
"Boulder, CO"	14500	1994	3	99.33
"Boulder, CO"	14500	1994	4	99.33
"Boulder, CO"	14500	1995	1	100
"Boulder, CO"	14500	1995	2	102.9
