state	year	quarter	index
WA	1982	3	98.83
WA	1982	4	105.21
WA	1983	1	106.68
WA	1983	2	106.21
WA	1983	3	105.21
WA	1983	4	105.02
WA	1984	1	107.65
WA	1984	2	108.24
WA	1984	3	109.99
WA	1984	4	110.65
WA	1985	1	111.2
WA	1985	2	111.38
WA	1985	3	112.04
WA	1985	4	112.76
WA	1986	1	114.03
WA	1986	2	114.68
WA	1986	3	115.14
WA	1986	4	116.3
WA	1987	1	117.47
WA	1987	2	118.3
WA	1987	3	118.92
WA	1987	4	119.99
WA	1988	1	122.12
WA	1988	2	123.92
WA	1988	3	126.47
WA	1988	4	127.99
WA	1989	1	132.38
WA	1989	2	137.97
WA	1989	3	144.53
WA	1989	4	153.16
WA	1990	1	164.38
WA	1990	2	173.5
WA	1990	3	176.26
WA	1990	4	177.72
WA	1991	1	181.98
WA	1991	2	183.43
WA	1991	3	184.26
WA	1991	4	188.07
WA	1992	1	188.94
WA	1992	2	190.61
WA	1992	3	193.29
WA	1992	4	195.32
WA	1993	1	196.04
WA	1993	2	198.26
WA	1993	3	200.94
WA	1993	4	203.2
WA	1994	1	205.75
WA	1994	2	209.36
WA	1994	3	210.79
WA	1994	4	210.37
WA	1995	1	211.89
WA	1995	2	214.44
WA	1995	3	217.7
WA	1995	4	219.28
WA	1996	1	221.5
WA	1996	2	221.47
WA	1996	3	222.48
WA	1996	4	224.42
WA	1997	1	226.1
WA	1997	2	228.61
WA	1997	3	233.8
WA	1997	4	236.98
WA	1998	1	241.45
WA	1998	2	245.02
WA	1998	3	249.53
WA	1998	4	252.54
WA	1999	1	254.68
WA	1999	2	259.21
WA	1999	3	261.76
WA	1999	4	263.92
WA	2000	1	268.9
WA	2000	2	271.44
WA	2000	3	275.14
WA	2000	4	278.74
WA	2001	1	285.65
WA	2001	2	289.45
WA	2001	3	292.33
WA	2001	4	294.49
WA	2002	1	298.12
WA	2002	2	301.53
WA	2002	3	305.5
WA	2002	4	308.03
WA	2003	1	310.53
WA	2003	2	313.12
WA	2003	3	316.93
WA	2003	4	325.03
WA	2004	1	329.76
WA	2004	2	339.63
WA	2004	3	353.69
WA	2004	4	362.1
WA	2005	1	373.86
WA	2005	2	393.62
WA	2005	3	410.71
WA	2005	4	429.04
WA	2006	1	444.72
WA	2006	2	461.88
WA	2006	3	476.73
WA	2006	4	487.41
WA	2007	1	497.22
WA	2007	2	505.2
WA	2007	3	510.95
WA	2007	4	513.94
WI	1975	1	61.09
WI	1975	2	62.39
WI	1975	3	63.39
WI	1975	4	69.62
WI	1976	1	65.35
WI	1976	2	65.07
WI	1976	3	68
WI	1976	4	69.64
WI	1977	1	73.5
WI	1977	2	74.77
WI	1977	3	78.21
WI	1977	4	80.71
WI	1978	1	82.91
WI	1978	2	85.71
WI	1978	3	88.34
WI	1978	4	90.45
WI	1979	1	94.85
WI	1979	2	96.88
WI	1979	3	95.99
WI	1979	4	97.92
WI	1980	1	100
WI	1980	2	98.12
WI	1980	3	101.77
WI	1980	4	100.29
WI	1981	1	102.64
WI	1981	2	100
WI	1981	3	98.78
WI	1981	4	91.53
WI	1982	1	86.93
WI	1982	2	93.94
WI	1982	3	96.58
WI	1982	4	98.07
WI	1983	1	101.76
WI	1983	2	103.76
WI	1983	3	104.11
WI	1983	4	103.64
WI	1984	1	103.84
WI	1984	2	105.5
WI	1984	3	106.29
WI	1984	4	104.3
WI	1985	1	106.11
WI	1985	2	107.68
WI	1985	3	108.7
WI	1985	4	108.78
WI	1986	1	110.25
WI	1986	2	111.45
WI	1986	3	111.88
WI	1986	4	112.47
WI	1987	1	113.12
WI	1987	2	114.48
WI	1987	3	115.9
WI	1987	4	117.59
WI	1988	1	118.44
WI	1988	2	119.7
WI	1988	3	122
WI	1988	4	123.07
WI	1989	1	125.03
WI	1989	2	126.36
WI	1989	3	128.5
WI	1989	4	129.42
WI	1990	1	131.42
WI	1990	2	133.47
WI	1990	3	135.39
WI	1990	4	135.66
WI	1991	1	137.59
WI	1991	2	139.53
WI	1991	3	141.66
WI	1991	4	143.04
WI	1992	1	144.66
WI	1992	2	147.28
WI	1992	3	149.06
WI	1992	4	151.01
WI	1993	1	152.17
WI	1993	2	154.32
WI	1993	3	156.57
WI	1993	4	158.56
WI	1994	1	162.76
WI	1994	2	168.73
WI	1994	3	172.41
WI	1994	4	172.45
WI	1995	1	174.41
WI	1995	2	178.32
WI	1995	3	180.82
WI	1995	4	183.17
WI	1996	1	184.65
WI	1996	2	186.36
WI	1996	3	188.26
WI	1996	4	190.59
WI	1997	1	192.6
WI	1997	2	194.3
WI	1997	3	197.14
WI	1997	4	199.28
WI	1998	1	200.51
WI	1998	2	202.81
WI	1998	3	205.15
WI	1998	4	205.98
WI	1999	1	209.68
WI	1999	2	212.81
WI	1999	3	215.4
WI	1999	4	216.88
WI	2000	1	223.53
WI	2000	2	224.39
WI	2000	3	227.8
WI	2000	4	230.69
WI	2001	1	234.46
WI	2001	2	237.57
WI	2001	3	240.65
WI	2001	4	242.6
WI	2002	1	246.55
WI	2002	2	249.76
WI	2002	3	252.54
WI	2002	4	254.42
WI	2003	1	257.01
WI	2003	2	259.12
WI	2003	3	263.12
WI	2003	4	271.68
WI	2004	1	273.72
WI	2004	2	279.47
WI	2004	3	289.96
WI	2004	4	293.65
WI	2005	1	299.16
WI	2005	2	304.87
WI	2005	3	311.22
WI	2005	4	315.57
WI	2006	1	318.96
WI	2006	2	320.17
WI	2006	3	322.65
WI	2006	4	328.03
WI	2007	1	330.05
WI	2007	2	331.02
WI	2007	3	331.84
WI	2007	4	334.38
WV	1975	1	70.71
WV	1975	2	73.94
WV	1975	3	74.6
WV	1975	4	64
WV	1976	1	67.11
WV	1976	2	84.42
WV	1976	3	70.93
WV	1976	4	76.54
WV	1977	1	68.57
WV	1977	2	83.5
WV	1977	3	75.29
WV	1977	4	92.58
WV	1978	1	84.07
WV	1978	2	86
WV	1978	3	87.22
WV	1978	4	86.87
WV	1979	1	93.3
WV	1979	2	95.58
WV	1979	3	93.24
WV	1979	4	101.47
WV	1980	1	100
WV	1980	2	103.23
WV	1980	3	95.84
WV	1980	4	114.69
WV	1981	1	91.33
WV	1981	2	109.6
WV	1981	3	104
WV	1981	4	97.95
WV	1982	1	77.8
WV	1982	2	121.16
WV	1982	3	90.6
WV	1982	4	82.73
WV	1983	1	97.78
WV	1983	2	97.65
WV	1983	3	109.25
WV	1983	4	93.79
WV	1984	1	99.96
WV	1984	2	96.07
WV	1984	3	103.15
WV	1984	4	93.73
WV	1985	1	98.15
WV	1985	2	100.22
WV	1985	3	98.81
WV	1985	4	94.63
WV	1986	1	100.36
WV	1986	2	102.21
WV	1986	3	100.98
WV	1986	4	103.82
WV	1987	1	103.14
WV	1987	2	105.18
WV	1987	3	99.52
WV	1987	4	102.28
WV	1988	1	102.47
WV	1988	2	105.84
WV	1988	3	105.32
WV	1988	4	103.37
WV	1989	1	106.34
WV	1989	2	109.29
WV	1989	3	107.15
WV	1989	4	107.12
WV	1990	1	110.24
WV	1990	2	109.92
WV	1990	3	112.4
WV	1990	4	109.88
WV	1991	1	113.73
WV	1991	2	114.93
WV	1991	3	113.58
WV	1991	4	116.94
WV	1992	1	117.03
WV	1992	2	119.31
WV	1992	3	121.03
WV	1992	4	121.43
WV	1993	1	121.65
WV	1993	2	123.86
WV	1993	3	126.75
WV	1993	4	126.91
WV	1994	1	129.32
WV	1994	2	130.94
WV	1994	3	134.23
WV	1994	4	132.76
WV	1995	1	132.76
WV	1995	2	136.63
WV	1995	3	138.43
WV	1995	4	139.27
WV	1996	1	140.96
WV	1996	2	142.89
WV	1996	3	141.89
WV	1996	4	142.12
WV	1997	1	144.11
WV	1997	2	146.09
WV	1997	3	146.83
WV	1997	4	149.16
WV	1998	1	151.96
WV	1998	2	152.08
WV	1998	3	153.75
WV	1998	4	155.87
WV	1999	1	157.16
WV	1999	2	156.24
WV	1999	3	156.48
WV	1999	4	155.64
WV	2000	1	156.45
WV	2000	2	158.48
WV	2000	3	159.35
WV	2000	4	160.7
WV	2001	1	165.71
WV	2001	2	167.15
WV	2001	3	167.71
WV	2001	4	170.11
WV	2002	1	171.24
WV	2002	2	172.4
WV	2002	3	174.88
WV	2002	4	177.17
WV	2003	1	177.64
WV	2003	2	179.86
WV	2003	3	181.83
WV	2003	4	183.44
WV	2004	1	185.78
WV	2004	2	189.06
WV	2004	3	192.44
WV	2004	4	196.58
WV	2005	1	199.98
WV	2005	2	205.79
WV	2005	3	212.39
WV	2005	4	217.02
WV	2006	1	220.4
WV	2006	2	220.18
WV	2006	3	226.28
WV	2006	4	228.67
WV	2007	1	231.99
WV	2007	2	231.61
WV	2007	3	234.84
WV	2007	4	235.62
WY	1975	1	49.38
WY	1975	2	48.76
WY	1975	3	50.03
WY	1975	4	52.75
WY	1976	1	54.95
WY	1976	2	56.04
WY	1976	3	59.33
WY	1976	4	62.32
WY	1977	1	63.65
WY	1977	2	65.55
WY	1977	3	67.81
WY	1977	4	71.94
WY	1978	1	74.15
WY	1978	2	77.63
WY	1978	3	79.88
WY	1978	4	82.71
WY	1979	1	87.85
WY	1979	2	94.2
WY	1979	3	97.23
WY	1979	4	97.14
WY	1980	1	100
WY	1980	2	99.51
WY	1980	3	101.37
WY	1980	4	94.1
WY	1981	1	109.88
WY	1981	2	110.95
WY	1981	3	112.05
WY	1981	4	108.94
WY	1982	1	112.56
WY	1982	2	109.92
WY	1982	3	110.84
WY	1982	4	113.94
WY	1983	1	112.08
WY	1983	2	107.72
WY	1983	3	105.22
WY	1983	4	101.18
WY	1984	1	101.61
WY	1984	2	96.74
WY	1984	3	100.09
WY	1984	4	97.71
WY	1985	1	97.9
WY	1985	2	96.73
WY	1985	3	95.15
WY	1985	4	95.46
WY	1986	1	98.34
WY	1986	2	99.18
WY	1986	3	95.74
WY	1986	4	92.07
WY	1987	1	93.93
WY	1987	2	89.41
WY	1987	3	84.5
WY	1987	4	81.67
WY	1988	1	82.24
WY	1988	2	77.83
WY	1988	3	83.01
WY	1988	4	82.8
WY	1989	1	78.77
WY	1989	2	85.39
WY	1989	3	84.76
WY	1989	4	85.14
WY	1990	1	89.84
WY	1990	2	86.85
WY	1990	3	92.44
WY	1990	4	91.06
WY	1991	1	90.58
WY	1991	2	94.65
WY	1991	3	96.57
WY	1991	4	97.26
WY	1992	1	98.25
WY	1992	2	99.72
WY	1992	3	101.78
WY	1992	4	103.61
WY	1993	1	104.07
WY	1993	2	106.86
WY	1993	3	109.42
WY	1993	4	112.05
WY	1994	1	114.62
WY	1994	2	117.72
WY	1994	3	121.48
WY	1994	4	122.09
WY	1995	1	124.59
WY	1995	2	127.23
WY	1995	3	128.75
WY	1995	4	131.47
WY	1996	1	133.49
WY	1996	2	133.98
WY	1996	3	135.3
WY	1996	4	135.52
WY	1997	1	136.85
WY	1997	2	137.92
WY	1997	3	138.81
WY	1997	4	141.14
WY	1998	1	143.57
WY	1998	2	143.2
WY	1998	3	143.76
WY	1998	4	144.26
WY	1999	1	144.86
WY	1999	2	147.88
WY	1999	3	148.04
WY	1999	4	148.74
WY	2000	1	150.95
WY	2000	2	152.02
WY	2000	3	153.17
WY	2000	4	156.84
WY	2001	1	157.84
WY	2001	2	161.13
WY	2001	3	163.6
WY	2001	4	165.45
WY	2002	1	168.78
WY	2002	2	171.21
WY	2002	3	174.42
WY	2002	4	176.06
WY	2003	1	177.92
WY	2003	2	182.15
WY	2003	3	184.57
WY	2003	4	187.88
WY	2004	1	191.89
WY	2004	2	196.73
WY	2004	3	204.66
WY	2004	4	208.73
WY	2005	1	213.27
WY	2005	2	219.67
WY	2005	3	228.39
WY	2005	4	235.25
WY	2006	1	242.4
WY	2006	2	249.1
WY	2006	3	259.03
WY	2006	4	267.44
WY	2007	1	272.63
WY	2007	2	281.35
WY	2007	3	288.82
WY	2007	4	289.56
