state	year	quarter	index
KY	1995	4	178.51
KY	1996	1	180.89
KY	1996	2	182.15
KY	1996	3	183.98
KY	1996	4	185.89
KY	1997	1	188.75
KY	1997	2	189.68
KY	1997	3	192.24
KY	1997	4	194.62
KY	1998	1	196.28
KY	1998	2	198.63
KY	1998	3	201.02
KY	1998	4	203.66
KY	1999	1	205.43
KY	1999	2	207.47
KY	1999	3	209.02
KY	1999	4	210.97
KY	2000	1	214.13
KY	2000	2	215.79
KY	2000	3	217.61
KY	2000	4	220.54
KY	2001	1	225.06
KY	2001	2	227.12
KY	2001	3	228.99
KY	2001	4	230.93
KY	2002	1	232.73
KY	2002	2	234.2
KY	2002	3	236.95
KY	2002	4	239.16
KY	2003	1	241.14
KY	2003	2	243.09
KY	2003	3	244.97
KY	2003	4	248.82
KY	2004	1	251.57
KY	2004	2	253.96
KY	2004	3	257.05
KY	2004	4	262.57
KY	2005	1	264.42
KY	2005	2	268.32
KY	2005	3	272.79
KY	2005	4	274.38
KY	2006	1	277.72
KY	2006	2	279.55
KY	2006	3	281.53
KY	2006	4	285.36
KY	2007	1	288.67
KY	2007	2	290.34
KY	2007	3	291.87
KY	2007	4	295.37
LA	1975	1	53.16
LA	1975	2	55.49
LA	1975	3	53.19
LA	1975	4	55.43
LA	1976	1	58.58
LA	1976	2	57.77
LA	1976	3	60.08
LA	1976	4	62.46
LA	1977	1	63.2
LA	1977	2	66
LA	1977	3	63.94
LA	1977	4	69.22
LA	1978	1	74.48
LA	1978	2	75.17
LA	1978	3	77.79
LA	1978	4	83.34
LA	1979	1	88.98
LA	1979	2	92.11
LA	1979	3	94.73
LA	1979	4	97.89
LA	1980	1	100
LA	1980	2	99.58
LA	1980	3	100.51
LA	1980	4	102.45
LA	1981	1	107.95
LA	1981	2	107.74
LA	1981	3	111.61
LA	1981	4	113.32
LA	1982	1	113.58
LA	1982	2	115.7
LA	1982	3	115.97
LA	1982	4	115.86
LA	1983	1	116.91
LA	1983	2	117.12
LA	1983	3	116.13
LA	1983	4	116.32
LA	1984	1	116.68
LA	1984	2	117.02
LA	1984	3	116.04
LA	1984	4	115.04
LA	1985	1	112.27
LA	1985	2	113.5
LA	1985	3	113.44
LA	1985	4	111.5
LA	1986	1	113.91
LA	1986	2	114.91
LA	1986	3	112.23
LA	1986	4	110.78
LA	1987	1	110.85
LA	1987	2	110.71
LA	1987	3	105.25
LA	1987	4	104.62
LA	1988	1	102.18
LA	1988	2	102.45
LA	1988	3	101.81
LA	1988	4	100.02
LA	1989	1	101.05
LA	1989	2	100.83
LA	1989	3	102.73
LA	1989	4	102.38
LA	1990	1	101.94
LA	1990	2	103.03
LA	1990	3	103.3
LA	1990	4	103.7
LA	1991	1	103.33
LA	1991	2	105.55
LA	1991	3	106.54
LA	1991	4	108.29
LA	1992	1	109.49
LA	1992	2	110.72
LA	1992	3	111.98
LA	1992	4	113.14
LA	1993	1	114.01
LA	1993	2	115.94
LA	1993	3	118.06
LA	1993	4	119.67
LA	1994	1	121.74
LA	1994	2	124.42
LA	1994	3	125.65
LA	1994	4	125.43
LA	1995	1	126.71
LA	1995	2	129.42
LA	1995	3	131.29
LA	1995	4	132.78
LA	1996	1	134.64
LA	1996	2	136.51
LA	1996	3	137.25
LA	1996	4	139.17
LA	1997	1	140.56
LA	1997	2	141.44
LA	1997	3	143.64
LA	1997	4	145.97
LA	1998	1	147.97
LA	1998	2	149.2
LA	1998	3	151.59
LA	1998	4	153.14
LA	1999	1	154.33
LA	1999	2	156.09
LA	1999	3	157.1
LA	1999	4	157.73
LA	2000	1	160.02
LA	2000	2	160.39
LA	2000	3	162.33
LA	2000	4	163.82
LA	2001	1	168.14
LA	2001	2	169.86
LA	2001	3	171.45
LA	2001	4	173.01
LA	2002	1	173.94
LA	2002	2	175.33
LA	2002	3	178.36
LA	2002	4	181.04
LA	2003	1	183.03
LA	2003	2	184.84
LA	2003	3	186.49
LA	2003	4	189.65
LA	2004	1	191.9
LA	2004	2	194.76
LA	2004	3	198.36
LA	2004	4	200.9
LA	2005	1	203.24
LA	2005	2	207.67
LA	2005	3	211.95
LA	2005	4	219.36
LA	2006	1	226.29
LA	2006	2	232.82
LA	2006	3	238.36
LA	2006	4	242.96
LA	2007	1	245.85
LA	2007	2	248.6
LA	2007	3	251.63
LA	2007	4	253.02
MA	1975	1	69.24
MA	1975	2	66.25
MA	1975	3	65.96
MA	1975	4	69.62
MA	1976	1	66.75
MA	1976	2	68.9
MA	1976	3	68.94
MA	1976	4	70.2
MA	1977	1	73.29
MA	1977	2	68.49
MA	1977	3	74.2
MA	1977	4	73.68
MA	1978	1	77.21
MA	1978	2	78.82
MA	1978	3	84.76
MA	1978	4	86.85
MA	1979	1	91.68
MA	1979	2	93.93
MA	1979	3	96.75
MA	1979	4	99.16
MA	1980	1	100
MA	1980	2	103.54
MA	1980	3	108.12
MA	1980	4	109.51
MA	1981	1	113
MA	1981	2	118.57
MA	1981	3	121.52
MA	1981	4	121.45
MA	1982	1	123.28
MA	1982	2	124.5
MA	1982	3	127.07
MA	1982	4	127.82
MA	1983	1	130.25
MA	1983	2	136.32
MA	1983	3	143.13
MA	1983	4	148.65
MA	1984	1	156.67
MA	1984	2	164.84
MA	1984	3	174.74
MA	1984	4	180.8
MA	1985	1	190.26
MA	1985	2	205.02
MA	1985	3	217.93
MA	1985	4	232.37
MA	1986	1	241.65
MA	1986	2	253.58
MA	1986	3	266.03
MA	1986	4	278.81
MA	1987	1	288.1
MA	1987	2	295.04
MA	1987	3	304
MA	1987	4	306.15
MA	1988	1	309.77
MA	1988	2	315.02
MA	1988	3	313.82
MA	1988	4	316.07
MA	1989	1	313.48
MA	1989	2	311.43
MA	1989	3	316.3
MA	1989	4	316.89
MA	1990	1	312.65
MA	1990	2	304.01
MA	1990	3	298.62
MA	1990	4	291.66
MA	1991	1	288.78
MA	1991	2	285.63
MA	1991	3	282.39
MA	1991	4	284.96
MA	1992	1	284.13
MA	1992	2	280.7
MA	1992	3	282.24
MA	1992	4	282.96
MA	1993	1	280.99
MA	1993	2	282.7
MA	1993	3	283.73
MA	1993	4	285.41
MA	1994	1	285.64
MA	1994	2	282.8
MA	1994	3	282.52
MA	1994	4	280.49
MA	1995	1	281.56
MA	1995	2	287.09
MA	1995	3	291.66
MA	1995	4	293.5
MA	1996	1	297.18
MA	1996	2	297.44
MA	1996	3	298.24
MA	1996	4	302.34
MA	1997	1	305.24
MA	1997	2	309.5
MA	1997	3	314.13
MA	1997	4	319.21
MA	1998	1	323.69
MA	1998	2	330.38
MA	1998	3	338.55
MA	1998	4	343.7
MA	1999	1	350.68
MA	1999	2	361.9
MA	1999	3	376.57
MA	1999	4	385.6
MA	2000	1	401.8
MA	2000	2	414.42
MA	2000	3	429.63
MA	2000	4	440.46
MA	2001	1	452.93
MA	2001	2	466.5
MA	2001	3	482.01
MA	2001	4	492.01
MA	2002	1	506.33
MA	2002	2	524.69
MA	2002	3	540.15
MA	2002	4	552.55
MA	2003	1	563.26
MA	2003	2	572.22
MA	2003	3	582.86
MA	2003	4	607.69
MA	2004	1	618.1
MA	2004	2	632.62
MA	2004	3	662.67
MA	2004	4	674.19
MA	2005	1	689.43
MA	2005	2	705.59
MA	2005	3	717.54
MA	2005	4	724.99
MA	2006	1	727.86
MA	2006	2	721.05
MA	2006	3	717.84
MA	2006	4	723.39
MA	2007	1	721.16
MA	2007	2	712.45
MA	2007	3	702.22
MA	2007	4	707.71
MD	1975	1	60.61
MD	1975	2	62.96
MD	1975	3	64.27
MD	1975	4	66.27
MD	1976	1	67.22
MD	1976	2	69.96
MD	1976	3	69.76
MD	1976	4	71.7
MD	1977	1	72.53
MD	1977	2	74.17
MD	1977	3	76.74
MD	1977	4	76.82
MD	1978	1	81.74
MD	1978	2	83.97
MD	1978	3	85.28
MD	1978	4	88.71
MD	1979	1	90.33
MD	1979	2	94.78
MD	1979	3	97.59
MD	1979	4	97.78
MD	1980	1	100
MD	1980	2	102.86
MD	1980	3	104.44
MD	1980	4	107.25
MD	1981	1	110.16
MD	1981	2	111.79
MD	1981	3	109.75
MD	1981	4	114.14
MD	1982	1	113.97
MD	1982	2	109.72
MD	1982	3	114.01
MD	1982	4	111.91
MD	1983	1	113.58
MD	1983	2	115.06
MD	1983	3	116.58
MD	1983	4	117.69
MD	1984	1	119.05
MD	1984	2	122.86
MD	1984	3	123.88
MD	1984	4	124.35
MD	1985	1	126.29
MD	1985	2	128.38
MD	1985	3	130.66
MD	1985	4	131.07
MD	1986	1	133.54
MD	1986	2	137.36
MD	1986	3	140.8
MD	1986	4	144.57
MD	1987	1	148.52
MD	1987	2	153.29
MD	1987	3	159.95
MD	1987	4	162.32
MD	1988	1	167.72
MD	1988	2	173.58
MD	1988	3	179.3
MD	1988	4	183.14
MD	1989	1	187.89
MD	1989	2	192.42
MD	1989	3	195.75
MD	1989	4	198.89
MD	1990	1	201.1
MD	1990	2	202.08
MD	1990	3	203.07
MD	1990	4	201.86
MD	1991	1	203.14
MD	1991	2	205.36
MD	1991	3	204.91
MD	1991	4	208.86
MD	1992	1	209.72
MD	1992	2	208.35
MD	1992	3	210.32
MD	1992	4	211.08
MD	1993	1	210.41
MD	1993	2	211.12
MD	1993	3	211.88
MD	1993	4	212.68
MD	1994	1	213.12
MD	1994	2	211.08
MD	1994	3	209.3
MD	1994	4	207.12
MD	1995	1	207.14
MD	1995	2	209.75
MD	1995	3	212.34
MD	1995	4	214.1
MD	1996	1	216.63
MD	1996	2	214.34
MD	1996	3	212.21
MD	1996	4	214.83
MD	1997	1	215.6
MD	1997	2	214.72
MD	1997	3	216.56
MD	1997	4	219.18
MD	1998	1	221.87
MD	1998	2	221.65
MD	1998	3	223.03
MD	1998	4	225.21
MD	1999	1	227.49
MD	1999	2	228.31
MD	1999	3	230.13
MD	1999	4	232.39
MD	2000	1	236.87
MD	2000	2	239.58
MD	2000	3	243.7
MD	2000	4	247.74
MD	2001	1	253.5
MD	2001	2	258.25
MD	2001	3	265.06
MD	2001	4	269.47
MD	2002	1	276.23
MD	2002	2	285.03
MD	2002	3	293.9
MD	2002	4	299.95
MD	2003	1	305.61
MD	2003	2	311.99
MD	2003	3	321.31
MD	2003	4	339
MD	2004	1	348.14
MD	2004	2	364.13
MD	2004	3	391.2
MD	2004	4	404.79
MD	2005	1	422.82
MD	2005	2	448.6
MD	2005	3	471.16
MD	2005	4	492.55
MD	2006	1	507.46
MD	2006	2	520.06
MD	2006	3	529.28
MD	2006	4	537.54
MD	2007	1	540.79
MD	2007	2	544.7
MD	2007	3	542.81
MD	2007	4	541.83
ME	1975	1	48.2
ME	1975	2	76.36
ME	1975	3	69.17
ME	1975	4	70.81
ME	1976	1	55.19
ME	1976	2	69.3
ME	1976	3	81.07
ME	1976	4	70
ME	1977	1	63.57
ME	1977	2	81.15
ME	1977	3	81.17
ME	1977	4	87.46
ME	1978	1	83.27
ME	1978	2	91.4
ME	1978	3	88.65
ME	1978	4	92.37
ME	1979	1	103.45
ME	1979	2	104.79
ME	1979	3	96.97
ME	1979	4	103.48
ME	1980	1	100
ME	1980	2	103.55
ME	1980	3	108.77
ME	1980	4	111.02
ME	1981	1	118.74
ME	1981	2	118.81
ME	1981	3	107.14
ME	1981	4	113.39
ME	1982	1	107.36
ME	1982	2	126.76
ME	1982	3	104.06
ME	1982	4	113.43
ME	1983	1	112.94
ME	1983	2	118.96
ME	1983	3	124.47
ME	1983	4	128.96
ME	1984	1	131.14
ME	1984	2	137.78
ME	1984	3	139.93
ME	1984	4	138.45
ME	1985	1	144.61
ME	1985	2	149.27
ME	1985	3	154.6
ME	1985	4	162.81
ME	1986	1	164.9
ME	1986	2	171.75
ME	1986	3	178.33
ME	1986	4	187.83
ME	1987	1	194.07
ME	1987	2	202.03
ME	1987	3	210.2
ME	1987	4	219.61
ME	1988	1	224.68
ME	1988	2	226.95
ME	1988	3	232.75
ME	1988	4	235.66
ME	1989	1	236.93
ME	1989	2	238.76
ME	1989	3	241.86
ME	1989	4	245.24
ME	1990	1	240.69
ME	1990	2	235.35
ME	1990	3	232.75
ME	1990	4	234.36
ME	1991	1	228.17
ME	1991	2	231.79
ME	1991	3	228.53
ME	1991	4	230.18
ME	1992	1	231.79
ME	1992	2	226.9
ME	1992	3	227.8
ME	1992	4	228.97
ME	1993	1	226.09
ME	1993	2	228.71
ME	1993	3	227.61
ME	1993	4	229.78
ME	1994	1	229.43
ME	1994	2	224.99
ME	1994	3	222.89
ME	1994	4	218.38
ME	1995	1	221
ME	1995	2	223.7
ME	1995	3	228.29
ME	1995	4	228.88
ME	1996	1	234.06
ME	1996	2	230.49
ME	1996	3	230.03
ME	1996	4	234
ME	1997	1	232.3
ME	1997	2	234.49
ME	1997	3	238.09
ME	1997	4	242.17
ME	1998	1	245.34
ME	1998	2	247.21
ME	1998	3	250.55
ME	1998	4	253.94
ME	1999	1	256.69
ME	1999	2	261.56
ME	1999	3	267.05
ME	1999	4	269.75
ME	2000	1	274.89
ME	2000	2	282.53
ME	2000	3	288.7
ME	2000	4	294.58
ME	2001	1	303.84
ME	2001	2	309.38
ME	2001	3	318.35
ME	2001	4	323.72
ME	2002	1	330.86
ME	2002	2	340.89
ME	2002	3	350.68
ME	2002	4	357.11
ME	2003	1	363.88
ME	2003	2	368.81
ME	2003	3	379.55
ME	2003	4	394.45
ME	2004	1	403.19
ME	2004	2	414.5
ME	2004	3	433.98
ME	2004	4	444.03
ME	2005	1	457.01
ME	2005	2	468.46
ME	2005	3	480.01
ME	2005	4	489.13
ME	2006	1	497.28
ME	2006	2	496.29
ME	2006	3	499.74
ME	2006	4	511.42
ME	2007	1	515.1
ME	2007	2	513.11
ME	2007	3	516.33
ME	2007	4	521.2
MI	1975	1	59.65
MI	1975	2	62.52
MI	1975	3	62.68
MI	1975	4	61.44
MI	1976	1	62.85
MI	1976	2	63.64
MI	1976	3	64.19
MI	1976	4	64.84
MI	1977	1	66.62
MI	1977	2	67.64
MI	1977	3	70.69
MI	1977	4	72.49
MI	1978	1	75.14
MI	1978	2	78.93
MI	1978	3	82.64
MI	1978	4	85.96
MI	1979	1	90.56
MI	1979	2	95.5
MI	1979	3	98.4
MI	1979	4	99.07
MI	1980	1	100
MI	1980	2	102.03
MI	1980	3	102.3
MI	1980	4	102.08
MI	1981	1	102.29
MI	1981	2	103.03
MI	1981	3	106.1
MI	1981	4	105.33
MI	1982	1	105.92
MI	1982	2	101.13
MI	1982	3	98.8
MI	1982	4	88.5
MI	1983	1	97.49
MI	1983	2	97.13
MI	1983	3	97.1
MI	1983	4	95.4
MI	1984	1	97.17
MI	1984	2	97.05
MI	1984	3	96.92
MI	1984	4	97.29
MI	1985	1	99.53
MI	1985	2	100.58
MI	1985	3	102.46
MI	1985	4	103.5
MI	1986	1	104.88
MI	1986	2	108.16
MI	1986	3	111.38
MI	1986	4	113.78
MI	1987	1	116.39
MI	1987	2	120.27
MI	1987	3	122.72
MI	1987	4	124.7
MI	1988	1	126.71
MI	1988	2	130
MI	1988	3	132.08
MI	1988	4	133.25
MI	1989	1	135.61
MI	1989	2	138.31
MI	1989	3	141.64
MI	1989	4	142.35
MI	1990	1	144.45
MI	1990	2	146.76
MI	1990	3	147.67
MI	1990	4	148.14
MI	1991	1	149.86
MI	1991	2	151.92
MI	1991	3	153.15
MI	1991	4	155.06
MI	1992	1	156.31
MI	1992	2	157.31
MI	1992	3	158.53
MI	1992	4	159.77
MI	1993	1	160.37
MI	1993	2	161.56
MI	1993	3	163.05
MI	1993	4	164.38
MI	1994	1	166.27
MI	1994	2	169.11
MI	1994	3	172.35
MI	1994	4	174.57
MI	1995	1	177.33
MI	1995	2	180.84
MI	1995	3	184.23
MI	1995	4	187.35
MI	1996	1	190.14
MI	1996	2	195.27
MI	1996	3	199.65
MI	1996	4	202.45
MI	1997	1	206
MI	1997	2	210.29
MI	1997	3	214.06
MI	1997	4	217.18
MI	1998	1	219.88
MI	1998	2	223.88
MI	1998	3	227.56
MI	1998	4	229.8
MI	1999	1	233.53
MI	1999	2	238.38
MI	1999	3	243.02
MI	1999	4	246.16
MI	2000	1	251.84
MI	2000	2	255.19
MI	2000	3	259.81
MI	2000	4	263.65
MI	2001	1	268.05
MI	2001	2	271.5
MI	2001	3	275.05
MI	2001	4	277.43
MI	2002	1	280.86
MI	2002	2	283.82
MI	2002	3	286.63
MI	2002	4	288.55
MI	2003	1	290.7
MI	2003	2	292.87
MI	2003	3	295.44
MI	2003	4	299.89
MI	2004	1	301.87
MI	2004	2	304.21
MI	2004	3	309.08
MI	2004	4	312.53
MI	2005	1	315.37
MI	2005	2	317.68
MI	2005	3	320.9
MI	2005	4	321.06
MI	2006	1	320.72
MI	2006	2	317.36
MI	2006	3	316.16
MI	2006	4	318.47
MI	2007	1	317.04
MI	2007	2	312.34
MI	2007	3	304.43
MI	2007	4	304.87
MN	1975	1	57.02
MN	1975	2	55.11
MN	1975	3	58.29
MN	1975	4	63.04
MN	1976	1	64.88
MN	1976	2	62.8
MN	1976	3	63.24
MN	1976	4	65.1
MN	1977	1	67.24
MN	1977	2	67.15
MN	1977	3	71.82
MN	1977	4	74.03
MN	1978	1	76.66
MN	1978	2	80.15
MN	1978	3	86.19
MN	1978	4	86.66
MN	1979	1	90.36
MN	1979	2	93.4
MN	1979	3	95.27
MN	1979	4	96.77
MN	1980	1	100
MN	1980	2	101.43
MN	1980	3	103.48
MN	1980	4	103.26
MN	1981	1	99.68
MN	1981	2	101.9
MN	1981	3	103.29
MN	1981	4	104.6
MN	1982	1	106.71
MN	1982	2	106.18
MN	1982	3	105.35
MN	1982	4	107.45
MN	1983	1	111.33
MN	1983	2	112
MN	1983	3	111.5
MN	1983	4	108.42
MN	1984	1	113.4
MN	1984	2	111.77
MN	1984	3	113.94
MN	1984	4	114.76
MN	1985	1	115.86
MN	1985	2	116.62
MN	1985	3	115.27
MN	1985	4	118.68
MN	1986	1	119.84
MN	1986	2	119.51
MN	1986	3	122.64
MN	1986	4	122.58
MN	1987	1	125.29
MN	1987	2	127.27
MN	1987	3	128.46
MN	1987	4	127.44
MN	1988	1	129.64
MN	1988	2	131.37
MN	1988	3	131.41
MN	1988	4	132.41
MN	1989	1	132.71
MN	1989	2	134.59
MN	1989	3	136.64
MN	1989	4	137.25
MN	1990	1	137.56
MN	1990	2	137.44
MN	1990	3	138.05
MN	1990	4	138.1
MN	1991	1	140.12
MN	1991	2	141.1
MN	1991	3	141.53
MN	1991	4	144.06
MN	1992	1	144.71
MN	1992	2	145.48
MN	1992	3	147.26
MN	1992	4	148.17
MN	1993	1	149.5
MN	1993	2	150.94
MN	1993	3	152.89
MN	1993	4	154.47
MN	1994	1	155.38
MN	1994	2	158.2
MN	1994	3	159.37
MN	1994	4	159.81
MN	1995	1	161.03
MN	1995	2	164.29
MN	1995	3	167.24
MN	1995	4	169.59
MN	1996	1	171.95
MN	1996	2	172.88
MN	1996	3	174.47
MN	1996	4	176.59
MN	1997	1	178.74
MN	1997	2	180.61
MN	1997	3	184.09
MN	1997	4	186.63
MN	1998	1	189.99
MN	1998	2	191.32
MN	1998	3	195.12
MN	1998	4	197.5
MN	1999	1	200.7
MN	1999	2	206.74
MN	1999	3	212.97
MN	1999	4	215.78
MN	2000	1	221.76
MN	2000	2	228.31
MN	2000	3	233.99
MN	2000	4	238.67
MN	2001	1	245.24
MN	2001	2	251.73
MN	2001	3	259.35
MN	2001	4	262.91
MN	2002	1	268.36
MN	2002	2	275.33
MN	2002	3	281.45
MN	2002	4	285.88
MN	2003	1	289.79
MN	2003	2	293.02
MN	2003	3	299.73
MN	2003	4	310.65
MN	2004	1	314.36
MN	2004	2	320.68
MN	2004	3	331.5
MN	2004	4	336.93
MN	2005	1	342.89
MN	2005	2	350.26
MN	2005	3	356.91
MN	2005	4	362.36
MN	2006	1	365.08
MN	2006	2	365.6
MN	2006	3	367.39
MN	2006	4	371.86
MN	2007	1	374.28
MN	2007	2	371.82
MN	2007	3	367.32
MN	2007	4	367.58
MO	1975	1	67.19
MO	1975	2	72.93
MO	1975	3	66.72
MO	1975	4	65.47
MO	1976	1	66.64
MO	1976	2	77.69
MO	1976	3	70.33
MO	1976	4	69.7
MO	1977	1	71.54
MO	1977	2	80.49
MO	1977	3	77.16
MO	1977	4	80.37
MO	1978	1	83.45
MO	1978	2	91.41
MO	1978	3	88.61
MO	1978	4	91.7
MO	1979	1	93.95
MO	1979	2	101.16
MO	1979	3	98.57
MO	1979	4	101.47
MO	1980	1	100
MO	1980	2	109.74
MO	1980	3	104.86
MO	1980	4	105.15
MO	1981	1	105.01
MO	1981	2	102.81
MO	1981	3	102.4
MO	1981	4	101.53
MO	1982	1	103.22
MO	1982	2	100.95
MO	1982	3	103.22
MO	1982	4	103.51
MO	1983	1	105.19
MO	1983	2	107.28
MO	1983	3	111.09
MO	1983	4	112.64
MO	1984	1	112.69
MO	1984	2	114.87
MO	1984	3	118.44
MO	1984	4	118.71
MO	1985	1	119.68
MO	1985	2	122.78
MO	1985	3	125.07
MO	1985	4	125.92
MO	1986	1	126.85
MO	1986	2	128.72
MO	1986	3	131.15
MO	1986	4	133.55
MO	1987	1	135.24
MO	1987	2	138.08
MO	1987	3	139.45
MO	1987	4	140.02
MO	1988	1	140.24
MO	1988	2	141.78
MO	1988	3	142.92
MO	1988	4	142.75
MO	1989	1	142.77
MO	1989	2	144.46
MO	1989	3	145.14
MO	1989	4	145.89
MO	1990	1	145.82
MO	1990	2	145.75
MO	1990	3	146.12
MO	1990	4	144.89
MO	1991	1	146.56
MO	1991	2	147.22
MO	1991	3	147.78
MO	1991	4	149.32
MO	1992	1	150.09
MO	1992	2	150.53
MO	1992	3	151.55
MO	1992	4	152.4
MO	1993	1	152.57
MO	1993	2	153.5
MO	1993	3	154.6
MO	1993	4	155.95
MO	1994	1	157.42
MO	1994	2	160.48
MO	1994	3	162.83
MO	1994	4	163.33
MO	1995	1	165.28
MO	1995	2	167.18
MO	1995	3	169.75
MO	1995	4	171.05
MO	1996	1	172.73
MO	1996	2	174.82
MO	1996	3	176.27
MO	1996	4	178.15
MO	1997	1	179.91
MO	1997	2	181.42
MO	1997	3	183.88
MO	1997	4	185.71
MO	1998	1	187.4
MO	1998	2	189.04
MO	1998	3	191.38
MO	1998	4	193.1
MO	1999	1	195.62
MO	1999	2	198.59
MO	1999	3	200.94
MO	1999	4	202.8
MO	2000	1	206.65
MO	2000	2	209.03
MO	2000	3	212.5
MO	2000	4	215.12
MO	2001	1	219.03
MO	2001	2	222.25
MO	2001	3	225.49
MO	2001	4	227.74
MO	2002	1	231.59
MO	2002	2	234.57
MO	2002	3	237.46
MO	2002	4	240.48
MO	2003	1	242.51
MO	2003	2	244.19
MO	2003	3	247.21
MO	2003	4	253.08
MO	2004	1	255.86
MO	2004	2	259.41
MO	2004	3	265.85
MO	2004	4	269.78
MO	2005	1	274.11
MO	2005	2	278.65
MO	2005	3	283.59
MO	2005	4	287.76
MO	2006	1	290.96
MO	2006	2	292.71
MO	2006	3	296.13
MO	2006	4	300.43
MO	2007	1	303.02
MO	2007	2	304.41
MO	2007	3	304.61
MO	2007	4	307.82
MS	1975	1	73.89
MS	1975	2	71.73
MS	1975	3	74.1
MS	1975	4	67.67
MS	1976	1	73.58
MS	1976	2	78.89
MS	1976	3	71.7
MS	1976	4	75.9
MS	1977	1	71.23
MS	1977	2	81.91
MS	1977	3	79.7
MS	1977	4	83.23
MS	1978	1	89.6
MS	1978	2	82.12
MS	1978	3	84.11
MS	1978	4	82.04
MS	1979	1	100.45
MS	1979	2	102.53
MS	1979	3	105.66
MS	1979	4	93.52
MS	1980	1	100
MS	1980	2	94.44
MS	1980	3	102.94
MS	1980	4	96.22
MS	1981	1	93.1
MS	1981	2	117.33
MS	1981	3	107.62
MS	1981	4	92.1
MS	1982	1	100
MS	1982	2	104.8
MS	1982	3	109.03
MS	1982	4	106.42
MS	1983	1	112.35
MS	1983	2	113.41
MS	1983	3	107.62
MS	1983	4	113.99
MS	1984	1	120.99
MS	1984	2	115.14
MS	1984	3	113.93
MS	1984	4	116.39
MS	1985	1	120.16
MS	1985	2	123.12
MS	1985	3	122.56
MS	1985	4	120.92
MS	1986	1	124.56
MS	1986	2	125.45
MS	1986	3	124.55
MS	1986	4	123.09
MS	1987	1	125.74
MS	1987	2	123.67
MS	1987	3	126.56
MS	1987	4	122.46
MS	1988	1	120.44
MS	1988	2	122.59
MS	1988	3	122.23
MS	1988	4	124.35
MS	1989	1	120.24
MS	1989	2	124.77
MS	1989	3	125.51
MS	1989	4	124.89
MS	1990	1	126.93
MS	1990	2	124.25
MS	1990	3	125.97
MS	1990	4	125.12
MS	1991	1	127.73
MS	1991	2	126.55
MS	1991	3	126.47
MS	1991	4	129.47
MS	1992	1	131.23
MS	1992	2	131.85
MS	1992	3	132.69
MS	1992	4	133.09
MS	1993	1	133.84
MS	1993	2	135.58
MS	1993	3	137.32
MS	1993	4	138.53
MS	1994	1	140.9
MS	1994	2	142.53
MS	1994	3	144.17
MS	1994	4	146.66
MS	1995	1	146.43
MS	1995	2	149.38
MS	1995	3	152.18
MS	1995	4	153.6
MS	1996	1	154.77
MS	1996	2	155.49
MS	1996	3	158.28
MS	1996	4	159.37
MS	1997	1	160.03
MS	1997	2	161.02
MS	1997	3	163.3
MS	1997	4	165.96
MS	1998	1	168.16
MS	1998	2	170.85
MS	1998	3	172.07
MS	1998	4	173.98
MS	1999	1	176.27
MS	1999	2	178.45
MS	1999	3	179.29
MS	1999	4	178.84
MS	2000	1	180.74
MS	2000	2	182.22
MS	2000	3	184.68
MS	2000	4	186.28
MS	2001	1	190.98
MS	2001	2	192.38
MS	2001	3	194.25
MS	2001	4	195.92
MS	2002	1	196.55
MS	2002	2	195.96
MS	2002	3	199.56
MS	2002	4	201.34
MS	2003	1	202.74
MS	2003	2	204.31
MS	2003	3	205.44
MS	2003	4	207.04
MS	2004	1	209.13
MS	2004	2	211.48
MS	2004	3	213.87
MS	2004	4	216.93
MS	2005	1	218.79
MS	2005	2	223.27
MS	2005	3	227.38
MS	2005	4	232.92
MS	2006	1	237.23
MS	2006	2	244.48
MS	2006	3	250.59
MS	2006	4	255.18
MS	2007	1	259.78
MS	2007	2	260.35
MS	2007	3	264.22
MS	2007	4	265.69
MT	1975	1	57.77
MT	1975	2	55.18
MT	1975	3	58.03
MT	1975	4	59.86
MT	1976	1	61.89
MT	1976	2	66.21
MT	1976	3	68.71
MT	1976	4	62.68
MT	1977	1	66.9
MT	1977	2	71.31
MT	1977	3	75.37
MT	1977	4	77.92
MT	1978	1	87.14
MT	1978	2	91.83
MT	1978	3	90.99
MT	1978	4	90.7
MT	1979	1	92.06
MT	1979	2	102.65
MT	1979	3	96.93
MT	1979	4	102.85
MT	1980	1	100
MT	1980	2	92.16
MT	1980	3	105.91
MT	1980	4	101.31
MT	1981	1	97.32
MT	1981	2	101.44
MT	1981	3	112.99
MT	1981	4	93.94
MT	1982	1	105.6
MT	1982	2	108.11
MT	1982	3	98.6
MT	1982	4	113.11
MT	1983	1	103.52
MT	1983	2	105.48
MT	1983	3	111.88
MT	1983	4	114.77
MT	1984	1	121.79
MT	1984	2	120.38
MT	1984	3	114.54
MT	1984	4	113.94
MT	1985	1	116.11
MT	1985	2	111.19
MT	1985	3	116.28
MT	1985	4	118.2
MT	1986	1	117.51
MT	1986	2	114.65
MT	1986	3	116.18
MT	1986	4	115.82
MT	1987	1	113.26
MT	1987	2	113.52
MT	1987	3	112.04
MT	1987	4	105.82
MT	1988	1	110.23
MT	1988	2	110
MT	1988	3	115.48
MT	1988	4	114.08
MT	1989	1	111.89
MT	1989	2	112.9
MT	1989	3	115.92
MT	1989	4	116.79
MT	1990	1	114.59
MT	1990	2	117.31
MT	1990	3	123.03
MT	1990	4	122.81
