wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"trunkmib","May1996","13","","13","","","","","","","4","","","","","","","4","","","","","",""
"trunkmib","Jun1996","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"trunkmib","Jul1996","8","","8","","","","","","","4","","","","","","","3","","","","","",""
"trunkmib","Aug1996","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"trunkmib","Sep1996","13","","13","","","","","","","5","","","","","","","3","","","","","",""
"trunkmib","Dec1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"trunkmib","Mar1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"trunkmib","Apr1997","9","","9","","","","","","","6","","","","","","","5","","","","","",""
"trunkmib","Jun1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"trunkmib","Jul1997","15","","10","5","","","","","","3","1","","","","","","3","1","","","","",""
"trunkmib","Aug1997","14","","14","","","","","","","6","","","","","","","5","","","","","",""
"trunkmib","Nov1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"trunkmib","Jan1998","10","","10","","","","","","","8","","","","","","","7","","","","","",""
"trunkmib","Feb1998","24","","24","","","","","","","5","","","","","","","5","","","","","",""
"trunkmib","Mar1998","12","","12","","","","","","","4","","","","","","","4","","","","","",""
"trunkmib","Apr1998","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"trunkmib","May1998","13","","13","","","","","","","7","","","","","","","7","","","","","",""
"trunkmib","Jun1998","30","2","30","","","","","","","9","","","","","","","9","","","","","",""
"trunkmib","Jul1998","7","","7","","","","","","","4","","","","","","","4","","","","","",""
"trunkmib","Jun2011","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"tsvwg","Oct1999","2","","","","","","2","","","","","","","2","","","","","","","2","",""
"tsvwg","Nov1999","10","4","5","","","1","4","","","2","","","1","1","","","2","","","1","1","",""
"tsvwg","Dec1999","5","2","3","","","","2","","","2","","","","2","","","2","","","","2","",""
"tsvwg","May2000","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"tsvwg","Jun2000","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"tsvwg","Jul2000","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"tsvwg","Aug2000","3","1","","","","","2","1","","","","","","1","1","","","","","","1","1",""
"tsvwg","Sep2000","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"tsvwg","Nov2000","4","3","1","","","3","","","","1","","","1","","","","1","","","1","","",""
"tsvwg","Dec2000","13","1","5","","","5","2","","1","3","","","2","1","","1","3","","","2","1","","1"
"tsvwg","Jan2001","8","","2","","2","2","2","","","1","","1","2","1","","","1","","1","2","1","",""
"tsvwg","Feb2001","24","4","14","","","1","9","","","5","","","1","1","","","4","","","1","1","",""
"tsvwg","Mar2001","85","1","52","","3","7","22","1","","9","","1","3","2","1","","8","","1","2","1","1",""
"tsvwg","Apr2001","47","7","31","6","","7","3","","","15","1","","5","1","","","13","1","","4","1","",""
"tsvwg","May2001","250","8","168","21","10","14","37","","","23","1","2","6","2","","","16","1","2","6","1","",""
"tsvwg","Jun2001","282","16","146","25","41","14","55","1","","30","2","2","6","2","1","","20","2","2","6","1","1",""
"tsvwg","Jul2001","51","3","28","6","2","4","11","","","11","1","2","3","3","","","9","1","2","3","3","",""
"tsvwg","Aug2001","135","6","52","21","5","30","27","","","16","1","1","6","2","","","13","1","1","4","1","",""
"tsvwg","Sep2001","100","11","50","12","1","20","15","2","","16","1","1","11","2","1","","14","1","1","9","1","1",""
"tsvwg","Oct2001","52","5","16","3","7","20","3","3","","10","2","5","7","1","2","","10","2","5","5","1","2",""
"tsvwg","Nov2001","227","8","67","3","81","15","57","4","","14","1","3","6","1","3","","13","1","3","4","1","2",""
"tsvwg","Dec2001","33","1","7","1","2","3","19","1","","5","1","1","3","2","1","","5","1","1","2","1","1",""
"tsvwg","Jan2002","116","20","54","8","3","8","31","12","","19","1","3","4","2","4","","13","1","3","4","2","3",""
"tsvwg","Feb2002","155","24","71","12","22","20","30","","","18","1","2","7","1","","","15","1","2","6","1","",""
"tsvwg","Mar2002","144","15","37","6","33","28","29","11","","14","2","2","6","2","3","","12","2","2","5","2","3",""
"tsvwg","Apr2002","184","24","91","4","30","12","46","1","","18","1","4","7","3","1","","12","1","4","7","2","1",""
"tsvwg","May2002","188","26","69","27","27","37","25","3","","15","1","5","10","2","2","","13","1","4","9","1","2",""
"tsvwg","Jun2002","66","9","22","","21","5","14","4","","4","","3","1","1","1","","4","","3","1","1","1",""
"tsvwg","Jul2002","73","10","34","","10","14","12","3","","13","","5","8","3","2","","13","","4","8","2","2",""
"tsvwg","Aug2002","60","12","32","","10","12","5","1","","12","","2","7","2","1","","10","","2","5","2","1",""
"tsvwg","Sep2002","73","9","31","","16","19","6","1","","13","","3","3","2","1","","10","","3","3","2","1",""
"tsvwg","Oct2002","128","9","72","5","15","13","19","4","","25","1","2","9","3","2","","16","1","2","8","2","2",""
"tsvwg","Nov2002","44","7","31","2","3","4","3","1","","19","2","1","4","2","1","","15","2","1","4","2","1",""
"tsvwg","Dec2002","162","1","68","1","38","42","12","1","","16","1","2","6","2","1","","14","1","2","5","2","1",""
"tsvwg","Jan2003","25","3","13","","3","4","4","1","","11","","2","4","2","1","","11","","1","4","2","1",""
"tsvwg","Feb2003","98","11","41","","19","21","16","1","","15","","1","8","2","1","","13","","1","7","2","1",""
"tsvwg","Mar2003","111","21","50","","5","26","25","5","","12","","3","10","2","2","","9","","2","9","2","2",""
"tsvwg","Apr2003","99","14","43","","11","19","25","1","","8","","2","7","3","1","","7","","2","6","2","1",""
"tsvwg","May2003","57","","11","","7","17","22","","","7","","3","2","2","","","6","","3","2","2","",""
"tsvwg","Jun2003","18","7","8","","1","1","8","","","3","","1","1","1","","","2","","1","1","1","",""
"tsvwg","Jul2003","125","9","48","","20","45","5","7","","11","","3","7","2","4","","8","","3","4","2","2",""
"tsvwg","Aug2003","63","3","38","","3","5","16","1","","12","","3","2","2","1","","11","","3","2","2","1",""
"tsvwg","Sep2003","4","","1","","1","2","","","","1","","1","2","","","","1","","1","1","","",""
"tsvwg","Oct2003","10","1","2","","4","2","1","1","","2","","2","1","1","1","","2","","2","1","1","1",""
"tsvwg","Nov2003","27","9","20","","1","1","3","2","","10","","1","1","1","1","","10","","1","1","1","1",""
"tsvwg","Dec2003","31","7","14","","9","","2","6","","5","","2","","1","2","","5","","2","","1","2",""
"tsvwg","Jan2004","10","3","2","","1","","4","3","","1","","1","","1","1","","1","","1","","1","1",""
"tsvwg","Feb2004","19","3","2","","8","5","1","3","","1","","2","2","1","2","","1","","2","2","1","2",""
"tsvwg","Mar2004","68","7","50","","4","8","","6","","22","","4","5","","2","","17","","4","3","","2",""
"tsvwg","Apr2004","7","","6","","","1","","","","5","","","1","","","","5","","","1","","",""
"tsvwg","May2004","3","","3","","","","","","","3","","","","","","","2","","","","","",""
"tsvwg","Jun2004","5","1","2","","","2","1","","","1","","","2","1","","","1","","","2","1","",""
"tsvwg","Jul2004","11","3","8","","","","","3","","5","","","","","1","","5","","","","","1",""
"tsvwg","Jun2018","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"tuba","Aug1992","20","3","13","1","","4","2","","","7","1","","3","1","","","6","1","","3","1","",""
"tuba","Sep1992","72","17","41","4","","19","6","","2","12","2","","6","4","","1","10","2","","6","3","","1"
"tuba","Oct1992","162","25","69","15","","56","22","","","18","5","","7","4","","","14","5","","7","3","",""
"tuba","Nov1992","63","4","16","9","","26","11","","1","10","3","","9","4","","1","7","3","","9","3","","1"
"tuba","Dec1992","42","7","21","3","","15","2","","1","8","2","","6","2","","1","7","2","","6","2","","1"
"tuba","Jan1993","10","1","5","1","","3","1","","","5","1","","3","1","","","5","1","","3","1","",""
"tuba","Feb1993","13","","4","4","","2","3","","","2","2","","2","2","","","2","2","","2","1","",""
"tuba","Mar1993","67","10","28","1","","20","18","","","14","1","","6","5","","","12","1","","5","3","",""
"tuba","Apr1993","4","","2","","","2","","","","2","","","2","","","","2","","","2","","",""
"tuba","May1993","77","15","40","5","","24","8","","","16","3","","9","4","","","13","3","","9","4","",""
"tuba","Jun1993","66","21","37","2","","15","4","7","1","13","2","","7","4","2","1","11","2","","6","3","2","1"
"tuba","Jul1993","26","8","11","","","5","4","6","","6","","","3","3","2","","6","","","3","2","2",""
"tuba","Aug1993","75","22","42","3","","17","1","12","","17","3","","7","1","1","","12","2","","7","1","1",""
"tuba","Sep1993","22","17","5","","","6","4","7","","1","","","4","2","2","","1","","","4","1","2",""
"tuba","Oct1993","13","7","5","","","4","2","2","","4","","","2","2","1","","4","","","2","2","1",""
"tuba","Nov1993","11","3","5","1","","2","2","1","","5","1","","2","2","1","","5","1","","2","2","1",""
"tuba","Dec1993","7","4","","1","","3","1","2","","","1","","2","1","1","","","1","","2","1","1",""
"tuba","Jan1994","28","3","14","4","","4","6","","","6","1","","3","2","","","5","1","","3","2","",""
"tuba","Feb1994","6","1","5","","","1","","","","4","","","1","","","","4","","","1","","",""
"tuba","Mar1994","31","4","17","3","","5","4","2","","8","2","","3","3","1","","6","2","","3","3","1",""
"tuba","Apr1994","8","3","3","","","2","1","2","","3","","","2","1","2","","3","","","2","1","2",""
"tuba","May1994","12","3","7","","","","4","1","","5","","","","2","1","","5","","","","2","1",""
"tuba","Jul1994","7","2","","1","","3","2","1","","","1","","3","1","1","","","1","","3","1","1",""
"tuba","Sep1994","8","7","","1","","2","","5","","","1","","1","","2","","","1","","1","","2",""
"tuba","Oct1994","2","","","1","","1","","","","","1","","1","","","","","1","","1","","",""
"tuba","Dec1994","3","","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"trace","Dec2000","6","","3","3","","","","","","2","1","","","","","","2","1","","","","",""
"trace","Jan2001","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"udlr","Jul1996","8","1","7","","","1","","","","4","","","1","","","","4","","","1","","",""
"udlr","Nov1996","4","2","2","","","2","","","","1","","","1","","","","1","","","1","","",""
"udlr","Jan1997","5","2","3","","","2","","","","2","","","1","","","","2","","","1","","",""
"udlr","Mar1997","9","1","7","","2","","","","","4","","1","","","","","4","","1","","","",""
"udlr","Apr1997","8","3","2","","2","4","","","","1","","2","3","","","","1","","1","3","","",""
"udlr","Jul1997","24","8","17","","5","2","","","","6","","1","2","","","","6","","1","1","","",""
"udlr","Nov1997","15","8","11","","1","3","","","","5","","1","2","","","","5","","1","1","","",""
"udlr","Dec1997","10","7","5","1","","4","","","","4","1","","2","","","","4","1","","1","","",""
"udlr","Mar1998","2","1","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"udlr","Apr1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Jul1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Aug1998","17","6","9","","2","6","","","","5","","1","3","","","","4","","1","2","","",""
"udlr","Sep1998","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"udlr","Dec1998","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"udlr","Feb1999","2","2","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"udlr","Mar1999","3","1","1","1","","1","","","","1","1","","1","","","","1","1","","1","","",""
"udlr","Apr1999","12","10","2","","","8","2","","","1","","","5","1","","","1","","","2","1","",""
"udlr","Aug1999","1","1","","1","","","","","","","1","","","","","","","1","","","","",""
"udlr","Nov1999","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Jan2000","18","2","15","1","","2","","","","11","1","","1","","","","10","1","","1","","",""
"udlr","Feb2000","6","3","3","","","3","","","","1","","","1","","","","1","","","1","","",""
"udlr","Mar2000","11","2","8","","1","2","","","","5","","1","2","","","","3","","1","1","","",""
"udlr","Apr2000","2","1","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"udlr","Jul2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Aug2000","7","4","6","","","1","","","","4","","","1","","","","4","","","1","","",""
"udlr","Sep2000","2","1","1","","","","","1","","1","","","","","1","","1","","","","","1",""
"udlr","Feb2001","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"udlr","Oct2001","3","2","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"udlr","Nov2001","9","2","7","1","","1","","","","6","1","","1","","","","3","1","","1","","",""
"udlr","Dec2001","6","2","4","","","2","","","","3","","","2","","","","3","","","2","","",""
"udlr","Jan2002","4","1","4","","","","","","","3","","","","","","","3","","","","","",""
"udlr","Feb2002","4","1","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"udlr","Apr2002","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"udlr","Jul2002","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"udlr","Aug2002","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Sep2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"udlr","Oct2002","4","1","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"udlr","Nov2002","13","1","11","1","","1","","","","3","1","","1","","","","2","1","","1","","",""
"udlr","Dec2002","2","1","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"upsmib","Aug1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"upsmib","Sep1992","4","","","2","","2","","","","","1","","1","","","","","1","","1","","",""
"upsmib","Oct1992","4","","1","2","","1","","","","1","2","","1","","","","1","1","","1","","",""
"upsmib","Nov1992","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"upsmib","Dec1992","6","","3","1","","2","","","","1","1","","1","","","","1","1","","1","","",""
"upsmib","Jan1993","2","","","1","","1","","","","","1","","1","","","","","1","","1","","",""
"upsmib","Feb1993","16","","2","8","","6","","","","2","2","","2","","","","2","1","","1","","",""
"upsmib","Mar1993","8","","1","5","2","","","","","1","2","1","","","","","1","1","1","","","",""
"upsmib","Apr1993","6","","4","1","","1","","","","3","1","","1","","","","3","1","","1","","",""
"upsmib","May1993","4","","","2","","2","","","","","1","","2","","","","","1","","1","","",""
"upsmib","Jun1993","6","","","4","","2","","","","","1","","1","","","","","1","","1","","",""
"upsmib","Jul1993","11","2","4","5","","","","2","","3","2","","","","1","","3","2","","","","1",""
"upsmib","Aug1993","6","1","4","1","","","","1","","3","1","","","","1","","2","1","","","","1",""
"upsmib","Sep1993","6","2","1","3","","","","2","","1","2","","","","1","","1","2","","","","1",""
"upsmib","Oct1993","9","5","4","","","","1","4","","3","","","","1","1","","3","","","","1","1",""
"upsmib","Nov1993","17","3","4","","","10","","3","","2","","","1","","1","","2","","","1","","1",""
"upsmib","Dec1993","26","10","4","3","","8","1","10","","2","2","","1","1","1","","2","2","","1","1","1",""
"upsmib","Jan1994","6","3","2","","","1","","3","","2","","","1","","1","","2","","","1","","1",""
"upsmib","Feb1994","6","2","1","","","3","","2","","1","","","1","","1","","1","","","1","","1",""
"upsmib","Mar1994","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"upsmib","Apr1994","7","1","5","","","","1","1","","4","","","","1","1","","3","","","","1","1",""
"upsmib","Jul1994","9","3","4","2","","","","3","","2","1","","","","1","","1","1","","","","1",""
"upsmib","Aug1994","4","1","1","2","","","","1","","1","1","","","","1","","1","1","","","","1",""
"upsmib","Sep1994","2","","","2","","","","","","","2","","","","","","","1","","","","",""
"upsmib","Oct1994","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"upsmib","Jan1995","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"upsmib","Feb1995","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"upsmib","Apr1995","12","6","3","3","","","","6","","3","1","","","","1","","3","1","","","","1",""
"upsmib","May1995","9","1","5","3","","","","1","","5","1","","","","1","","4","1","","","","1",""
"upsmib","Jun1995","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"upsmib","Jul1995","2","1","1","","","","","1","","1","","","","","1","","1","","","","","1",""
"upsmib","Sep1995","3","1","1","1","","","","1","","1","1","","","","1","","1","1","","","","1",""
"upsmib","Nov1995","29","5","20","4","","","","5","","12","1","","","","2","","9","1","","","","2",""
"upsmib","Dec1995","8","1","4","3","","","","1","","3","1","","","","1","","3","1","","","","1",""
"upsmib","Jan1996","7","","7","","","","","","","4","","","","","","","4","","","","","",""
"upsmib","Feb1996","5","3","2","","","","","3","","2","","","","","1","","2","","","","","1",""
"upsmib","Mar1996","7","1","5","","","","","1","1","5","","","","","1","1","5","","","","","1","1"
"upsmib","May1996","2","2","","","","","","2","","","","","","","1","","","","","","","1",""
"upsmib","Jul1996","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"upsmib","Aug1996","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"upsmib","Feb1997","5","2","3","","","","","2","","3","","","","","1","","3","","","","","1",""
"upsmib","Apr1998","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"upsmib","May1998","5","","5","","","","","","","3","","","","","","","3","","","","","",""
"upsmib","Jul1998","10","1","7","3","","","","","","5","1","","","","","","5","1","","","","",""
"upsmib","Aug1998","3","1","3","","","","","","","3","","","","","","","3","","","","","",""
"uri","Apr1993","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"uri","May1993","114","18","37","8","1","58","4","6","","11","3","1","20","1","4","","9","3","1","17","1","4",""
"uri","Jun1993","27","6","4","4","2","15","2","","","2","2","1","7","1","","","2","2","1","6","1","",""
"uri","Jul1993","52","13","21","4","","24","3","","","9","2","","13","2","","","7","2","","11","2","",""
"uri","Aug1993","6","","3","1","","2","","","","3","1","","2","","","","3","1","","2","","",""
"uri","Sep1993","25","4","5","3","","17","","","","4","1","","9","","","","3","1","","9","","",""
"uri","Oct1993","288","27","84","54","8","136","4","2","","13","2","1","20","3","2","","9","2","1","16","3","2",""
"uri","Nov1993","55","12","18","10","","23","2","2","","6","1","","13","1","1","","5","1","","13","1","1",""
"uri","Dec1993","44","6","15","7","","21","","1","","7","3","","8","","1","","6","3","","8","","1",""
"uri","Jan1994","5","2","4","","","1","","","","4","","","1","","","","3","","","1","","",""
"uri","Feb1994","89","18","27","9","1","41","10","","1","10","4","1","11","2","","1","9","4","1","10","2","","1"
"uri","Mar1994","125","33","39","10","","66","9","1","","8","4","","14","3","1","","7","4","","12","3","1",""
"uri","Apr1994","123","11","40","9","","56","18","","","8","2","","17","2","","","8","2","","12","2","",""
"uri","May1994","36","5","19","2","","10","5","","","9","1","","8","1","","","9","1","","8","1","",""
"uri","Jun1994","28","9","21","","1","5","","1","","9","","1","4","","1","","8","","1","3","","1",""
"uri","Jul1994","108","16","37","6","1","50","7","7","","15","3","1","16","4","3","","15","3","1","13","4","3",""
"uri","Aug1994","53","6","25","7","","16","4","1","","12","1","","9","2","1","","11","1","","9","2","1",""
"uri","Sep1994","116","26","45","8","5","47","8","3","","16","3","2","15","2","3","","15","3","2","14","2","2",""
"uri","Oct1994","73","24","27","7","5","27","","7","","12","3","3","11","","2","","9","3","2","10","","1",""
"uri","Dec1994","14","1","5","3","","3","3","","","4","1","","3","2","","","4","1","","3","2","",""
"uri","Jan1995","94","7","47","17","1","22","6","1","","16","3","1","10","2","1","","15","3","1","9","2","1",""
"uri","Feb1995","62","10","30","1","1","30","","","","14","1","1","11","","","","14","1","1","11","","",""
"uri","Mar1995","61","1","26","6","1","17","10","","1","14","3","1","8","5","","1","13","3","1","7","4","","1"
"uri","Apr1995","5","","3","1","","","1","","","3","1","","","1","","","3","1","","","1","",""
"uri","May1995","28","","17","","2","6","3","","","9","","2","4","1","","","9","","2","4","1","",""
"uri","Jun1995","210","17","110","10","10","56","19","4","1","20","4","6","13","3","2","1","17","4","3","12","3","2","1"
"uri","Jul1995","88","16","39","1","15","24","8","1","","11","1","4","8","1","1","","9","1","3","8","1","1",""
"uri","Aug1995","98","32","26","8","6","50","2","5","1","11","2","3","8","2","2","1","10","2","3","7","2","2","1"
"uri","Sep1995","4","","2","","","","2","","","2","","","","1","","","2","","","","1","",""
"uri","Oct1995","5","1","3","","","","2","","","3","","","","1","","","3","","","","1","",""
"uri","Nov1995","100","23","55","1","1","36","3","4","","11","1","1","10","2","2","","10","1","1","9","2","1",""
"uri","Dec1995","8","1","2","","","6","","","","2","","","4","","","","2","","","4","","",""
"uri","Jan1996","21","11","10","","","8","","3","","4","","","2","","2","","4","","","2","","2",""
"uri","Feb1996","37","20","15","","","21","1","","","5","","","4","1","","","4","","","4","1","",""
"uri","Mar1996","14","6","7","","","7","","","","6","","","4","","","","6","","","4","","",""
"uri","Apr1996","7","","3","","1","3","","","","2","","1","2","","","","2","","1","2","","",""
"uri","May1996","4","2","1","","1","2","","","","1","","1","1","","","","1","","1","1","","",""
"uri","Jun1996","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"uri","Jul1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"uri","Aug1996","6","3","3","2","","","","1","","2","1","","","","1","","2","1","","","","1",""
"uri","Sep1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"uri","Nov1996","16","4","12","","2","2","","","","4","","2","1","","","","4","","2","1","","",""
"uri","Dec1996","40","13","13","5","2","19","","1","","2","2","1","6","","1","","2","2","1","6","","1",""
"uri","Jan1997","17","","8","1","3","4","1","","","5","1","1","3","1","","","5","1","1","3","1","",""
"uri","Feb1997","77","14","24","2","10","33","6","2","","11","2","2","6","3","1","","11","2","1","5","3","1",""
"uri","Mar1997","19","5","1","1","6","9","1","1","","1","1","2","4","1","1","","1","1","2","4","1","1",""
"uri","Apr1997","145","57","53","17","6","58","7","4","","9","2","2","6","2","1","","9","2","1","6","2","1",""
"uri","May1997","69","28","26","2","1","33","5","1","1","7","2","1","5","2","1","1","7","2","1","5","2","1","1"
"uri","Jul1997","10","2","4","","","4","","2","","2","","","1","","1","","1","","","1","","1",""
"uri","Aug1997","10","5","4","1","1","1","2","1","","3","1","1","1","2","1","","3","1","1","1","2","1",""
"uri","Sep1997","17","5","8","2","","7","","","","4","1","","2","","","","4","1","","2","","",""
"uri","Oct1997","53","5","23","5","8","16","","1","","8","1","2","6","","1","","7","1","1","6","","1",""
"uri","Nov1997","15","3","8","1","1","4","1","","","5","1","1","2","1","","","5","1","1","2","1","",""
"uri","Dec1997","2","","","1","1","","","","","","1","1","","","","","","1","1","","","",""
"uri","Jan1998","56","1","16","10","4","21","5","","","6","2","1","3","1","","","5","2","1","3","1","",""
"uri","Feb1998","8","","3","1","","1","3","","","2","1","","1","1","","","2","1","","1","1","",""
"uri","Mar1998","15","3","9","2","1","1","2","","","5","1","1","1","1","","","5","1","1","1","1","",""
"uri","Apr1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"uri","May1998","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"uri","Jun1998","23","1","11","8","1","3","","","","3","2","1","3","","","","3","2","1","3","","",""
"uri","Jul1998","8","","1","4","","3","","","","1","1","","1","","","","1","1","","1","","",""
"uri","Aug1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"uri","Sep1998","28","1","6","","9","6","7","","","2","","3","3","2","","","2","","2","3","2","",""
"uri","Oct1998","6","","6","","","","","","","2","","","","","","","2","","","","","",""
"uri","Nov1998","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"uri","Aug2004","15","11","1","","","14","","","","1","","","2","","","","1","","","2","","",""
"urlreg","Jan1997","33","8","3","3","2","17","8","","","2","2","1","5","2","","","2","2","1","5","2","",""
"urlreg","Feb1997","81","54","17","2","1","47","12","2","","9","2","1","6","5","1","","8","2","1","6","4","1",""
"urlreg","Mar1997","19","10","","2","4","11","1","1","","","2","1","4","1","1","","","2","1","4","1","1",""
"urlreg","Apr1997","17","7","9","","","7","1","","","3","","","2","1","","","3","","","2","1","",""
"urlreg","May1997","6","1","5","","","1","","","","4","","","1","","","","4","","","1","","",""
"urlreg","Jun1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Jul1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Aug1997","13","7","4","","","7","","2","","3","","","3","","1","","3","","","3","","1",""
"urlreg","Sep1997","5","2","3","","","1","","1","","3","","","1","","1","","3","","","1","","1",""
"urlreg","Oct1997","2","2","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"urlreg","Nov1997","9","","9","","","","","","","4","","","","","","","3","","","","","",""
"urlreg","Dec1997","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"urlreg","Jan1998","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"urlreg","Feb1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Mar1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","May1998","6","","6","","","","","","","4","","","","","","","3","","","","","",""
"urlreg","Jun1998","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Jul1998","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"urlreg","Aug1998","3","","1","","1","1","","","","1","","1","1","","","","1","","1","1","","",""
"urlreg","Sep1998","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Nov1998","13","","13","","","","","","","4","","","","","","","3","","","","","",""
"urlreg","Dec1998","15","","12","","1","2","","","","5","","1","1","","","","5","","1","1","","",""
"urlreg","Mar1999","13","3","10","","","3","","","","4","","","2","","","","3","","","2","","",""
"urlreg","May1999","3","","2","","1","","","","","1","","1","","","","","1","","1","","","",""
"urlreg","Aug1999","17","","16","1","","","","","","5","1","","","","","","5","1","","","","",""
"urlreg","Sep1999","20","9","7","","","13","","","","4","","","2","","","","4","","","2","","",""
"urn","Jul1996","6","","2","1","","","3","","","2","1","","","1","","","2","1","","","1","",""
"urn","Aug1996","32","3","6","","1","12","13","","","4","","1","4","1","","","4","","1","4","1","",""
"urn","Sep1996","6","","4","","","","2","","","4","","","","1","","","4","","","","1","",""
"urn","Oct1996","128","21","51","27","","27","23","","","13","5","","5","1","","","11","4","","5","1","",""
"urn","Nov1996","173","62","52","21","3","83","10","4","","10","5","2","10","1","1","","8","4","1","8","1","1",""
"urn","Dec1996","58","21","19","12","1","14","6","6","","10","2","1","5","3","2","","10","2","1","5","3","1",""
"urn","Jan1997","75","13","30","4","1","24","15","1","","17","1","1","9","4","1","","16","1","1","8","4","1",""
"urn","Feb1997","42","10","10","3","1","17","11","","","7","2","1","8","6","","","7","1","1","7","5","",""
"urn","Mar1997","68","6","29","4","13","10","12","","","14","3","2","4","2","","","13","3","2","3","2","",""
"urn","Apr1997","23","2","8","5","3","3","4","","","6","4","2","2","1","","","4","4","2","2","1","",""
"urn","May1997","57","6","33","1","","16","6","1","","17","1","","6","1","1","","13","1","","5","1","1",""
"urn","Jun1997","35","","30","","1","1","3","","","14","","1","1","1","","","12","","1","1","1","",""
"urn","Jul1997","9","1","7","","","1","1","","","4","","","1","1","","","4","","","1","1","",""
"urn","Aug1997","5","","4","","","","1","","","3","","","","1","","","3","","","","1","",""
"urn","Sep1997","20","","19","","","1","","","","9","","","1","","","","7","","","1","","",""
"urn","Oct1997","10","2","6","","1","2","","1","","4","","1","2","","1","","4","","1","2","","1",""
"urn","Nov1997","15","2","6","","1","6","2","","","3","","1","2","2","","","3","","1","2","2","",""
"urn","Dec1997","37","2","11","6","","11","9","","","3","3","","4","3","","","3","3","","3","3","",""
"urn","Jan1998","41","","11","6","2","17","5","","","4","2","1","3","1","","","4","2","1","3","1","",""
"urn","Feb1998","2","","","","","","2","","","","","","","1","","","","","","","1","",""
"urn","Mar1998","11","1","5","1","","4","1","","","4","1","","2","1","","","4","1","","2","1","",""
"urn","Apr1998","2","","2","","","","","","","1","","","","","","","1","","","","","",""
