wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"cat","Sep2003","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"cat","Oct2003","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"cat","Nov2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cat","Apr2004","46","","24","","","9","13","","","3","","","3","3","","","2","","","3","2","",""
"cat","May2004","17","","8","","","8","1","","","2","","","2","1","","","2","","","2","1","",""
"cat","Jun2004","4","","3","","","1","","","","1","","","1","","","","1","","","1","","",""
"cat","Jul2004","23","1","13","","","10","","","","4","","","4","","","","4","","","4","","",""
"cat","Aug2004","10","1","2","","","5","2","1","","2","","","2","2","1","","2","","","2","1","1",""
"ccamp","Feb2001","16","1","11","2","2","1","","","","9","2","1","1","","","","9","2","1","1","","",""
"ccamp","Mar2001","132","11","115","14","3","","","","","32","6","2","","","","","23","4","2","","","",""
"ccamp","Apr2001","37","2","27","8","","2","","","","17","3","","1","","","","14","2","","1","","",""
"ccamp","May2001","306","39","271","33","","2","","","","55","6","","1","","","","29","4","","1","","",""
"ccamp","Jun2001","207","11","179","25","","3","","","","48","6","","1","","","","29","3","","1","","",""
"ccamp","Jul2001","193","5","156","30","2","5","","","","46","6","1","2","","","","28","3","1","2","","",""
"ccamp","Aug2001","102","7","80","21","","","","1","","32","8","","","","1","","21","4","","","","1",""
"ccamp","Sep2001","53","1","39","14","","","","","","21","3","","","","","","19","3","","","","",""
"ccamp","Oct2001","223","19","174","45","2","","","","2","50","5","1","","","","1","28","2","1","","","","1"
"ccamp","Nov2001","223","28","185","31","2","3","","2","","47","8","1","3","","2","","29","5","1","3","","2",""
"ccamp","Dec2001","229","25","202","26","1","","","","","51","5","1","","","","","32","3","1","","","",""
"ccamp","Jan2002","54","2","43","7","1","2","","","1","21","4","1","1","","","1","18","3","1","1","","","1"
"ccamp","Feb2002","234","25","204","23","2","4","","1","","61","5","1","2","","1","","30","2","1","2","","1",""
"ccamp","Mar2002","239","17","188","41","2","7","","1","","72","7","2","2","","1","","41","3","2","2","","1",""
"ccamp","Apr2002","162","5","127","29","4","","","2","","44","3","1","","","2","","27","2","1","","","2",""
"ccamp","May2002","202","20","164","24","12","","","2","","43","4","2","","","1","","24","2","2","","","1",""
"ccamp","Jun2002","68","8","58","5","","4","","1","","31","1","","2","","1","","20","1","","2","","1",""
"ccamp","Jul2002","35","9","32","1","","1","","1","","20","1","","1","","1","","16","1","","1","","1",""
"ccamp","Aug2002","104","10","76","22","1","4","","1","","25","3","1","3","","1","","15","2","1","3","","1",""
"ccamp","Sep2002","94","21","72","13","1","3","","5","","26","5","1","2","","2","","19","4","1","2","","1",""
"ccamp","Oct2002","23","3","22","","1","","","","","15","","1","","","","","12","","1","","","",""
"ccamp","Nov2002","67","7","55","12","","","","","","22","3","","","","","","16","2","","","","",""
"ccamp","Dec2002","149","21","102","42","3","1","","1","","49","6","2","1","","1","","26","2","2","1","","1",""
"ccamp","Jan2003","58","6","37","8","4","9","","","","17","2","2","1","","","","11","2","2","1","","",""
"ccamp","Feb2003","89","15","54","12","12","3","","8","","24","2","3","1","","5","","15","2","3","1","","5",""
"ccamp","Mar2003","212","35","158","26","12","10","1","5","","45","4","2","3","1","2","","21","3","2","3","1","2",""
"ccamp","Apr2003","82","7","59","18","3","2","","","","20","2","1","1","","","","14","2","1","1","","",""
"ccamp","May2003","178","23","131","40","6","1","","","","30","5","3","1","","","","16","3","2","1","","",""
"ccamp","Jun2003","65","13","45","5","6","4","","3","2","25","1","1","2","","3","1","18","1","1","2","","3","1"
"ccamp","Jul2003","53","26","35","7","9","","","2","","13","2","1","","","2","","12","1","1","","","2",""
"ccamp","Aug2003","25","5","24","1","","","","","","14","1","","","","","","13","1","","","","",""
"ccamp","Sep2003","61","7","46","7","7","1","","","","18","2","1","1","","","","14","2","1","1","","",""
"ccamp","Oct2003","58","12","36","13","6","","","3","","22","3","1","","","1","","16","2","1","","","1",""
"ccamp","Nov2003","219","50","167","37","9","","","6","","49","6","3","","","4","","26","3","2","","","4",""
"ccamp","Dec2003","49","11","37","9","","","","2","1","25","1","","","","1","1","15","1","","","","1","1"
"ccamp","Jan2004","33","8","25","4","2","","","2","","11","2","1","","","1","","10","2","1","","","1",""
"ccamp","Feb2004","52","19","40","4","4","","","4","","21","1","2","","","1","","15","1","1","","","1",""
"ccamp","Mar2004","285","89","214","37","28","","","5","1","46","9","3","","","4","1","26","4","1","","","4","1"
"ccamp","Apr2004","152","61","110","8","26","2","","6","","30","4","1","1","","1","","20","2","1","1","","1",""
"ccamp","May2004","66","25","48","11","2","","","5","","12","4","1","","","3","","11","3","1","","","3",""
"ccamp","Jun2004","36","15","25","4","6","","","1","","8","2","1","","","1","","7","1","1","","","1",""
"ccamp","Jul2004","102","50","80","8","8","","","6","","16","3","1","","","4","","13","2","1","","","3",""
"ccamp","Aug2004","41","13","35","3","1","","","2","","16","2","1","","","2","","12","2","1","","","2",""
"cdi","Jan2001","225","3","191","30","","1","","2","1","34","6","","1","","1","1","22","5","","1","","1","1"
"cdi","Feb2001","36","","29","7","","","","","","15","4","","","","","","11","4","","","","",""
"cdi","Mar2001","97","6","77","13","","6","","1","","22","3","","2","","1","","15","3","","2","","1",""
"cdi","Apr2001","64","1","58","6","","","","","","13","3","","","","","","12","3","","","","",""
"cdi","May2001","8","","8","","","","","","","7","","","","","","","7","","","","","",""
"cdi","Jun2001","8","","8","","","","","","","5","","","","","","","5","","","","","",""
"cdi","Jul2001","10","","10","","","","","","","7","","","","","","","7","","","","","",""
"cdi","Aug2001","6","","6","","","","","","","5","","","","","","","5","","","","","",""
"cdi","Sep2001","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"cdi","Oct2001","14","","14","","","","","","","6","","","","","","","5","","","","","",""
"cdi","Nov2001","67","4","50","6","7","","","4","","14","1","1","","","1","","13","1","1","","","1",""
"cdi","Dec2001","13","","12","1","","","","","","9","1","","","","","","8","1","","","","",""
"cdi","Jan2002","10","1","9","","","","","1","","2","","","","","1","","2","","","","","1",""
"cdi","Feb2002","26","2","23","2","","","","1","","8","1","","","","1","","6","1","","","","1",""
"cdi","Mar2002","14","2","10","","1","2","","1","","5","","1","2","","1","","5","","1","2","","1",""
"cdi","Apr2002","23","1","20","1","","2","","","","7","1","","2","","","","6","1","","2","","",""
"cdi","May2002","4","","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"cdi","Jun2002","13","","9","2","2","","","","","8","2","1","","","","","6","2","1","","","",""
"cdi","Jul2002","11","1","9","","","2","","","","7","","","2","","","","7","","","2","","",""
"cdi","Aug2002","15","","14","","1","","","","","6","","1","","","","","6","","1","","","",""
"cdi","Sep2002","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"cdi","Oct2002","5","","4","","1","","","","","4","","1","","","","","4","","1","","","",""
"cdi","Nov2002","7","","6","1","","","","","","4","1","","","","","","3","1","","","","",""
"cdi","Jan2003","7","1","6","","","1","","","","5","","","1","","","","4","","","1","","",""
"cdi","Feb2003","4","1","2","","1","1","","","","2","","1","1","","","","2","","1","1","","",""
"cdi","Mar2003","7","","6","","1","","","","","5","","1","","","","","5","","1","","","",""
"cdi","Apr2003","7","2","5","","","2","","","","4","","","2","","","","4","","","2","","",""
"cdi","Aug2003","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"cdi","Dec2003","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"cdi","Jan2004","3","1","3","","","","","","","3","","","","","","","2","","","","","",""
"cdi","Feb2004","3","","3","","","","","","","3","","","","","","","2","","","","","",""
"cdi","Mar2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cdi","Apr2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cdi","May2004","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"cdi","Jun2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cdn","Oct2000","21","","21","","","","","","","10","","","","","","","7","","","","","",""
"cdn","Nov2000","134","1","124","9","","","","1","","24","5","","","","1","","17","3","","","","1",""
"cdn","Dec2000","32","1","29","1","","1","","1","","10","1","","1","","1","","9","1","","1","","1",""
"cdn","Jan2001","225","3","191","30","","1","","2","1","34","6","","1","","1","1","22","5","","1","","1","1"
"cdn","Feb2001","36","","29","7","","","","","","15","4","","","","","","11","4","","","","",""
"cdn","Mar2001","97","6","77","13","","6","","1","","22","3","","2","","1","","15","3","","2","","1",""
"cdn","Apr2001","64","1","58","6","","","","","","13","3","","","","","","12","3","","","","",""
"cdn","May2001","8","","8","","","","","","","7","","","","","","","7","","","","","",""
"cdn","Jun2001","8","","8","","","","","","","5","","","","","","","5","","","","","",""
"cdn","Jul2001","10","","10","","","","","","","7","","","","","","","7","","","","","",""
"cdn","Aug2001","6","","6","","","","","","","5","","","","","","","5","","","","","",""
"cdn","Sep2001","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"cdn","Oct2001","14","","14","","","","","","","6","","","","","","","5","","","","","",""
"cdn","Nov2001","67","4","50","6","7","","","4","","14","1","1","","","1","","13","1","1","","","1",""
"cdn","Dec2001","13","","12","1","","","","","","9","1","","","","","","8","1","","","","",""
"cdn","Jan2002","10","1","9","","","","","1","","2","","","","","1","","2","","","","","1",""
"cdn","Feb2002","26","2","23","2","","","","1","","8","1","","","","1","","6","1","","","","1",""
"cdn","Mar2002","14","2","10","","1","2","","1","","5","","1","2","","1","","5","","1","2","","1",""
"cdn","Apr2002","21","1","18","1","","2","","","","6","1","","2","","","","5","1","","2","","",""
"cdn","May2002","4","","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"cdn","Jun2002","13","","9","2","2","","","","","8","2","1","","","","","6","2","1","","","",""
"cdn","Jul2002","11","1","9","","","2","","","","7","","","2","","","","7","","","2","","",""
"cdn","Aug2002","15","","14","","1","","","","","6","","1","","","","","6","","1","","","",""
"cdn","Sep2002","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"cdn","Oct2002","5","","4","","1","","","","","4","","1","","","","","4","","1","","","",""
"cdn","Nov2002","7","","6","1","","","","","","4","1","","","","","","3","1","","","","",""
"cdn","Jan2003","7","1","6","","","1","","","","5","","","1","","","","4","","","1","","",""
"cdn","Feb2003","4","1","2","","1","1","","","","2","","1","1","","","","2","","1","1","","",""
"cdn","Mar2003","7","","6","","1","","","","","5","","1","","","","","5","","1","","","",""
"charmib","Jan1992","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Feb1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Apr1992","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Jun1992","4","","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"charmib","Aug1992","6","","6","","","","","","","3","","","","","","","3","","","","","",""
"charmib","Sep1992","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"charmib","Oct1992","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"charmib","Dec1992","8","1","8","","","","","","","5","","","","","","","5","","","","","",""
"charmib","Jun1993","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Jul1993","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Sep1993","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Oct1993","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"charmib","Nov1993","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Dec1993","5","","5","","","","","","","3","","","","","","","3","","","","","",""
"charmib","Jan1994","14","","13","","","1","","","","5","","","1","","","","5","","","1","","",""
"charmib","Feb1994","5","","5","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Mar1994","21","","20","1","","","","","","10","1","","","","","","8","1","","","","",""
"charmib","Apr1994","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"charmib","May1994","4","","4","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Jun1994","4","","","","","1","3","","","","","","1","1","","","","","","1","1","",""
"charmib","Jul1994","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Sep1994","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"charmib","Jan1995","2","1","2","","","","","","","2","","","","","","","2","","","","","",""
"charmib","May1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cidrd","Apr1992","16","","4","2","","10","","","","2","1","","3","","","","2","1","","3","","",""
"cidrd","May1992","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"cidrd","Jun1992","2","","","","","2","","","","","","","1","","","","","","","1","","",""
"cidrd","Jul1992","3","1","","","","2","","1","","","","","2","","1","","","","","2","","1",""
"cidrd","Aug1992","27","5","12","5","","6","","4","","4","3","","3","","1","","4","3","","3","","1",""
"cidrd","Sep1992","30","13","11","6","","3","","10","","4","3","","2","","2","","4","3","","2","","2",""
"cidrd","Oct1992","4","1","1","2","","","","1","","1","1","","","","1","","1","1","","","","1",""
"cidrd","Nov1992","6","1","","1","","4","","1","","","1","","2","","1","","","1","","2","","1",""
"cidrd","Dec1992","5","1","1","","","3","","1","","1","","","2","","1","","1","","","2","","1",""
"cidrd","Feb1993","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"cidrd","Mar1993","9","3","1","2","","2","1","3","","1","2","","1","1","1","","1","2","","1","1","1",""
"cidrd","Apr1993","7","","2","4","","1","","","","1","2","","1","","","","1","2","","1","","",""
"cidrd","Jun1993","30","3","8","11","","8","","3","","2","2","","6","","1","","2","2","","4","","1",""
"cidrd","Jul1993","3","","","","","3","","","","","","","1","","","","","","","1","","",""
"cidrd","Oct1993","28","7","5","9","","9","","5","","3","3","","3","","1","","2","3","","3","","1",""
"cidrd","Nov1993","57","9","12","29","","3","5","8","","4","11","","2","2","3","","3","10","","1","2","3",""
"cidrd","Dec1993","91","6","29","36","","7","14","5","","5","13","","7","3","2","","4","9","","5","2","2",""
"cidrd","Jan1994","29","12","5","3","1","8","2","10","","4","3","1","4","1","4","","3","3","1","3","1","4",""
"cidrd","Feb1994","81","9","11","46","","15","2","7","","4","12","","6","2","3","","3","9","","4","2","2",""
"cidrd","Mar1994","164","22","34","58","1","44","14","13","","6","14","1","8","3","5","","5","10","1","5","2","5",""
"cidrd","Apr1994","221","32","61","77","2","45","18","17","1","12","28","2","13","3","8","1","8","16","2","9","3","7","1"
"cidrd","Dec1994","2","1","","1","","1","","","","","1","","1","","","","","1","","1","","",""
"cidrd","Jan1995","220","25","72","56","22","45","14","10","1","20","16","2","16","5","4","1","17","14","2","13","4","4","1"
"cidrd","Feb1995","16","2","4","6","","2","3","1","","4","4","","2","2","1","","4","3","","2","2","1",""
"cidrd","Mar1995","106","8","27","60","1","6","8","4","","9","17","1","4","2","3","","7","12","1","4","2","3",""
"cidrd","Apr1995","259","56","95","34","28","78","19","4","1","16","13","1","13","5","3","1","15","10","1","12","5","3","1"
"cidrd","May1995","196","35","58","59","14","47","13","5","","16","19","1","12","4","4","","16","16","1","10","3","4",""
"cidrd","Jun1995","169","11","92","49","9","7","4","8","","16","15","1","4","3","4","","14","12","1","4","3","4",""
"cidrd","Jul1995","177","53","52","39","10","62","4","10","","12","14","2","14","4","4","","10","10","2","11","4","4",""
"cidrd","Aug1995","823","136","318","161","46","246","22","30","","38","32","4","18","5","5","","32","24","4","16","5","5",""
"cidrd","Sep1995","281","9","157","63","15","43","3","","","30","26","1","10","3","","","29","19","1","9","3","",""
"cidrd","Oct1995","58","11","28","8","2","15","3","1","1","10","6","1","8","2","1","1","7","6","1","8","2","1","1"
"cidrd","Nov1995","110","19","43","27","6","25","1","8","","16","18","2","9","1","6","","13","14","2","6","1","6",""
"cidrd","Dec1995","41","15","15","8","1","14","1","2","","10","7","1","5","1","2","","8","6","1","5","1","1",""
"cidrd","Jan1996","427","58","191","124","8","85","3","16","","33","32","2","18","3","7","","25","24","2","12","3","7",""
"cidrd","Feb1996","437","42","214","97","7","92","22","4","1","42","28","2","22","5","3","1","35","25","2","17","5","3","1"
"cidrd","Mar1996","227","26","58","101","9","55","1","3","","15","21","2","8","1","2","","13","17","2","7","1","2",""
"cidrd","Apr1996","17","5","7","6","1","2","","1","","7","6","1","2","","1","","6","6","1","2","","1",""
"cidrd","May1996","141","18","69","25","1","34","10","2","","27","9","1","16","6","2","","23","8","1","15","5","2",""
"cidrd","Jun1996","31","3","16","5","","8","1","1","","13","4","","3","1","1","","12","4","","3","1","1",""
"cidrd","Jul1996","16","2","7","6","","3","","","","7","4","","3","","","","7","4","","3","","",""
"cidrd","Aug1996","98","33","36","26","3","30","2","1","","17","10","1","8","2","1","","14","10","1","6","2","1",""
"cidrd","Sep1996","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"cidrd","Oct1996","4","","4","","","","","","","4","","","","","","","4","","","","","",""
"cidrd","Nov1996","13","4","4","7","","2","","","","4","4","","2","","","","3","4","","2","","",""
"cidrd","Dec1996","37","5","25","7","","5","","","","6","5","","3","","","","6","5","","3","","",""
"cidrd","Jan1997","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"cidrd","Apr1997","11","2","7","2","","","2","","","3","2","","","1","","","3","2","","","1","",""
"cidrd","May1997","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"cidrd","Aug2004","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"cnrp","Oct1999","5","","3","2","","","","","","2","2","","","","","","2","2","","","","",""
"cnrp","Nov1999","7","","7","","","","","","","5","","","","","","","5","","","","","",""
"cnrp","Dec1999","15","","13","1","1","","","","","9","1","1","","","","","8","1","1","","","",""
"cnrp","Jan2000","4","","3","","1","","","","","3","","1","","","","","3","","1","","","",""
"cnrp","Feb2000","21","1","14","1","1","5","","","","6","1","1","1","","","","6","1","1","1","","",""
"cnrp","Mar2000","17","","15","1","1","","","","","7","1","1","","","","","7","1","1","","","",""
"cnrp","Apr2000","59","3","42","9","7","1","","","","9","2","2","1","","","","9","2","2","1","","",""
"cnrp","May2000","54","6","43","7","1","2","","1","","9","4","1","2","","1","","7","4","1","2","","1",""
"cnrp","Jun2000","74","6","55","9","9","1","","","","7","3","2","1","","","","7","3","2","1","","",""
"cnrp","Jul2000","65","7","46","4","13","2","","","","7","2","2","1","","","","7","2","2","1","","",""
"cnrp","Aug2000","24","2","16","3","4","","","1","","5","2","1","","","1","","5","2","1","","","1",""
"cnrp","Sep2000","17","","14","2","1","","","","","3","1","1","","","","","3","1","1","","","",""
"cnrp","Oct2000","9","","9","","","","","","","3","","","","","","","3","","","","","",""
"cnrp","Nov2000","6","","5","1","","","","","","3","1","","","","","","3","1","","","","",""
"cnrp","Jan2001","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"cnrp","May2001","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"cnrp","Jun2001","13","4","11","","2","","","","","6","","1","","","","","6","","1","","","",""
"cnrp","Jul2001","5","","5","","","","","","","4","","","","","","","4","","","","","",""
"cnrp","Jan2002","8","1","","6","1","","","1","","","2","1","","","1","","","2","1","","","1",""
"cnrp","Feb2002","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"cnrp","May2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cnrp","Sep2002","3","","2","1","","","","","","2","1","","","","","","1","1","","","","",""
"cnrp","Nov2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"cnrp","Feb2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"confmgt","Jan2000","8","1","4","2","","1","","","1","2","1","","1","","","1","2","1","","1","","","1"
"confmgt","Mar2000","3","2","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"confmgt","Aug2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"confmgt","Feb2001","2","1","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"confmgt","May2001","2","1","2","","","","","","","2","","","","","","","2","","","","","",""
"conneg","Feb1998","8","1","2","","2","1","3","","","2","","1","1","1","","","2","","1","1","1","",""
"conneg","Mar1998","64","8","23","1","24","7","8","1","","12","1","2","1","1","1","","9","1","2","1","1","1",""
"conneg","Apr1998","39","4","17","6","7","4","5","","","17","2","2","2","1","","","9","2","2","2","1","",""
"conneg","May1998","61","8","10","16","21","6","6","2","","9","5","2","1","1","1","","6","4","2","1","1","1",""
"conneg","Jun1998","65","8","27","8","14","5","9","2","","22","7","2","1","1","1","","7","3","2","1","1","1",""
"conneg","Jul1998","42","10","14","8","","6","10","4","","3","3","","1","1","2","","3","3","","1","1","2",""
"conneg","Aug1998","19","","9","4","1","","3","","2","6","2","1","","1","","1","6","2","1","","1","","1"
"conneg","Sep1998","57","7","25","12","8","6","5","1","","9","4","2","1","1","1","","9","4","2","1","1","1",""
"conneg","Oct1998","60","11","27","15","3","9","6","","","6","3","2","1","1","","","5","3","1","1","1","",""
"conneg","Nov1998","109","11","85","12","","8","3","1","","15","2","","1","2","1","","12","2","","1","2","1",""
"conneg","Dec1998","11","1","10","","1","","","","","7","","1","","","","","7","","1","","","",""
"conneg","Jan1999","59","4","48","1","6","4","","","","8","1","6","1","","","","8","1","2","1","","",""
"conneg","Feb1999","43","1","35","8","","","","","","8","4","","","","","","8","4","","","","",""
"conneg","Mar1999","33","","28","3","","1","1","","","10","3","","1","1","","","10","3","","1","1","",""
"conneg","Apr1999","30","1","22","2","4","","","","2","12","1","3","","","","1","12","1","3","","","","1"
"conneg","May1999","10","","9","1","","","","","","4","1","","","","","","4","1","","","","",""
"conneg","Jun1999","14","","13","1","","","","","","6","1","","","","","","6","1","","","","",""
"conneg","Jul1999","47","7","32","12","2","1","","","","14","6","2","1","","","","11","6","2","1","","",""
"conneg","Aug1999","10","2","5","1","3","","","1","","5","1","2","","","1","","5","1","2","","","1",""
"conneg","Sep1999","10","","10","","","","","","","5","","","","","","","5","","","","","",""
"conneg","Oct1999","37","3","30","4","1","1","","1","","14","3","1","1","","1","","12","3","1","1","","1",""
"conneg","Nov1999","14","1","12","1","1","","","","","9","1","1","","","","","9","1","1","","","",""
"conneg","Dec1999","12","1","5","4","1","1","","1","","4","1","1","1","","1","","3","1","1","1","","1",""
"conneg","Jan2000","23","","21","","2","","","","","9","","1","","","","","8","","1","","","",""
"conneg","Feb2000","16","","9","5","","2","","","","6","3","","1","","","","6","3","","1","","",""
"conneg","Mar2000","33","2","27","1","3","","","1","1","15","1","2","","","1","1","14","1","2","","","1","1"
"conneg","Apr2000","24","2","19","3","2","","","","","11","2","1","","","","","10","2","1","","","",""
"conneg","May2000","11","3","8","1","1","","","1","","5","1","1","","","1","","5","1","1","","","1",""
"conneg","Jun2000","13","2","10","2","1","","","","","8","1","1","","","","","8","1","1","","","",""
"conneg","Jul2000","55","12","35","7","3","8","","2","","17","1","3","2","","2","","12","1","2","2","","2",""
"conneg","Aug2000","23","7","19","2","","","","2","","15","2","","","","2","","15","2","","","","2",""
"conneg","Sep2000","36","3","31","","3","2","","","","20","","1","1","","","","17","","1","1","","",""
"conneg","Oct2000","8","1","2","","5","","","1","","2","","1","","","1","","2","","1","","","1",""
"conneg","Nov2000","4","2","2","","","","","2","","2","","","","","2","","2","","","","","2",""
"conneg","Dec2000","5","2","3","","1","","","1","","3","","1","","","1","","3","","1","","","1",""
"conneg","Mar2001","9","1","7","2","","","","","","5","1","","","","","","5","1","","","","",""
"conneg","Apr2001","4","","2","","2","","","","","1","","1","","","","","1","","1","","","",""
"conneg","May2001","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Jun2001","6","","3","","3","","","","","2","","1","","","","","2","","1","","","",""
"conneg","Aug2001","18","1","10","2","5","1","","","","3","1","2","1","","","","3","1","2","1","","",""
"conneg","Oct2001","21","1","6","","14","1","","","","4","","2","1","","","","4","","1","1","","",""
"conneg","Nov2001","11","","6","3","2","","","","","3","1","1","","","","","3","1","1","","","",""
"conneg","Jan2002","4","","1","2","1","","","","","1","1","1","","","","","1","1","1","","","",""
"conneg","Feb2002","8","","1","2","","5","","","","1","1","","2","","","","1","1","","2","","",""
"conneg","Mar2002","3","","1","1","1","","","","","1","1","1","","","","","1","1","1","","","",""
"conneg","Apr2002","6","","3","2","1","","","","","2","1","1","","","","","2","1","1","","","",""
"conneg","May2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"conneg","Jun2002","3","","2","1","","","","","","2","1","","","","","","2","1","","","","",""
"conneg","Jul2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"conneg","Aug2002","5","","3","","2","","","","","2","","2","","","","","2","","1","","","",""
"conneg","Oct2002","4","","4","","","","","","","4","","","","","","","4","","","","","",""
"conneg","Nov2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"conneg","Dec2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Mar2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Apr2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Jul2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Aug2003","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"conneg","Oct2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"conneg","Nov2003","3","1","2","","","","","1","","2","","","","","1","","2","","","","","1",""
"conneg","Dec2003","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"conneg","Jan2004","50","11","35","4","2","2","","6","1","35","4","2","2","","6","1","10","4","2","2","","6","1"
"conneg","Feb2004","34","16","24","","","1","2","4","3","23","","","1","2","4","3","12","","","1","2","4","1"
"conneg","Mar2004","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"conneg","Apr2004","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"conneg","May2004","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"conneg","Jun2004","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"conneg","Jul2004","4","3","2","","","","","2","","2","","","","","1","","2","","","","","1",""
"crisp","Aug2001","23","5","13","5","","2","","3","","3","3","","1","","1","","3","2","","1","","1",""
"crisp","Sep2001","2","","","2","","","","","","","1","","","","","","","1","","","","",""
"crisp","Oct2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"crisp","Nov2001","5","1","5","","","","","","","4","","","","","","","4","","","","","",""
"crisp","Dec2001","7","3","7","","","","","","","3","","","","","","","3","","","","","",""
"crisp","Feb2002","14","2","12","1","","","","1","","5","1","","","","1","","5","1","","","","1",""
"crisp","Mar2002","19","","10","7","","2","","","","3","2","","1","","","","2","2","","1","","",""
"crisp","Apr2002","48","4","41","3","","","","4","","5","2","","","","1","","5","2","","","","1",""
"crisp","May2002","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"crisp","Jun2002","13","","12","1","","","","","","5","1","","","","","","5","1","","","","",""
"crisp","Jul2002","44","8","30","6","","1","","7","","8","2","","1","","2","","7","2","","1","","2",""
"crisp","Aug2002","46","12","12","22","","","","12","","5","2","","","","1","","5","2","","","","1",""
"crisp","Sep2002","28","11","6","10","1","","","11","","3","3","1","","","2","","3","3","1","","","2",""
"crisp","Oct2002","30","1","21","7","","","","1","1","7","3","","","","1","1","6","3","","","","1","1"
"crisp","Nov2002","106","2","93","11","","","","2","","9","4","","","","2","","8","4","","","","2",""
"crisp","Dec2002","12","1","8","3","","","","1","","4","1","","","","1","","4","1","","","","1",""
"crisp","Jan2003","30","5","6","12","7","","","5","","3","1","1","","","2","","3","1","1","","","2",""
"crisp","Feb2003","39","","23","16","","","","","","5","2","","","","","","5","2","","","","",""
"crisp","Mar2003","11","1","5","5","","","","1","","3","5","","","","1","","3","4","","","","1",""
"crisp","Apr2003","12","2","8","2","","","","2","","4","1","","","","1","","4","1","","","","1",""
