wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"ftpext","Apr2003","15","","1","","","","","","14","1","","","","","","1","1","","","","","","1"
"ftpext","Jun2003","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"ftpext","Jul2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"ftpext","Aug2003","4","","2","","","2","","","","1","","","1","","","","1","","","1","","",""
"ftpext","Sep2003","17","3","5","","","8","4","","","2","","","2","1","","","2","","","2","1","",""
"ftpext","Nov2003","14","3","5","","","9","","","","2","","","2","","","","2","","","2","","",""
"ftpext","Jan2004","17","5","14","","","3","","","","4","","","2","","","","4","","","2","","",""
"ftpext","Feb2004","53","9","45","","","3","","5","","7","","","2","","2","","7","","","2","","2",""
"ftpext","Mar2004","10","","10","","","","","","","1","","","","","","","1","","","","","",""
"fyiup","Apr1999","7","","","","7","","","","","","","2","","","","","","","2","","","",""
"fyiup","May1999","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"fyiup","Jun1999","3","","","","3","","","","","","","1","","","","","","","1","","","",""
"geopriv","Jun2001","5","3","5","","","","","","","3","","","","","","","3","","","","","",""
"geopriv","Jul2001","57","7","39","6","11","1","","","","12","1","2","1","","","","12","1","2","1","","",""
"geopriv","Aug2001","106","1","93","","3","10","","","","11","","3","2","","","","11","","3","2","","",""
"geopriv","Sep2001","16","6","14","","2","","","","","5","","2","","","","","5","","2","","","",""
"geopriv","Oct2001","3","","2","","1","","","","","2","","1","","","","","2","","1","","","",""
"geopriv","Nov2001","15","11","13","","2","","","","","6","","1","","","","","5","","1","","","",""
"geopriv","Dec2001","45","5","34","","9","1","","1","","10","","2","1","","1","","10","","2","1","","1",""
"geopriv","Feb2002","19","6","16","","1","2","","","","7","","1","1","","","","7","","1","1","","",""
"geopriv","Mar2002","61","10","40","","9","7","","5","","13","","2","2","","1","","12","","2","2","","1",""
"geopriv","Apr2002","36","","24","2","4","6","","","","9","1","2","1","","","","7","1","2","1","","",""
"geopriv","May2002","80","6","64","10","1","5","","","","15","1","1","2","","","","12","1","1","2","","",""
"geopriv","Jun2002","43","5","32","5","3","3","","","","10","1","2","1","","","","7","1","2","1","","",""
"geopriv","Jul2002","25","2","19","","","5","","1","","7","","","1","","1","","6","","","1","","1",""
"geopriv","Aug2002","5","1","4","1","","","","","","3","1","","","","","","3","1","","","","",""
"geopriv","Oct2002","6","","5","","1","","","","","3","","1","","","","","3","","1","","","",""
"geopriv","Nov2002","9","2","6","2","","","","1","","6","1","","","","1","","4","1","","","","1",""
"geopriv","Dec2002","16","1","5","2","2","7","","","","4","1","2","1","","","","4","1","2","1","","",""
"geopriv","Jan2003","34","","20","5","","9","","","","6","1","","1","","","","4","1","","1","","",""
"geopriv","Feb2003","17","5","14","2","","1","","","","3","1","","1","","","","3","1","","1","","",""
"geopriv","Mar2003","9","","5","","2","2","","","","4","","1","1","","","","4","","1","1","","",""
"geopriv","Apr2003","5","","4","","1","","","","","3","","1","","","","","3","","1","","","",""
"geopriv","May2003","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"geopriv","Jun2003","10","","9","","","1","","","","4","","","1","","","","3","","","1","","",""
"geopriv","Jul2003","47","","27","2","8","10","","","","7","1","3","1","","","","5","1","3","1","","",""
"geopriv","Aug2003","10","","2","6","1","1","","","","2","1","1","1","","","","2","1","1","1","","",""
"geopriv","Sep2003","55","","24","5","7","19","","","","8","1","3","1","","","","7","1","2","1","","",""
"geopriv","Oct2003","18","","6","8","","4","","","","4","1","","1","","","","4","1","","1","","",""
"geopriv","Nov2003","48","","26","4","1","17","","","","5","1","1","1","","","","4","1","1","1","","",""
"geopriv","Dec2003","6","","5","1","","","","","","3","1","","","","","","3","1","","","","",""
"geopriv","Jan2004","15","","8","","","2","5","","","5","","","1","1","","","3","","","1","1","",""
"geopriv","Feb2004","36","","27","","","4","5","","","7","","","1","1","","","6","","","1","1","",""
"geopriv","Mar2004","28","","16","","2","4","6","","","6","","1","1","1","","","6","","1","1","1","",""
"geopriv","Apr2004","26","","19","","","2","5","","","7","","","1","1","","","7","","","1","1","",""
"geopriv","May2004","5","","2","","","3","","","","1","","","1","","","","1","","","1","","",""
"gre","Mar2000","13","","13","","","","","","","3","","","","","","","2","","","","","",""
"gre","Apr2000","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"gre","May2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"gre","Jun2000","6","","6","","","","","","","2","","","","","","","2","","","","","",""
"gre","Jul2000","7","","7","","","","","","","2","","","","","","","2","","","","","",""
"gre","Aug2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"gre","May2001","5","","5","","","","","","","2","","","","","","","2","","","","","",""
"grip","Mar1997","2","","","","2","","","","","","","1","","","","","","","1","","","",""
"grip","Jun1997","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"grip","Aug1997","2","","","","2","","","","","","","1","","","","","","","1","","","",""
"grip","Sep1997","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"grip","Oct1997","18","","4","13","1","","","","","1","3","1","","","","","1","2","1","","","",""
"grip","Nov1997","8","","","4","4","","","","","","2","1","","","","","","2","1","","","",""
"grip","Dec1997","6","1","","3","2","","","1","","","3","1","","","1","","","2","1","","","1",""
"grip","Jan1998","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"grip","Feb1998","3","","","1","2","","","","","","1","1","","","","","","1","1","","","",""
"grip","Mar1998","15","","10","3","2","","","","","2","2","1","","","","","2","1","1","","","",""
"grip","Jun1998","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"grip","Sep1998","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"grip","Dec1998","3","2","1","","","","","2","","1","","","","","2","","1","","","","","2",""
"grip","Jan1999","7","3","3","","1","","","3","","1","","1","","","2","","1","","1","","","2",""
"grip","Feb1999","3","","1","","2","","","","","1","","1","","","","","1","","1","","","",""
"grip","Mar1999","19","4","4","","7","4","","4","","2","","1","1","","2","","2","","1","1","","2",""
"grip","Jun1999","7","1","3","","3","","","1","","2","","1","","","1","","2","","1","","","1",""
"grip","Jul1999","17","6","2","5","4","","","6","","2","1","1","","","1","","2","1","1","","","1",""
"grip","Aug1999","4","2","1","","1","","","2","","1","","1","","","1","","1","","1","","","1",""
"grip","Nov1999","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"grip","Feb2000","4","","3","","1","","","","","1","","1","","","","","1","","1","","","",""
"grip","Mar2000","9","","4","3","2","","","","","2","2","1","","","","","2","2","1","","","",""
"grip","May2000","11","","6","3","2","","","","","2","2","1","","","","","2","2","1","","","",""
"grip","Jun2000","13","","10","1","2","","","","","3","1","1","","","","","3","1","1","","","",""
"grip","Jul2000","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"grip","Aug2000","19","","9","3","3","4","","","","3","2","1","1","","","","3","2","1","1","","",""
"grip","Aug2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"grip","Sep2001","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"grip","Oct2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"grip","Nov2001","4","","3","","1","","","","","1","","1","","","","","1","","1","","","",""
"gsmp","Aug1999","20","","20","","","","","","","4","","","","","","","3","","","","","",""
"gsmp","Sep1999","4","","3","","1","","","","","3","","1","","","","","3","","1","","","",""
"gsmp","Oct1999","25","1","18","","","7","","","","7","","","1","","","","6","","","1","","",""
"gsmp","Nov1999","10","","8","","2","","","","","3","","1","","","","","3","","1","","","",""
"gsmp","Dec1999","20","","18","","2","","","","","6","","2","","","","","4","","2","","","",""
"gsmp","Jan2000","19","","18","","1","","","","","8","","1","","","","","5","","1","","","",""
"gsmp","Feb2000","6","1","5","","","","","1","","3","","","","","1","","3","","","","","1",""
"gsmp","Mar2000","23","3","18","","5","","","","","6","","2","","","","","5","","2","","","",""
"gsmp","Apr2000","9","3","4","","2","","","3","","3","","1","","","1","","3","","1","","","1",""
"gsmp","May2000","3","1","2","","","","","1","","2","","","","","1","","2","","","","","1",""
"gsmp","Jul2000","16","1","11","","4","","","1","","5","","1","","","1","","3","","1","","","1",""
"gsmp","Aug2000","33","5","27","","6","","","","","8","","2","","","","","6","","2","","","",""
"gsmp","Sep2000","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"gsmp","Oct2000","15","","12","","3","","","","","6","","2","","","","","4","","2","","","",""
"gsmp","Nov2000","11","1","7","","4","","","","","3","","1","","","","","2","","1","","","",""
"gsmp","Dec2000","9","","7","","2","","","","","3","","2","","","","","2","","2","","","",""
"gsmp","Jan2001","11","","7","","4","","","","","2","","2","","","","","2","","2","","","",""
"gsmp","Feb2001","12","","9","","3","","","","","4","","2","","","","","3","","2","","","",""
"gsmp","Mar2001","8","","4","","4","","","","","3","","1","","","","","3","","1","","","",""
"gsmp","Apr2001","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"gsmp","May2001","4","1","2","","1","","","1","","2","","1","","","1","","2","","1","","","1",""
"gsmp","Jun2001","38","","34","","4","","","","","9","","1","","","","","6","","1","","","",""
"gsmp","Jul2001","15","","11","","4","","","","","6","","1","","","","","5","","1","","","",""
"gsmp","Aug2001","11","","9","","2","","","","","3","","1","","","","","2","","1","","","",""
"gsmp","Sep2001","7","","5","","2","","","","","2","","1","","","","","1","","1","","","",""
"gsmp","Oct2001","9","","3","","6","","","","","3","","1","","","","","2","","1","","","",""
"gsmp","Nov2001","9","","2","","7","","","","","2","","1","","","","","2","","1","","","",""
"gsmp","Dec2001","4","","3","","1","","","","","2","","1","","","","","2","","1","","","",""
"gsmp","Jan2002","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"gsmp","Feb2002","5","","2","","3","","","","","1","","2","","","","","1","","2","","","",""
"gsmp","Mar2002","13","5","6","","2","","","5","","3","","1","","","2","","2","","1","","","2",""
"gsmp","Apr2002","3","2","","","1","","","2","","","","1","","","1","","","","1","","","1",""
"gsmp","May2002","12","","9","","3","","","","","1","","3","","","","","1","","3","","","",""
"gsmp","Jun2002","3","1","1","","1","","","1","","1","","1","","","1","","1","","1","","","1",""
"gsmp","Jul2002","4","1","3","","","","","1","","2","","","","","1","","2","","","","","1",""
"gsmp","Aug2002","5","4","1","","","","","4","","1","","","","","1","","1","","","","","1",""
"gsmp","Sep2002","3","2","1","","","","","2","","1","","","","","1","","1","","","","","1",""
"gsmp","Oct2002","19","7","10","","2","","","7","","4","","1","","","1","","2","","1","","","1",""
"gsmp","Nov2002","8","3","5","","","","","3","","3","","","","","1","","3","","","","","1",""
"gsmp","Dec2002","4","1","2","","1","","","1","","2","","1","","","1","","2","","1","","","1",""
"gsmp","Feb2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"gsmp","Mar2003","5","","3","","2","","","","","2","","1","","","","","2","","1","","","",""
"gsmp","Apr2003","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"gsmp","Jun2003","21","","8","","13","","","","","3","","3","","","","","2","","3","","","",""
"gsmp","Jul2003","12","","8","","4","","","","","5","","2","","","","","4","","2","","","",""
"gsmp","Aug2003","4","","3","","1","","","","","3","","1","","","","","2","","1","","","",""
"gsmp","Sep2003","19","3","8","","8","3","","","","4","","1","1","","","","3","","1","1","","",""
"gsmp","Oct2003","8","3","","","5","3","","","","","","1","1","","","","","","1","1","","",""
"gsmp","Nov2003","5","2","1","","2","2","","","","1","","1","1","","","","1","","1","1","","",""
"gsmp","Dec2003","11","2","7","","2","2","","","","4","","1","1","","","","4","","1","1","","",""
"gsmp","Jan2004","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"hostmib","May1993","3","","","","","2","1","","","","","","1","1","","","","","","1","1","",""
"hostmib","Aug1993","9","","","","","9","","","","","","","1","","","","","","","1","","",""
"hostmib","Sep1993","4","2","","","","","2","2","","","","","","1","1","","","","","","1","1",""
"hostmib","Oct1993","6","2","","","","4","","2","","","","","1","","1","","","","","1","","1",""
"hostmib","Nov1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"hostmib","Mar1994","4","","4","","","","","","","1","","","","","","","1","","","","","",""
"hostmib","Sep1994","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"html","Jul1994","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"html","Aug1994","25","6","18","","","1","","6","","5","","","1","","1","","5","","","1","","1",""
"html","Sep1994","191","14","146","5","5","18","3","14","","10","2","1","5","2","1","","10","1","1","4","2","1",""
"html","Oct1994","30","9","16","1","1","3","","9","","6","1","1","1","","1","","6","1","1","1","","1",""
"html","Nov1994","237","40","144","3","5","39","8","38","","16","1","2","7","3","3","","14","1","2","7","3","3",""
"html","Dec1994","111","12","82","2","","13","2","12","","15","2","","6","2","3","","14","2","","6","2","3",""
"html","Jan1995","234","37","152","9","3","29","4","37","","18","4","1","9","2","4","","17","4","1","6","2","4",""
"html","Feb1995","164","9","121","4","2","26","3","8","","18","2","1","6","1","1","","16","2","1","5","1","1",""
"html","Mar1995","334","59","210","2","17","67","12","22","4","27","1","1","9","3","3","1","21","1","1","9","3","3","1"
"html","Apr1995","385","42","222","10","29","69","5","19","31","31","2","2","13","2","3","2","25","2","1","13","2","3","1"
"html","May1995","591","61","342","17","60","91","11","26","44","28","3","4","17","3","3","2","23","3","2","16","3","3","1"
"html","Jun1995","268","41","142","4","50","41","4","23","4","21","1","3","10","2","3","2","20","1","3","10","2","3","1"
"html","Jul1995","248","73","130","5","20","55","6","30","2","23","3","3","16","4","2","1","21","3","2","15","4","2","1"
"html","Aug1995","506","102","311","2","66","98","2","20","7","29","2","4","15","2","3","1","27","2","2","14","2","3","1"
"html","Sep1995","434","62","233","11","44","92","10","20","24","26","3","4","15","5","3","2","23","3","1","13","4","3","1"
"html","Oct1995","391","56","203","10","46","71","25","36","","26","2","2","12","5","4","","22","2","1","12","5","4",""
"html","Nov1995","228","48","111","8","21","55","7","25","1","21","3","3","14","2","2","1","20","3","1","14","2","2","1"
"html","Dec1995","191","46","95","","20","64","10","2","","19","","3","16","4","1","","19","","1","15","4","1",""
"html","Jan1996","308","34","185","","28","64","19","11","1","22","","2","13","4","2","1","20","","1","13","4","2","1"
"html","Feb1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"html","Mar1996","75","20","35","","14","22","2","2","","13","","2","8","1","2","","12","","1","7","1","2",""
"html","Apr1996","20","4","6","","3","9","","2","","4","","2","5","","2","","4","","1","5","","2",""
"html","May1996","188","62","94","","7","34","7","37","9","14","","2","7","2","3","1","11","","1","7","2","3","1"
"html","Jun1996","7","3","","","3","2","","1","1","","","2","2","","1","1","","","1","2","","1","1"
"html","Jul1996","44","16","16","","","12","1","12","3","6","","","3","1","2","1","5","","","3","1","2","1"
"html","Aug1996","23","5","13","","1","7","2","","","5","","1","2","1","","","5","","1","2","1","",""
"http","Sep1994","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"http","Oct1994","16","2","10","","","6","","","","3","","","3","","","","3","","","3","","",""
"http","Nov1994","48","9","12","","","36","","","","4","","","8","","","","4","","","6","","",""
"http","Dec1994","242","14","117","5","1","119","","","","16","1","1","9","","","","14","1","1","7","","",""
"http","Jan1995","36","4","19","1","","14","","1","1","8","1","","6","","1","1","8","1","","3","","1","1"
"http","Feb1995","38","4","15","1","1","18","","3","","8","1","1","9","","1","","8","1","1","8","","1",""
"http","Mar1995","104","26","59","","3","40","","","2","16","","1","8","","","1","14","","1","6","","","1"
"http","Apr1995","35","1","26","","1","7","","","1","9","","1","6","","","1","9","","1","5","","","1"
"http","May1995","114","6","84","3","12","13","2","","","17","1","4","5","1","","","16","1","2","5","1","",""
"http","Jun1995","23","1","13","1","3","4","2","","","10","1","2","3","1","","","9","1","2","3","1","",""
"http","Jul1995","101","9","49","7","21","19","5","","","13","1","6","8","2","","","11","1","2","6","2","",""
"http","Aug1995","418","54","261","4","62","52","7","28","4","26","2","6","13","3","4","1","22","2","2","11","3","4","1"
"http","Sep1995","248","53","134","2","38","37","1","27","9","18","2","5","7","1","2","1","16","2","1","5","1","2","1"
"http","Oct1995","129","28","60","3","9","31","","25","1","19","2","3","9","","3","1","17","2","2","7","","3","1"
"http","Nov1995","247","45","143","3","10","64","6","21","","21","2","5","10","2","3","","19","2","2","8","2","3",""
"http","Dec1995","222","24","126","7","15","68","1","","5","22","3","5","12","1","","1","21","3","3","10","1","","1"
"http","Jan1996","174","28","116","2","13","22","1","15","5","27","2","5","7","1","4","2","23","2","3","6","1","4","1"
"http","Feb1996","361","38","203","3","39","87","8","19","2","24","2","7","11","2","5","1","20","2","3","10","2","5","1"
"http","Mar1996","207","35","88","10","41","56","4","8","","19","3","4","9","2","4","","18","3","2","8","2","4",""
"http","Apr1996","266","48","97","2","47","107","6","7","","15","2","7","10","2","4","","13","2","3","9","2","4",""
"http","May1996","246","50","130","2","33","72","6","3","","19","1","2","12","1","1","","15","1","1","8","1","1",""
"http","Jun1996","289","35","110","","51","122","6","","","15","","4","13","2","","","14","","2","11","2","",""
"http","Jul1996","161","22","74","3","9","57","4","9","5","17","1","6","12","3","4","1","17","1","2","11","3","4","1"
"http","Aug1996","326","61","154","5","24","135","6","2","","21","3","7","13","3","2","","19","3","3","10","3","2",""
"http","Sep1996","118","26","46","5","8","48","4","7","","14","2","4","9","2","2","","14","2","2","6","1","2",""
"http","Oct1996","182","43","89","","11","81","","1","","20","","3","11","","1","","17","","2","7","","1",""
"http","Nov1996","109","22","75","","1","28","3","2","","17","","1","8","1","1","","16","","1","6","1","1",""
"http","Dec1996","195","55","108","","2","71","6","3","5","23","","2","16","2","2","2","21","","1","12","2","2","1"
"http","Jan1997","73","28","31","1","","33","5","2","1","11","1","","10","2","2","1","11","1","","8","2","2","1"
"http","Feb1997","233","62","96","2","27","104","2","2","","22","1","5","16","1","1","","19","1","2","13","1","1",""
"http","Mar1997","333","50","216","8","13","72","12","5","7","29","2","3","12","2","2","1","25","2","1","10","1","2","1"
"http","Apr1997","202","23","137","7","4","45","3","2","4","30","2","2","13","1","1","1","23","2","1","9","1","1","1"
"http","May1997","9","","2","","3","4","","","","2","","1","2","","","","2","","1","2","","",""
"http","Jun1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"http","Jul1997","401","73","230","7","34","123","4","","3","24","2","2","14","1","","1","19","2","2","10","1","","1"
"http","Aug1997","190","13","121","","","68","","1","","25","","","9","","1","","21","","","8","","1",""
"http","Sep1997","215","26","139","","2","73","","","1","22","","1","13","","","1","18","","1","10","","","1"
"http","Oct1997","3","2","1","","","2","","","","1","","","2","","","","1","","","2","","",""
"http","Dec1997","28","2","18","","","10","","","","9","","","2","","","","7","","","2","","",""
"http","Jan1998","114","12","73","","5","33","2","","1","15","","1","9","1","","1","10","","1","8","1","","1"
"http","Apr1998","67","3","49","","4","9","2","3","","12","","2","3","1","1","","9","","2","3","1","1",""
"http","May1998","44","2","36","","1","4","3","","","13","","1","3","1","","","11","","1","3","1","",""
"http","Jun1998","59","12","41","","","9","","9","","13","","","6","","1","","11","","","4","","1",""
"http","Jul1998","70","4","52","","10","6","","2","","9","","1","3","","2","","7","","1","3","","2",""
"http","Aug1998","66","1","53","","1","12","","","","12","","1","5","","","","9","","1","4","","",""
"http","Sep1998","75","13","53","","1","15","1","5","","16","","1","4","1","3","","12","","1","4","1","3",""
"http","Oct1998","50","7","42","","","1","","7","","9","","","1","","2","","9","","","1","","2",""
"http","Nov1998","142","9","120","","6","13","1","2","","11","","1","3","1","2","","8","","1","3","1","2",""
"http","Dec1998","14","3","10","","","4","","","","6","","","4","","","","5","","","4","","",""
"http","Jan1999","39","2","29","","","8","","2","","14","","","2","","2","","12","","","2","","2",""
"http","Feb1999","9","1","8","","","","","1","","4","","","","","1","","4","","","","","1",""
"http","Mar1999","23","1","15","","1","7","","","","5","","1","3","","","","3","","1","3","","",""
"http","Apr1999","16","5","7","","","7","","2","","5","","","3","","1","","4","","","3","","1",""
"http","May1999","12","5","5","","","7","","","","3","","","3","","","","3","","","3","","",""
"http","Jun1999","30","5","25","","","5","","","","11","","","3","","","","10","","","2","","",""
"http","Jul1999","28","5","26","","1","1","","","","10","","1","1","","","","10","","1","1","","",""
"http","Aug1999","37","","23","2","3","9","","","","7","1","1","2","","","","7","1","1","2","","",""
"http","Sep1999","44","4","34","4","","6","","","","10","1","","4","","","","10","1","","3","","",""
"http","Oct1999","26","","15","3","","8","","","","6","1","","1","","","","6","1","","1","","",""
"http","Nov1999","7","","6","","","1","","","","6","","","1","","","","6","","","1","","",""
"http","Dec1999","16","1","10","","1","5","","","","3","","1","3","","","","3","","1","2","","",""
"http","Jan2000","34","8","27","2","","2","3","","","9","1","","2","1","","","9","1","","2","1","",""
"http","Feb2000","18","","7","1","","10","","","","5","1","","4","","","","5","1","","3","","",""
"http","Mar2000","10","3","8","1","","1","","","","6","1","","1","","","","6","1","","1","","",""
"http","Apr2000","21","1","12","","","9","","","","7","","","3","","","","7","","","3","","",""
"http","May2000","25","5","19","","","6","","","","8","","","2","","","","8","","","2","","",""
"http","Jun2000","4","1","3","","","","","1","","3","","","","","1","","3","","","","","1",""
"http","Jul2000","21","14","4","4","","","","13","","2","2","","","","2","","2","2","","","","2",""
"http","Aug2000","28","2","18","1","","8","","1","","9","1","","4","","1","","9","1","","4","","1",""
"http","Sep2000","22","3","15","2","","4","","1","","8","2","","2","","1","","7","2","","2","","1",""
"http","Oct2000","32","1","26","6","","","","","","12","1","","","","","","11","1","","","","",""
"http","Nov2000","51","","47","1","2","1","","","","14","1","1","1","","","","14","1","1","1","","",""
"http","Dec2000","7","","7","","","","","","","5","","","","","","","5","","","","","",""
"http","Jan2001","16","","10","1","5","","","","","5","1","1","","","","","4","1","1","","","",""
"http","Feb2001","9","","7","","2","","","","","5","","1","","","","","5","","1","","","",""
"http","Mar2001","12","1","11","","","","","1","","4","","","","","1","","4","","","","","1",""
"http","Apr2001","17","","14","1","","2","","","","8","1","","1","","","","8","1","","1","","",""
"http","May2001","5","","5","","","","","","","5","","","","","","","5","","","","","",""
"http","Jun2001","12","","8","3","1","","","","","4","2","1","","","","","4","2","1","","","",""
"http","Jul2001","8","","5","2","1","","","","","3","1","1","","","","","3","1","1","","","",""
"http","Aug2001","7","","5","2","","","","","","3","2","","","","","","3","2","","","","",""
"http","Sep2001","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"http","Oct2001","11","2","7","1","2","1","","","","4","1","1","1","","","","4","1","1","1","","",""
"http","Nov2001","7","","6","","1","","","","","3","","1","","","","","3","","1","","","",""
"http","Dec2001","15","3","10","3","2","","","","","4","1","1","","","","","4","1","1","","","",""
"http","Jan2002","6","2","5","1","","","","","","3","1","","","","","","3","1","","","","",""
"http","Feb2002","4","","2","2","","","","","","2","1","","","","","","2","1","","","","",""
"http","Mar2002","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"http","Apr2002","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"hubmib","Jan1992","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Feb1992","23","","23","","","","","","","6","","","","","","","5","","","","","",""
"hubmib","Mar1992","6","","6","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Apr1992","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","May1992","7","","7","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Jun1992","6","","6","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jul1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Aug1992","4","","4","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Oct1992","5","1","5","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Nov1992","11","2","11","","","","","","","6","","","","","","","6","","","","","",""
"hubmib","Dec1992","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jan1993","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Feb1993","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Mar1993","25","1","25","","","","","","","9","","","","","","","8","","","","","",""
"hubmib","Apr1993","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","May1993","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jun1993","7","","7","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Jul1993","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Aug1993","7","","5","","","","2","","","1","","","","1","","","1","","","","1","",""
"hubmib","Sep1993","5","","3","","","","2","","","1","","","","1","","","1","","","","1","",""
"hubmib","Apr1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Jun1995","5","","5","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jul1995","8","","8","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Aug1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Sep1995","8","","8","","","","","","","5","","","","","","","5","","","","","",""
"hubmib","Oct1995","10","","10","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Nov1995","21","","21","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Dec1995","12","","12","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Jan1996","9","","9","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Feb1996","8","","8","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Mar1996","6","","6","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Apr1996","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","May1996","8","","8","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Jun1996","28","","28","","","","","","","7","","","","","","","6","","","","","",""
"hubmib","Jul1996","7","","7","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Aug1996","13","","13","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Sep1996","9","","9","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Oct1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Nov1996","10","","10","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Jan1997","6","","6","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Feb1997","13","","13","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Mar1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Apr1997","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jul1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Aug1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Oct1998","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Nov1998","17","","17","","","","","","","3","","","","","","","3","","","","","",""
"hubmib","Dec1998","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Jan1999","12","","12","","","","","","","5","","","","","","","4","","","","","",""
"hubmib","Feb1999","14","","14","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Mar1999","5","","5","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Apr1999","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","May1999","14","","14","","","","","","","4","","","","","","","4","","","","","",""
"hubmib","Jul1999","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"hubmib","Sep1999","6","","2","4","","","","","","2","1","","","","","","2","1","","","","",""
"hubmib","Oct1999","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"hubmib","Nov1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Dec1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"hubmib","Feb2000","4","","4","","","","","","","2","","","","","","","2","","","","","",""
